id_gene_DM,biotype_DM,gene_DM,DM_up,DM_down,id_gene_HS,gene_HS,biotype_HS,HS_up,HS_down,id_gene_MM,gene_MM,biotype_MM,MM_up,MM_down
FBgn0051294,['protein_coding',CG31294,True,True,ENSG00000149292,TTC12,['protein_coding'],True,False,ENSMUSG00000040219,Ttc12,['protein_coding'],True,False
FBgn0039228, 'protein_coding',CG6980,True,True,ENSG00000149292,TTC12,['protein_coding'],True,False,ENSMUSG00000040219,Ttc12,['protein_coding'],True,False
FBgn0085303, 'protein_coding'],CG34274,True,True,ENSG00000149292,TTC12,['protein_coding'],True,False,ENSMUSG00000040219,Ttc12,['protein_coding'],True,False
FBgn0030518,['protein_coding'],CG11134,True,True,ENSG00000149089,APIP,['protein_coding'],True,False,ENSMUSG00000010911,Apip,['protein_coding'],True,False
FBgn0036254,['protein_coding'],CG5645,True,True,ENSG00000129347,KRI1,['protein_coding'],True,True,ENSMUSG00000035047,Kri1,['protein_coding'],True,True
FBgn0028734,['protein_coding'],Fmr1,True,True,ENSG00000129245,FXR2,['protein_coding'],False,True,ENSMUSG00000027680,Fxr1,['protein_coding'],True,False
FBgn0034065,['protein_coding'],Rrp42,True,True,ENSG00000075914,EXOSC7,['protein_coding'],False,True,ENSMUSG00000025785,Exosc7,['protein_coding'],False,True
FBgn0033371,['protein_coding'],CNT1,True,True,ENSG00000137860,SLC28A2,['protein_coding'],False,True,ENSMUSG00000021553,Slc28a3,['protein_coding'],True,False
FBgn0039565,['protein_coding'],CG4884,True,True,ENSG00000130349,C6orf203,['protein_coding'],False,True,ENSMUSG00000019797,1700021F05Rik,['protein_coding'],True,False
FBgn0033352,['protein_coding'],PAN2,True,True,ENSG00000135473,PAN2,['protein_coding'],False,True,ENSMUSG00000005682,Pan2,['protein_coding'],False,True
FBgn0033155,['protein_coding'],Br140,True,True,"ENSG00000100425,ENSG00000156983","BRD1,BRPF1","['protein_coding', 'protein_coding']","False,False","True,True",ENSMUSG00000022387,Brd1,['protein_coding'],False,True
FBgn0262740,['protein_coding'],Evi5,True,True,ENSG00000142459,EVI5L,['protein_coding'],True,False,ENSMUSG00000011832,Evi5l,['protein_coding'],True,False
FBgn0039698,['protein_coding'],CG7789,True,False,ENSG00000162813,BPNT1,['protein_coding'],True,True,ENSMUSG00000026617,Bpnt1,['protein_coding'],False,True
FBgn0031078,['protein_coding'],Nup205,True,True,ENSG00000155561,NUP205,['protein_coding'],True,False,ENSMUSG00000038759,Nup205,['protein_coding'],True,False
FBgn0033507,['protein_coding'],CG12909,True,True,ENSG00000145220,LYAR,['protein_coding'],True,False,ENSMUSG00000067367,Lyar,['protein_coding'],True,False
FBgn0039767,['protein_coding'],CG2218,True,True,ENSG00000185019,UBOX5,['protein_coding'],False,True,ENSMUSG00000027300,Ubox5,['protein_coding'],True,True
FBgn0029094,['protein_coding'],asf1,True,False,ENSG00000105011,ASF1B,['protein_coding'],False,True,ENSMUSG00000005470,Asf1b,['protein_coding'],True,True
FBgn0040022,['protein_coding'],Set1,True,True,ENSG00000099381,SETD1A,['protein_coding'],False,True,ENSMUSG00000038384,Setd1b,['protein_coding'],True,False
FBgn0002542,['protein_coding',lds,True,True,ENSG00000116830,TTF2,['protein_coding'],False,True,ENSMUSG00000033222,Ttf2,['protein_coding'],False,True
FBgn0037531, 'protein_coding'],CG10445,True,True,ENSG00000116830,TTF2,['protein_coding'],False,True,ENSMUSG00000033222,Ttf2,['protein_coding'],False,True
FBgn0033549,['protein_coding'],mms4,True,True,ENSG00000154920,EME1,['protein_coding'],False,True,ENSMUSG00000039055,Eme1,['protein_coding'],True,True
FBgn0039726,['protein_coding'],eIF2Balpha,True,True,ENSG00000111361,EIF2B1,['protein_coding'],False,True,ENSMUSG00000029388,Eif2b1,['protein_coding'],True,True
FBgn0000212,['protein_coding'],brm,True,True,"ENSG00000080503,ENSG00000127616","SMARCA2,SMARCA4","['protein_coding', 'protein_coding']","False,False","True,True","ENSMUSG00000024921,ENSMUSG00000032187","Smarca2,Smarca4","['protein_coding', 'protein_coding']","True,True","False,True"
FBgn0035168,['protein_coding'],cep290,True,True,ENSG00000198707,CEP290,['protein_coding'],False,True,ENSMUSG00000019971,Cep290,['protein_coding'],True,False
FBgn0015544,['protein_coding'],spag,True,True,ENSG00000005175,RPAP3,['protein_coding'],False,True,ENSMUSG00000022466,Rpap3,['protein_coding'],False,True
FBgn0036211,['protein_coding'],CG5946,True,True,ENSG00000159348,CYB5R1,['protein_coding'],True,False,ENSMUSG00000018042,Cyb5r3,['protein_coding'],False,True
FBgn0030200,['protein_coding',RabX2,True,True,ENSG00000174903,RAB1B,['protein_coding'],False,True,ENSMUSG00000024870,Rab1b,['protein_coding'],True,False
FBgn0067052, 'protein_coding',Rab9D,True,True,ENSG00000174903,RAB1B,['protein_coding'],False,True,ENSMUSG00000024870,Rab1b,['protein_coding'],True,False
FBgn0052673, 'protein_coding',Rab9E,True,True,ENSG00000174903,RAB1B,['protein_coding'],False,True,ENSMUSG00000024870,Rab1b,['protein_coding'],True,False
FBgn0030221, 'protein_coding',Rab9Db,True,True,ENSG00000174903,RAB1B,['protein_coding'],False,True,ENSMUSG00000024870,Rab1b,['protein_coding'],True,False
FBgn0052670, 'protein_coding',Rab9Fb,True,True,ENSG00000174903,RAB1B,['protein_coding'],False,True,ENSMUSG00000024870,Rab1b,['protein_coding'],True,False
FBgn0052671, 'protein_coding',Rab9Fa,True,True,ENSG00000174903,RAB1B,['protein_coding'],False,True,ENSMUSG00000024870,Rab1b,['protein_coding'],True,False
FBgn0285937, 'protein_coding'],Rab1,True,True,ENSG00000174903,RAB1B,['protein_coding'],False,True,ENSMUSG00000024870,Rab1b,['protein_coding'],True,False
FBgn0031099,['protein_coding'],CG17065,True,True,ENSG00000162066,AMDHD2,['protein_coding'],True,False,ENSMUSG00000036820,Amdhd2,['protein_coding'],True,False
FBgn0086908,['protein_coding'],egg,True,True,ENSG00000143379,SETDB1,['protein_coding'],False,True,ENSMUSG00000015697,Setdb1,['protein_coding'],False,True
FBgn0015949,['protein_coding'],hrg,True,True,ENSG00000115421,PAPOLG,['protein_coding'],False,True,"ENSMUSG00000020273,ENSMUSG00000074817","Papolg,Papolb","['protein_coding', 'protein_coding']","True,True","True,False"
FBgn0004227,['protein_coding',nonA,True,True,ENSG00000121390,PSPC1,['protein_coding'],True,False,ENSMUSG00000021938,Pspc1,['protein_coding'],True,True
FBgn0015520, 'protein_coding'],nonA-l,True,True,ENSG00000121390,PSPC1,['protein_coding'],True,False,ENSMUSG00000021938,Pspc1,['protein_coding'],True,True
FBgn0263199,['protein_coding'],Galk,True,True,ENSG00000156958,GALK2,['protein_coding'],False,True,ENSMUSG00000027207,Galk2,['protein_coding'],True,False
FBgn0035987,['protein_coding'],CG3689,True,True,ENSG00000167005,NUDT21,['protein_coding'],True,False,ENSMUSG00000031754,Nudt21,['protein_coding'],True,False
FBgn0033226,['protein_coding'],CG1882,True,True,ENSG00000011198,ABHD5,['protein_coding'],False,True,"ENSMUSG00000040997,ENSMUSG00000032540","Abhd4,Abhd5","['protein_coding', 'protein_coding']","True,True","False,False"
FBgn0033382,['protein_coding'],Hydr1,True,True,ENSG00000158201,ABHD3,['protein_coding'],False,True,ENSMUSG00000002475,Abhd3,['protein_coding'],False,True
FBgn0019890,['protein_coding'],Smg5,True,True,ENSG00000198952,SMG5,['protein_coding'],False,True,ENSMUSG00000001415,Smg5,['protein_coding'],True,False
FBgn0031052,['protein_coding'],CG14215,True,True,ENSG00000153207,AHCTF1,['protein_coding'],True,True,ENSMUSG00000026491,Ahctf1,['protein_coding'],True,False
FBgn0031779,['protein_coding'],CG9175,True,True,ENSG00000138073,PREB,['protein_coding'],False,True,ENSMUSG00000045302,Preb,['protein_coding'],False,True
FBgn0262115,['protein_coding'],CG17683,True,True,ENSG00000103245,CIAO3,['protein_coding'],False,True,ENSMUSG00000002280,Narfl,['protein_coding'],True,False
FBgn0033766,['protein_coding'],Nup188,True,True,ENSG00000095319,NUP188,['protein_coding'],False,True,ENSMUSG00000052533,Nup188,['protein_coding'],True,False
FBgn0030753,['protein_coding'],rngo,True,True,ENSG00000197312,DDI2,['protein_coding'],False,True,ENSMUSG00000078515,Ddi2,['protein_coding'],False,True
FBgn0003330,['protein_coding'],Sce,True,True,ENSG00000121481,RNF2,['protein_coding'],False,True,ENSMUSG00000024325,Ring1,['protein_coding'],True,False
FBgn0036336,['protein_coding'],ste14,True,True,ENSG00000116237,ICMT,['protein_coding'],False,True,ENSMUSG00000039662,Icmt,['protein_coding'],True,False
FBgn0086674,['protein_coding'],Tango13,True,True,ENSG00000169902,TPST1,['protein_coding'],True,True,ENSMUSG00000034118,Tpst1,['protein_coding'],True,False
FBgn0026374,['protein_coding'],Rhp,True,True,ENSG00000158106,RHPN1,['protein_coding'],False,True,ENSMUSG00000022580,Rhpn1,['protein_coding'],True,False
FBgn0000078,['protein_coding',Amy-d,True,False,ENSG00000240038,AMY2B,['protein_coding'],True,False,ENSMUSG00000074264,Amy1,['protein_coding'],True,True
FBgn0000079, 'protein_coding'],Amy-p,True,False,ENSG00000240038,AMY2B,['protein_coding'],True,False,ENSMUSG00000074264,Amy1,['protein_coding'],True,True
FBgn0015075,['protein_coding'],Ddx1,True,True,ENSG00000079785,DDX1,['protein_coding'],False,True,ENSMUSG00000037149,Ddx1,['protein_coding'],True,False
FBgn0037312,['protein_coding'],CG11999,True,True,ENSG00000128228,SDF2L1,['protein_coding'],True,False,ENSMUSG00000022769,Sdf2l1,['protein_coding'],True,True
FBgn0036848,['protein_coding'],CG10424,True,True,ENSG00000213995,NAXD,['protein_coding'],True,False,ENSMUSG00000031505,Naxd,['protein_coding'],True,False
FBgn0032042,['protein_coding'],CG13398,True,True,ENSG00000166225,FRS2,['protein_coding'],False,True,ENSMUSG00000020170,Frs2,['protein_coding'],False,True
FBgn0026079,['protein_coding'],Nsun2,True,True,ENSG00000037474,NSUN2,['protein_coding'],False,True,ENSMUSG00000021595,Nsun2,['protein_coding'],True,False
FBgn0086448,['protein_coding'],PIG-Q,True,True,ENSG00000007541,PIGQ,['protein_coding'],True,False,ENSMUSG00000025728,Pigq,['protein_coding'],False,True
FBgn0032251,['protein_coding'],Nse4,True,True,ENSG00000255150,EID3,['protein_coding'],False,True,ENSMUSG00000040331,Nsmce4a,['protein_coding'],False,True
FBgn0031287,['protein_coding'],CG4291,True,True,ENSG00000120688,WBP4,['protein_coding'],False,True,ENSMUSG00000022023,Wbp4,['protein_coding'],True,False
FBgn0243511,['protein_coding'],psidin,True,True,ENSG00000111300,NAA25,['protein_coding'],False,True,ENSMUSG00000042719,Naa25,['protein_coding'],True,False
FBgn0032723,['protein_coding'],ssp3,True,True,ENSG00000140386,SCAPER,['protein_coding'],False,True,ENSMUSG00000034007,Scaper,['protein_coding'],True,False
FBgn0039337,['protein_coding'],MED28,True,True,ENSG00000118579,MED28,['protein_coding'],False,True,ENSMUSG00000015804,Med28,['protein_coding'],True,False
FBgn0003450,['protein_coding'],snk,False,True,ENSG00000186452,TMPRSS12,['protein_coding'],False,True,ENSMUSG00000045631,Tmprss12,['protein_coding'],False,True
FBgn0033179,['protein_coding',p47,True,True,ENSG00000088833,NSFL1C,['protein_coding'],False,True,ENSMUSG00000027455,Nsfl1c,['protein_coding'],False,True
FBgn0259729, 'protein_coding'],CG42383,True,True,ENSG00000088833,NSFL1C,['protein_coding'],False,True,ENSMUSG00000027455,Nsfl1c,['protein_coding'],False,True
FBgn0039004,['protein_coding'],Nup133,True,True,ENSG00000069248,NUP133,['protein_coding'],False,True,ENSMUSG00000039509,Nup133,['protein_coding'],True,False
FBgn0261119,['protein_coding'],Prp19,True,True,ENSG00000110107,PRPF19,['protein_coding'],False,True,ENSMUSG00000024735,Prpf19,['protein_coding'],False,True
FBgn0032700,['protein_coding'],CG10338,True,True,ENSG00000140688,C16orf58,['protein_coding'],False,True,ENSMUSG00000030780,BC017158,['protein_coding'],False,True
FBgn0027587,['protein_coding'],CG7028,True,True,ENSG00000112739,PRPF4B,['protein_coding'],False,True,ENSMUSG00000021413,Prpf4b,['protein_coding'],False,True
FBgn0283658,['protein_coding'],muc,True,True,ENSG00000150768,DLAT,['protein_coding'],False,True,ENSMUSG00000000168,Dlat,['protein_coding'],True,False
FBgn0001233,['protein_coding'],Hsp83,True,True,ENSG00000080824,HSP90AA1,['protein_coding'],False,True,ENSMUSG00000021270,Hsp90aa1,['protein_coding'],True,False
FBgn0051961,['protein_coding'],TBCC,True,True,ENSG00000124659,TBCC,['protein_coding'],True,True,ENSMUSG00000036430,Tbcc,['protein_coding'],True,False
FBgn0026432,['protein_coding'],Grip163,True,True,ENSG00000128159,TUBGCP6,['protein_coding'],False,True,ENSMUSG00000051786,Tubgcp6,['protein_coding'],False,True
FBgn0035526,['protein_coding'],CG1316,True,True,ENSG00000155636,RBM45,['protein_coding'],True,True,ENSMUSG00000042369,Rbm45,['protein_coding'],False,True
FBgn0014075,['protein_coding'],Uggt,True,True,ENSG00000136731,UGGT1,['protein_coding'],False,True,ENSMUSG00000042104,Uggt2,['protein_coding'],True,True
FBgn0263697,['protein_coding'],Uba3,True,True,ENSG00000144744,UBA3,['protein_coding'],False,True,ENSMUSG00000030061,Uba3,['protein_coding'],False,True
FBgn0023083,['protein_coding'],fray,True,True,ENSG00000172939,OXSR1,['protein_coding'],False,True,ENSMUSG00000027030,Stk39,['protein_coding'],True,False
FBgn0027507,['protein_coding'],CG1344,True,True,ENSG00000000457,SCYL3,['protein_coding'],True,True,ENSMUSG00000026584,Scyl3,['protein_coding'],True,True
FBgn0034214,['protein_coding'],CG6550,True,True,ENSG00000145996,CDKAL1,['protein_coding'],False,True,ENSMUSG00000006191,Cdkal1,['protein_coding'],True,False
FBgn0034566,['protein_coding'],CG9313,True,True,ENSG00000122735,DNAI1,['protein_coding'],True,True,ENSMUSG00000061322,Dnaic1,['protein_coding'],True,False
FBgn0035825,['protein_coding'],CG8111,True,True,ENSG00000170876,TMEM43,['protein_coding'],False,True,ENSMUSG00000030095,Tmem43,['protein_coding'],False,True
FBgn0034735,['protein_coding'],CG4610,True,True,ENSG00000135297,MTO1,['protein_coding'],False,True,ENSMUSG00000032342,Mto1,['protein_coding'],True,False
FBgn0032524,['protein_coding'],Hacd2,True,True,ENSG00000074696,HACD3,['protein_coding'],False,True,ENSMUSG00000033629,Hacd3,['protein_coding'],False,True
FBgn0029969,['protein_coding'],CG10932,True,True,ENSG00000075239,ACAT1,['protein_coding'],True,False,ENSMUSG00000032047,Acat1,['protein_coding'],False,True
FBgn0011754,['protein_coding'],PhKgamma,True,True,ENSG00000156873,PHKG2,['protein_coding'],True,False,ENSMUSG00000030815,Phkg2,['protein_coding'],True,False
FBgn0035724,['protein_coding'],CG10064,True,True,ENSG00000166596,CFAP52,['protein_coding'],True,True,ENSMUSG00000020904,Cfap52,['protein_coding'],True,False
FBgn0032876,['protein_coding'],Cen,True,True,ENSG00000109089,CDR2L,['protein_coding'],True,False,ENSMUSG00000050910,Cdr2l,['protein_coding'],False,True
FBgn0038763,['protein_coding'],PIG-L,True,True,ENSG00000108474,PIGL,['protein_coding'],True,True,ENSMUSG00000014245,Pigl,['protein_coding'],True,False
FBgn0028684,['protein_coding'],Rpt5,True,True,ENSG00000165916,PSMC3,['protein_coding'],True,False,ENSMUSG00000002102,Psmc3,['protein_coding'],True,False
FBgn0259482,['protein_coding'],Mob3,True,True,ENSG00000172081,MOB3A,['protein_coding'],True,False,ENSMUSG00000003348,Mob3a,['protein_coding'],False,True
FBgn0032478,['protein_coding'],CG5458,True,True,ENSG00000160188,RSPH1,['protein_coding'],True,False,ENSMUSG00000024033,Rsph1,['protein_coding'],True,True
FBgn0010280,['protein_coding'],Taf4,True,True,ENSG00000141384,TAF4B,['protein_coding'],False,True,ENSMUSG00000039117,Taf4,['protein_coding'],False,True
FBgn0020278,['protein_coding'],loco,True,True,ENSG00000159788,RGS12,['protein_coding'],False,True,ENSMUSG00000029101,Rgs12,['protein_coding'],True,False
FBgn0031191,['protein_coding'],Cp110,True,True,ENSG00000103540,CCP110,['protein_coding'],True,True,ENSMUSG00000033904,Ccp110,['protein_coding'],True,True
FBgn0037490,['protein_coding'],CG10053,True,True,ENSG00000152133,GPATCH11,['protein_coding'],True,False,ENSMUSG00000050668,Gpatch11,['protein_coding'],True,False
FBgn0032051,['protein_coding'],CG13097,True,True,ENSG00000124383,MPHOSPH10,['protein_coding'],False,True,ENSMUSG00000030521,Mphosph10,['protein_coding'],False,True
FBgn0005585,['protein_coding'],Calr,True,True,ENSG00000179218,CALR,['protein_coding'],False,True,ENSMUSG00000003814,Calr,['protein_coding'],True,False
FBgn0031773,['protein_coding'],Fbw5,True,True,ENSG00000159069,FBXW5,['protein_coding'],True,False,ENSMUSG00000015095,Fbxw5,['protein_coding'],True,False
FBgn0086784,['protein_coding'],stmA,True,True,"ENSG00000132294,ENSG00000084710","EFR3A,EFR3B","['protein_coding', 'protein_coding']","False,False","True,True",ENSMUSG00000020658,Efr3b,['protein_coding'],False,True
FBgn0029906,['protein_coding'],xit,True,True,ENSG00000159063,ALG8,['protein_coding'],False,True,ENSMUSG00000035704,Alg8,['protein_coding'],True,False
FBgn0039773,['protein_coding'],CG2224,True,True,ENSG00000138134,STAMBPL1,['protein_coding'],False,True,ENSMUSG00000006906,Stambp,['protein_coding'],True,True
FBgn0035591,['protein_coding'],CG4611,True,True,ENSG00000106246,PTCD1,['protein_coding'],False,True,ENSMUSG00000029624,Ptcd1,['protein_coding'],True,True
FBgn0002466,['protein_coding'],sti,True,True,ENSG00000122966,CIT,['protein_coding'],False,True,ENSMUSG00000029516,Cit,['protein_coding'],True,False
FBgn0284220,['protein_coding'],Top2,True,True,"ENSG00000077097,ENSG00000131747","TOP2B,TOP2A","['protein_coding', 'protein_coding']","False,True","True,True",ENSMUSG00000020914,Top2a,['protein_coding'],True,False
FBgn0034786,['protein_coding'],CG13531,True,True,ENSG00000104133,SPG11,['protein_coding'],False,True,ENSMUSG00000033396,Spg11,['protein_coding'],False,True
FBgn0029870,['protein_coding',Marf,True,True,ENSG00000171109,MFN1,['protein_coding'],False,True,ENSMUSG00000029020,Mfn2,['protein_coding'],True,False
FBgn0011596, 'protein_coding'],fzo,True,True,ENSG00000171109,MFN1,['protein_coding'],False,True,ENSMUSG00000029020,Mfn2,['protein_coding'],True,False
FBgn0032516,['protein_coding'],Ing5,True,True,ENSG00000168395,ING5,['protein_coding'],False,True,ENSMUSG00000030330,Ing4,['protein_coding'],True,False
FBgn0015019,['protein_coding'],CCT3,True,True,ENSG00000163468,CCT3,['protein_coding'],False,True,ENSMUSG00000001416,Cct3,['protein_coding'],True,False
FBgn0026679,['protein_coding'],IntS4,True,False,ENSG00000149262,INTS4,['protein_coding'],False,True,ENSMUSG00000025133,Ints4,['protein_coding'],True,False
FBgn0261976,['protein_coding'],Psf2,True,True,ENSG00000131153,GINS2,['protein_coding'],True,False,ENSMUSG00000031821,Gins2,['protein_coding'],True,True
FBgn0027885,['protein_coding'],Aac11,True,True,ENSG00000166181,API5,['protein_coding'],False,True,ENSMUSG00000027193,Api5,['protein_coding'],False,True
FBgn0011205,['protein_coding'],fbl,True,True,ENSG00000125779,PANK2,['protein_coding'],False,True,"ENSMUSG00000033610,ENSMUSG00000037514","Pank1,Pank2","['protein_coding', 'protein_coding']","True,True","True,False"
FBgn0039829,['protein_coding'],CG15561,True,True,ENSG00000160818,GPATCH4,['protein_coding'],False,True,ENSMUSG00000028069,Gpatch4,['protein_coding'],False,True
FBgn0033672,['protein_coding'],rho-7,True,True,ENSG00000175193,PARL,['protein_coding'],True,False,ENSMUSG00000033918,Parl,['protein_coding'],True,False
FBgn0000146,['protein_coding',aub,True,True,ENSG00000197181,PIWIL2,['protein_coding'],False,True,"ENSMUSG00000033644,ENSMUSG00000029423","Piwil2,Piwil1","['protein_coding', 'protein_coding']","True,True","True,True"
FBgn0004872, 'protein_coding',piwi,True,True,ENSG00000197181,PIWIL2,['protein_coding'],False,True,"ENSMUSG00000033644,ENSMUSG00000029423","Piwil2,Piwil1","['protein_coding', 'protein_coding']","True,True","True,True"
FBgn0250816, 'protein_coding'],AGO3,True,True,ENSG00000197181,PIWIL2,['protein_coding'],False,True,"ENSMUSG00000033644,ENSMUSG00000029423","Piwil2,Piwil1","['protein_coding', 'protein_coding']","True,True","True,True"
FBgn0033816,['protein_coding'],CG4679,True,True,ENSG00000132300,PTCD3,['protein_coding'],False,True,ENSMUSG00000063884,Ptcd3,['protein_coding'],False,True
FBgn0010303,['protein_coding'],hep,True,True,ENSG00000076984,MAP2K7,['protein_coding'],False,True,ENSMUSG00000002948,Map2k7,['protein_coding'],True,False
FBgn0037756,['protein_coding'],CG8507,True,True,ENSG00000163956,LRPAP1,['protein_coding'],True,False,ENSMUSG00000029103,Lrpap1,['protein_coding'],True,True
FBgn0027537,['protein_coding',Nup93-1,True,True,ENSG00000102900,NUP93,['protein_coding'],False,True,ENSMUSG00000032939,Nup93,['protein_coding'],False,True
FBgn0038274, 'protein_coding'],Nup93-2,True,True,ENSG00000102900,NUP93,['protein_coding'],False,True,ENSMUSG00000032939,Nup93,['protein_coding'],False,True
FBgn0028903,['protein_coding'],CG13243,True,True,ENSG00000158428,CATIP,['protein_coding'],True,False,ENSMUSG00000073650,Catip,['protein_coding'],True,False
FBgn0030411,['protein_coding'],CG2540,True,True,ENSG00000143942,CHAC2,['protein_coding'],False,True,ENSMUSG00000020309,Chac2,['protein_coding'],True,True
FBgn0260945,['protein_coding'],Atg1,True,True,ENSG00000177169,ULK1,['protein_coding'],False,True,ENSMUSG00000004798,Ulk2,['protein_coding'],True,False
FBgn0036386,['protein_coding'],CG8833,True,True,ENSG00000076650,GPATCH1,['protein_coding'],False,True,ENSMUSG00000063808,Gpatch1,['protein_coding'],False,True
FBgn0036784,['protein_coding',CG5103,True,True,ENSG00000151005,TKTL2,['protein_coding'],True,True,"ENSMUSG00000025519,ENSMUSG00000021957","Tktl2,Tkt","['protein_coding', 'protein_coding']","True,False","False,True"
FBgn0037607, 'protein_coding'],CG8036,True,True,ENSG00000151005,TKTL2,['protein_coding'],True,True,"ENSMUSG00000025519,ENSMUSG00000021957","Tktl2,Tkt","['protein_coding', 'protein_coding']","True,False","False,True"
FBgn0033686,['protein_coding'],Hen1,True,True,ENSG00000162639,HENMT1,['protein_coding'],False,True,ENSMUSG00000045662,Henmt1,['protein_coding'],True,True
FBgn0024291,['protein_coding'],Sirt1,True,True,ENSG00000096717,SIRT1,['protein_coding'],False,True,ENSMUSG00000020063,Sirt1,['protein_coding'],False,True
FBgn0027864,['protein_coding'],Ogg1,True,True,ENSG00000114026,OGG1,['protein_coding'],False,True,ENSMUSG00000030271,Ogg1,['protein_coding'],True,False
FBgn0033995,['protein_coding'],GPHR,True,True,ENSG00000117262,GPR89A,['protein_coding'],False,True,ENSMUSG00000028096,Gpr89,['protein_coding'],True,False
FBgn0013548,['protein_coding'],l(2)dtl,True,False,ENSG00000143476,DTL,['protein_coding'],False,True,ENSMUSG00000037474,Dtl,['protein_coding'],True,True
FBgn0051320,['protein_coding'],HEATR2,True,True,ENSG00000164818,DNAAF5,['protein_coding'],False,True,ENSMUSG00000025857,Dnaaf5,['protein_coding'],True,False
FBgn0033921,['protein_coding'],tej,True,True,ENSG00000162782,TDRD5,['protein_coding'],False,True,ENSMUSG00000060985,Tdrd5,['protein_coding'],True,True
FBgn0035799,['protein_coding'],CG14838,True,True,ENSG00000162643,WDR63,['protein_coding'],True,False,ENSMUSG00000043020,Wdr63,['protein_coding'],True,False
FBgn0026080,['protein_coding'],Tip60,True,True,ENSG00000172977,KAT5,['protein_coding'],False,True,ENSMUSG00000024926,Kat5,['protein_coding'],True,True
FBgn0024542,['protein_coding'],Neos,True,True,ENSG00000124160,NCOA5,['protein_coding'],False,True,ENSMUSG00000039804,Ncoa5,['protein_coding'],True,False
FBgn0064126,['protein_coding'],CG33722,True,True,ENSG00000169696,ASPSCR1,['protein_coding'],False,True,ENSMUSG00000025142,Aspscr1,['protein_coding'],True,False
FBgn0038827,['protein_coding'],Fancd2,True,False,ENSG00000144554,FANCD2,['protein_coding'],True,True,ENSMUSG00000034023,Fancd2,['protein_coding'],True,False
FBgn0025635,['protein_coding'],CG17829,True,True,ENSG00000172273,HINFP,['protein_coding'],False,True,ENSMUSG00000032119,Hinfp,['protein_coding'],False,True
FBgn0004832,['protein_coding'],Xpac,True,True,ENSG00000136936,XPA,['protein_coding'],True,True,ENSMUSG00000028329,Xpa,['protein_coding'],True,True
FBgn0038332,['protein_coding'],CG6136,True,True,ENSG00000119929,CUTC,['protein_coding'],True,True,ENSMUSG00000025193,Cutc,['protein_coding'],True,False
FBgn0061469,['protein_coding'],Ube3a,True,True,ENSG00000165338,HECTD2,['protein_coding'],False,True,ENSMUSG00000041180,Hectd2,['protein_coding'],True,False
FBgn0037020,['protein_coding'],Pex14,True,True,ENSG00000142655,PEX14,['protein_coding'],False,True,ENSMUSG00000028975,Pex14,['protein_coding'],True,False
FBgn0037220,['protein_coding'],CG14641,True,True,ENSG00000086589,RBM22,['protein_coding'],True,True,ENSMUSG00000024604,Rbm22,['protein_coding'],False,True
FBgn0033856,['protein_coding',CG13334,True,True,"ENSG00000166800,ENSG00000171989","LDHAL6A,LDHAL6B","['protein_coding', 'protein_coding']","False,False","True,True","ENSMUSG00000030246,ENSMUSG00000063229","Ldhb,Ldha","['protein_coding', 'protein_coding']","False,True","True,False"
FBgn0001258, 'protein_coding'],Ldh,True,True,"ENSG00000166800,ENSG00000171989","LDHAL6A,LDHAL6B","['protein_coding', 'protein_coding']","False,False","True,True","ENSMUSG00000030246,ENSMUSG00000063229","Ldhb,Ldha","['protein_coding', 'protein_coding']","False,True","True,False"
FBgn0036372,['protein_coding'],Abp1,True,True,ENSG00000136279,DBNL,['protein_coding'],True,True,ENSMUSG00000020476,Dbnl,['protein_coding'],False,True
FBgn0050291,['protein_coding'],CG30291,True,True,ENSG00000108465,CDK5RAP3,['protein_coding'],False,True,ENSMUSG00000018669,Cdk5rap3,['protein_coding'],True,False
FBgn0037046,['protein_coding'],CG10581,True,True,ENSG00000135778,NTPCR,['protein_coding'],False,True,ENSMUSG00000031851,Ntpcr,['protein_coding'],True,False
FBgn0032813,['protein_coding',PCNA2,True,True,ENSG00000132646,PCNA,['protein_coding'],True,False,ENSMUSG00000027342,Pcna,['protein_coding'],True,False
FBgn0005655, 'protein_coding'],PCNA,True,True,ENSG00000132646,PCNA,['protein_coding'],True,False,ENSMUSG00000027342,Pcna,['protein_coding'],True,False
FBgn0051648,['protein_coding'],CG31648,True,True,ENSG00000166260,COX11,['protein_coding'],False,True,ENSMUSG00000020544,Cox11,['protein_coding'],True,False
FBgn0036374,['protein_coding'],Spt20,True,False,ENSG00000102710,SUPT20H,['protein_coding'],False,True,ENSMUSG00000027751,Supt20,['protein_coding'],True,False
FBgn0029714,['protein_coding'],CG3527,True,True,ENSG00000126749,EMG1,['protein_coding'],False,True,ENSMUSG00000004268,Emg1,['protein_coding'],False,True
FBgn0041094,['protein_coding',scyl,True,True,ENSG00000145358,DDIT4L,['protein_coding'],False,True,ENSMUSG00000046818,Ddit4l,['protein_coding'],True,False
FBgn0036165, 'protein_coding'],chrb,True,True,ENSG00000145358,DDIT4L,['protein_coding'],False,True,ENSMUSG00000046818,Ddit4l,['protein_coding'],True,False
FBgn0261112,['protein_coding'],APP-BP1,True,True,ENSG00000159593,NAE1,['protein_coding'],False,True,ENSMUSG00000031878,Nae1,['protein_coding'],False,True
FBgn0029512,['protein_coding'],Aos1,True,True,ENSG00000142230,SAE1,['protein_coding'],True,False,ENSMUSG00000052833,Sae1,['protein_coding'],True,True
