id_gene_MM,biotype_MM,gene_MM,MM_up,MM_down,id_gene_HS,gene_HS,biotype_HS,HS_up,HS_down,id_gene_DM,gene_DM,biotype_DM,DM_up,DM_down
ENSMUSG00000047284,['protein_coding'],Neurl4,True,False,ENSG00000215041,NEURL4,['protein_coding'],True,False,FBgn0283503,Neurl4,['protein_coding'],True,True
ENSMUSG00000020516,['protein_coding'],Rps6kb1,False,True,ENSG00000108443,RPS6KB1,['protein_coding'],False,True,FBgn0283472,S6k,['protein_coding'],True,True
ENSMUSG00000031691,['protein_coding'],Tnpo2,False,True,ENSG00000105576,TNPO2,['protein_coding'],False,True,"FBgn0024921,FBgn0035693","Tnpo,CG8219","['protein_coding', 'protein_coding']","True,True","True,True"
ENSMUSG00000027332,['protein_coding'],Ivd,True,True,ENSG00000128928,IVD,['protein_coding'],False,True,FBgn0035911,CG6638,['protein_coding'],True,False
ENSMUSG00000054414,['protein_coding'],Slc30a7,False,True,ENSG00000145740,SLC30A5,['protein_coding'],False,True,FBgn0037875,ZnT86D,['protein_coding'],True,True
ENSMUSG00000029922,['protein_coding'],Mkrn1,True,False,ENSG00000133606,MKRN1,['protein_coding'],True,False,"FBgn0030577,FBgn0030578,FBgn0036809,FBgn0029152","CG5334,CG5347,CG12477,Mkrn1","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","True,True,True,True","True,True,True,True"
ENSMUSG00000058709,['protein_coding'],Egln2,True,False,ENSG00000269858,EGLN2,['protein_coding'],False,True,FBgn0264785,Hph,['protein_coding'],True,True
ENSMUSG00000025912,['protein_coding'],Mybl1,True,True,ENSG00000185697,MYBL1,['protein_coding'],True,False,FBgn0002914,Myb,['protein_coding'],True,True
ENSMUSG00000027642,['protein_coding'],Rpn2,True,False,ENSG00000118705,RPN2,['protein_coding'],False,True,FBgn0034277,OstDelta,['protein_coding'],True,True
ENSMUSG00000007867,['protein_coding'],Ift43,True,False,ENSG00000119650,IFT43,['protein_coding'],False,True,FBgn0032446,CG5780,['protein_coding'],True,True
ENSMUSG00000012535,['protein_coding'],Tnpo3,False,True,ENSG00000064419,TNPO3,['protein_coding'],False,True,"FBgn0031456,FBgn0034205","Tnpo-SR,CG10950","['protein_coding', 'protein_coding']","True,True","True,True"
ENSMUSG00000033902,['protein_coding',Mapkbp1,True,False,ENSG00000075702,WDR62,['protein_coding'],True,False,FBgn0031374,Wdr62,['protein_coding'],True,True
ENSMUSG00000037020, 'protein_coding'],Wdr62,True,False,ENSG00000075702,WDR62,['protein_coding'],True,False,FBgn0031374,Wdr62,['protein_coding'],True,True
ENSMUSG00000003033,['protein_coding'],Ap1m1,True,False,"ENSG00000129354,ENSG00000072958","AP1M2,AP1M1","['protein_coding', 'protein_coding']","True,True","False,False",FBgn0024833,AP-1mu,['protein_coding'],True,True
ENSMUSG00000058301,['protein_coding'],Upf1,False,True,ENSG00000005007,UPF1,['protein_coding'],True,False,FBgn0030354,Upf1,['protein_coding'],True,True
ENSMUSG00000029687,['protein_coding',Ezh2,True,False,"ENSG00000106462,ENSG00000108799","EZH2,EZH1","['protein_coding', 'protein_coding']","False,False","True,True",FBgn0000629,E(z),['protein_coding'],True,True
ENSMUSG00000006920, 'protein_coding'],Ezh1,False,True,"ENSG00000106462,ENSG00000108799","EZH2,EZH1","['protein_coding', 'protein_coding']","False,False","True,True",FBgn0000629,E(z),['protein_coding'],True,True
ENSMUSG00000051674,['protein_coding'],Dcun1d4,True,False,ENSG00000137692,DCUN1D5,['protein_coding'],False,True,FBgn0036967,SCCRO4,['protein_coding'],True,True
ENSMUSG00000027363,['protein_coding'],Usp8,True,False,ENSG00000138592,USP8,['protein_coding'],False,True,FBgn0038862,Usp8,['protein_coding'],True,True
ENSMUSG00000045031,['protein_coding'],Cetn4,True,False,ENSG00000177143,CETN1,['protein_coding'],True,False,FBgn0051802,CG31802,['protein_coding'],True,True
ENSMUSG00000038831,['protein_coding',Ralgps1,True,False,"ENSG00000136828,ENSG00000116191","RALGPS1,RALGPS2","['protein_coding', 'protein_coding']","False,True","True,True",FBgn0034158,CG5522,['protein_coding'],True,True
ENSMUSG00000026594, 'protein_coding'],Ralgps2,True,False,"ENSG00000136828,ENSG00000116191","RALGPS1,RALGPS2","['protein_coding', 'protein_coding']","False,True","True,True",FBgn0034158,CG5522,['protein_coding'],True,True
ENSMUSG00000022474,['protein_coding',Pmm1,False,True,"ENSG00000100417,ENSG00000140650","PMM1,PMM2","['protein_coding', 'protein_coding']","True,False","False,True",FBgn0036300,Pmm2,['protein_coding'],True,True
ENSMUSG00000022711, 'protein_coding'],Pmm2,True,False,"ENSG00000100417,ENSG00000140650","PMM1,PMM2","['protein_coding', 'protein_coding']","True,False","False,True",FBgn0036300,Pmm2,['protein_coding'],True,True
ENSMUSG00000026018,['protein_coding',Ica1l,True,False,ENSG00000163596,ICA1L,['protein_coding'],False,True,FBgn0037050,ICA69,['protein_coding'],True,True
ENSMUSG00000062995, 'protein_coding'],Ica1,True,False,ENSG00000163596,ICA1L,['protein_coding'],False,True,FBgn0037050,ICA69,['protein_coding'],True,True
ENSMUSG00000070544,['protein_coding'],Top1,False,True,ENSG00000184428,TOP1MT,['protein_coding'],False,True,FBgn0004924,Top1,['protein_coding'],True,True
ENSMUSG00000035093,['protein_coding'],Secisbp2l,False,True,ENSG00000138593,SECISBP2L,['protein_coding'],False,True,FBgn0087039,Sbp2,['protein_coding'],True,False
ENSMUSG00000074030,['protein_coding'],Exoc8,True,True,ENSG00000116903,EXOC8,['protein_coding'],False,True,FBgn0266668,Exo84,['protein_coding'],True,True
ENSMUSG00000030138,['protein_coding'],Bms1,True,False,ENSG00000165733,BMS1,['protein_coding'],False,True,FBgn0036686,CG7728,['protein_coding'],True,False
ENSMUSG00000021635,['protein_coding'],Rad17,True,False,ENSG00000152942,RAD17,['protein_coding'],False,True,FBgn0025808,Rad17,['protein_coding'],True,True
ENSMUSG00000020463,['protein_coding'],Ppp4r3b,True,True,ENSG00000100796,PPP4R3A,['protein_coding'],False,True,FBgn0024555,flfl,['protein_coding'],True,True
ENSMUSG00000024807,['protein_coding'],Syvn1,True,True,ENSG00000162298,SYVN1,['protein_coding'],False,True,FBgn0039875,sip3,['protein_coding'],True,True
ENSMUSG00000002608,['protein_coding'],Ccdc97,True,True,ENSG00000142039,CCDC97,['protein_coding'],False,True,FBgn0032017,CG7810,['protein_coding'],True,True
ENSMUSG00000038388,['protein_coding'],Mpp6,True,False,ENSG00000105926,MPP6,['protein_coding'],True,True,"FBgn0250785,FBgn0013759","vari,CASK","['protein_coding', 'protein_coding']","True,True","True,True"
ENSMUSG00000020747,['protein_coding'],Tmem94,True,False,ENSG00000177728,TMEM94,['protein_coding'],False,True,FBgn0022153,l(2)k05819,['protein_coding'],True,True
ENSMUSG00000026174,['protein_coding'],Cnot9,False,True,ENSG00000144580,CNOT9,['protein_coding'],False,True,"FBgn0031047,FBgn0032089,FBgn0039887","Rcd-1,Rcd-1r,CG2053","['protein_coding', 'protein_coding', 'protein_coding']","True,True,True","True,True,True"
ENSMUSG00000032097,['protein_coding'],Ddx6,False,True,ENSG00000110367,DDX6,['protein_coding'],False,True,FBgn0004419,me31B,['protein_coding'],True,True
ENSMUSG00000040040,['protein_coding'],Ift88,True,False,ENSG00000032742,IFT88,['protein_coding'],True,True,FBgn0016919,nompB,['protein_coding'],True,True
ENSMUSG00000013646,['protein_coding'],Sh3bp5l,False,True,ENSG00000175137,SH3BP5L,['protein_coding'],False,True,FBgn0030581,CG14408,['protein_coding'],True,True
ENSMUSG00000014547,['protein_coding'],Wdfy2,False,True,"ENSG00000085449,ENSG00000139668","WDFY1,WDFY2","['protein_coding', 'protein_coding']","False,False","True,True",FBgn0032246,Wdfy2,['protein_coding'],True,True
ENSMUSG00000014782,['protein_coding'],Plekhg4,True,True,"ENSG00000153404,ENSG00000196155","PLEKHG4B,PLEKHG4","['protein_coding', 'protein_coding']","False,True","True,False","FBgn0034194,FBgn0035802,FBgn0050456","CG15611,Pura,CG30456","['protein_coding', 'protein_coding', 'protein_coding']","True,True,True","True,True,True"
ENSMUSG00000015243,['protein_coding',Abca1,False,True,ENSG00000154265,ABCA5,['protein_coding'],False,True,"FBgn0036747,FBgn0051213,FBgn0083956,FBgn0028539,FBgn0031171,FBgn0031170,FBgn0034493,FBgn0031169","CG6052,CG31213,CG34120,Eato,CG1801,ABCA,CG8908,CG1494","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","True,True,True,True,True,True,True,True","True,True,True,True,True,True,True,True"
ENSMUSG00000024130, 'protein_coding',Abca3,False,True,ENSG00000154265,ABCA5,['protein_coding'],False,True,"FBgn0036747,FBgn0051213,FBgn0083956,FBgn0028539,FBgn0031171,FBgn0031170,FBgn0034493,FBgn0031169","CG6052,CG31213,CG34120,Eato,CG1801,ABCA,CG8908,CG1494","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","True,True,True,True,True,True,True,True","True,True,True,True,True,True,True,True"
ENSMUSG00000018800, 'protein_coding'],Abca5,True,False,ENSG00000154265,ABCA5,['protein_coding'],False,True,"FBgn0036747,FBgn0051213,FBgn0083956,FBgn0028539,FBgn0031171,FBgn0031170,FBgn0034493,FBgn0031169","CG6052,CG31213,CG34120,Eato,CG1801,ABCA,CG8908,CG1494","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","True,True,True,True,True,True,True,True","True,True,True,True,True,True,True,True"
ENSMUSG00000005533,['protein_coding'],Igf1r,False,True,ENSG00000171105,INSR,['protein_coding'],False,True,"FBgn0038279,FBgn0283499","Sdr,InR","['protein_coding', 'protein_coding']","True,True","True,True"
ENSMUSG00000021066,['protein_coding'],Atl1,True,False,ENSG00000198513,ATL1,['protein_coding'],False,True,FBgn0039213,atl,['protein_coding'],True,True
ENSMUSG00000033159,['protein_coding'],Cnppd1,True,False,ENSG00000115649,CNPPD1,['protein_coding'],False,True,FBgn0058191,CG40191,['protein_coding'],True,True
ENSMUSG00000032705,['protein_coding'],Exd2,True,True,ENSG00000081177,EXD2,['protein_coding'],True,True,FBgn0037901,Exd2,['protein_coding'],True,True
ENSMUSG00000025485,['protein_coding'],Ric8a,False,True,ENSG00000111785,RIC8B,['protein_coding'],False,True,FBgn0028292,ric8a,['protein_coding'],True,True
ENSMUSG00000029141,['protein_coding'],Slc4a1ap,True,False,ENSG00000163798,SLC4A1AP,['protein_coding'],False,True,FBgn0038640,CG7706,['protein_coding'],True,True
ENSMUSG00000028289,['protein_coding'],Epha7,True,False,ENSG00000116106,EPHA4,['protein_coding'],False,True,FBgn0025936,Eph,['protein_coding'],True,True
ENSMUSG00000027130,['protein_coding',Slc12a6,True,True,ENSG00000140199,SLC12A6,['protein_coding'],False,True,FBgn0261794,kcc,['protein_coding'],True,False
ENSMUSG00000017740, 'protein_coding'],Slc12a5,True,True,ENSG00000140199,SLC12A6,['protein_coding'],False,True,FBgn0261794,kcc,['protein_coding'],True,False
ENSMUSG00000038861,['protein_coding'],Pi4kb,False,True,ENSG00000143393,PI4KB,['protein_coding'],False,True,FBgn0004373,fwd,['protein_coding'],True,True
ENSMUSG00000038886,['protein_coding'],Man2a2,False,True,ENSG00000196547,MAN2A2,['protein_coding'],False,True,"FBgn0011740,FBgn0026616","alpha-Man-IIa,alpha-Man-IIb","['protein_coding', 'protein_coding']","True,True","True,False"
ENSMUSG00000031928,['protein_coding'],Mre11a,True,False,ENSG00000020922,MRE11,['protein_coding'],False,True,FBgn0020270,mre11,['protein_coding'],True,True
ENSMUSG00000030127,['protein_coding'],Cops7a,True,False,ENSG00000111652,COPS7A,['protein_coding'],False,True,FBgn0028836,CSN7,['protein_coding'],True,True
ENSMUSG00000030279,['protein_coding'],C2cd5,False,True,ENSG00000111731,C2CD5,['protein_coding'],False,True,FBgn0039187,CG6454,['protein_coding'],True,True
ENSMUSG00000057069,['protein_coding'],Ero1lb,True,False,ENSG00000086619,ERO1B,['protein_coding'],True,False,FBgn0261274,Ero1L,['protein_coding'],True,True
ENSMUSG00000061755,['protein_coding'],Bod1l,False,True,ENSG00000038219,BOD1L1,['protein_coding'],True,True,FBgn0039560,BOD1,['protein_coding'],True,True
ENSMUSG00000034227,['protein_coding'],Foxj1,True,False,ENSG00000129654,FOXJ1,['protein_coding'],False,True,FBgn0052006,CG32006,['protein_coding'],True,True
ENSMUSG00000022972,['protein_coding'],Cfap298,True,False,ENSG00000159079,CFAP298,['protein_coding'],True,False,FBgn0040696,CG18675,['protein_coding'],True,True
ENSMUSG00000028698,['protein_coding'],Pik3r3,True,True,ENSG00000117461,PIK3R3,['protein_coding'],False,True,FBgn0020622,Pi3K21B,['protein_coding'],True,True
ENSMUSG00000027346,['protein_coding'],Gpcpd1,False,True,ENSG00000125772,GPCPD1,['protein_coding'],False,True,"FBgn0036837,FBgn0036836,FBgn0031566,FBgn0038008","CG18135,CG11619,CG2818,CG3942","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","True,True,True,True","True,True,True,True"
ENSMUSG00000058388,['protein_coding'],Phtf1,True,False,ENSG00000006576,PHTF2,['protein_coding'],False,True,FBgn0028579,phtf,['protein_coding'],True,True
ENSMUSG00000032525,['protein_coding',Nktr,True,False,ENSG00000114857,NKTR,['protein_coding'],False,True,FBgn0039581,Moca-cyp,['protein_coding'],True,True
ENSMUSG00000042133, 'protein_coding'],Ppig,False,True,ENSG00000114857,NKTR,['protein_coding'],False,True,FBgn0039581,Moca-cyp,['protein_coding'],True,True
ENSMUSG00000018239,['protein_coding'],Zcchc10,False,True,ENSG00000155329,ZCCHC10,['protein_coding'],False,True,FBgn0038389,CG5516,['protein_coding'],True,True
ENSMUSG00000030551,['protein_coding'],Nr2f2,False,True,ENSG00000185551,NR2F2,['protein_coding'],False,True,FBgn0003651,svp,['protein_coding'],True,True
ENSMUSG00000029501,['protein_coding'],Ankle2,False,True,ENSG00000176915,ANKLE2,['protein_coding'],True,False,FBgn0028343,Ankle2,['protein_coding'],True,True
ENSMUSG00000019295,['protein_coding'],Tmem129,True,True,ENSG00000168936,TMEM129,['protein_coding'],False,True,FBgn0037241,CG14646,['protein_coding'],True,True
ENSMUSG00000033882,['protein_coding'],Rbm46,True,True,ENSG00000151962,RBM46,['protein_coding'],False,True,FBgn0038826,Syp,['protein_coding'],True,True
ENSMUSG00000040554,['protein_coding'],Aipl1,True,False,ENSG00000110711,AIP,['protein_coding'],False,True,FBgn0030345,CG1847,['protein_coding'],True,True
ENSMUSG00000020122,['protein_coding'],Egfr,False,True,ENSG00000141736,ERBB2,['protein_coding'],False,True,FBgn0003731,Egfr,['protein_coding'],True,False
ENSMUSG00000057948,['protein_coding',Unc13d,True,True,ENSG00000007516,BAIAP3,['protein_coding'],False,True,FBgn0266719,stac,['protein_coding'],True,True
ENSMUSG00000047507, 'protein_coding'],Baiap3,True,True,ENSG00000007516,BAIAP3,['protein_coding'],False,True,FBgn0266719,stac,['protein_coding'],True,True
ENSMUSG00000020696,['protein_coding',Rffl,True,False,ENSG00000170633,RNF34,['protein_coding'],False,True,FBgn0033783,CG17019,['protein_coding'],True,True
ENSMUSG00000029474, 'protein_coding'],Rnf34,True,False,ENSG00000170633,RNF34,['protein_coding'],False,True,FBgn0033783,CG17019,['protein_coding'],True,True
ENSMUSG00000028333,['protein_coding'],Anp32b,False,True,ENSG00000140350,ANP32A,['protein_coding'],False,True,FBgn0034282,Mapmodulin,['protein_coding'],True,True
ENSMUSG00000030987,['protein_coding'],Stim1,True,False,ENSG00000109689,STIM2,['protein_coding'],False,True,FBgn0045073,Stim,['protein_coding'],True,True
ENSMUSG00000039530,['protein_coding'],Tusc3,True,False,ENSG00000104723,TUSC3,['protein_coding'],False,True,FBgn0032015,Ostgamma,['protein_coding'],True,True
ENSMUSG00000024969,['protein_coding'],Mark2,False,True,"ENSG00000072518,ENSG00000116141","MARK2,MARK1","['protein_coding', 'protein_coding']","False,True","True,True","FBgn0026064,FBgn0026063,FBgn0260934","KP78a,KP78b,par-1","['protein_coding', 'protein_coding', 'protein_coding']","True,True,True","True,True,True"
ENSMUSG00000031996,['protein_coding'],Aplp2,False,True,"ENSG00000084234,ENSG00000142192","APLP2,APP","['protein_coding', 'protein_coding']","False,False","True,True",FBgn0000108,Appl,['protein_coding'],True,False
ENSMUSG00000032740,['protein_coding',Ccdc88a,True,False,ENSG00000115355,CCDC88A,['protein_coding'],True,False,FBgn0283724,Girdin,['protein_coding'],True,True
ENSMUSG00000021182, 'protein_coding'],Ccdc88c,True,False,ENSG00000115355,CCDC88A,['protein_coding'],True,False,FBgn0283724,Girdin,['protein_coding'],True,True
ENSMUSG00000029475,['protein_coding'],Kdm2b,True,False,ENSG00000173120,KDM2A,['protein_coding'],False,True,FBgn0037659,Kdm2,['protein_coding'],True,True
ENSMUSG00000030867,['protein_coding'],Plk1,True,False,ENSG00000145632,PLK2,['protein_coding'],True,True,FBgn0003124,polo,['protein_coding'],True,True
ENSMUSG00000038708,['protein_coding'],Golga4,True,False,ENSG00000144674,GOLGA4,['protein_coding'],False,True,FBgn0034854,Golgin245,['protein_coding'],True,True
ENSMUSG00000021661,['protein_coding'],Ankra2,True,False,ENSG00000164331,ANKRA2,['protein_coding'],False,True,FBgn0032171,CG5846,['protein_coding'],True,True
ENSMUSG00000033526,['protein_coding'],Ppip5k1,True,False,ENSG00000168781,PPIP5K1,['protein_coding'],False,True,FBgn0027279,l(1)G0196,['protein_coding'],True,True
ENSMUSG00000021807,['protein_coding',Rtraf,True,False,ENSG00000087302,RTRAF,['protein_coding'],True,False,FBgn0051249,CG31249,['protein_coding'],True,True
ENSMUSG00000074479, 'processed_pseudogene'],Gm10704,True,False,ENSG00000087302,RTRAF,['protein_coding'],True,False,FBgn0051249,CG31249,['protein_coding'],True,True
ENSMUSG00000028568,['protein_coding'],Btf3l4,True,False,ENSG00000134717,BTF3L4,['protein_coding'],False,True,"FBgn0031264,FBgn0000181","CG11835,bic","['protein_coding', 'protein_coding']","True,True","True,True"
ENSMUSG00000037395,['protein_coding'],Rcor3,True,False,ENSG00000089902,RCOR1,['protein_coding'],False,True,FBgn0261573,CoRest,['protein_coding'],True,True
ENSMUSG00000032026,['protein_coding'],Rexo2,True,False,ENSG00000076043,REXO2,['protein_coding'],False,True,FBgn0039115,CG10214,['protein_coding'],True,True
ENSMUSG00000035992,['protein_coding'],Fnip1,True,False,"ENSG00000052795,ENSG00000217128","FNIP2,FNIP1","['protein_coding', 'protein_coding']","False,True","True,True",FBgn0036684,CG3764,['protein_coding'],True,True
ENSMUSG00000005378,['protein_coding'],Bud23,False,True,ENSG00000071462,BUD23,['protein_coding'],False,True,FBgn0037543,CG10903,['protein_coding'],True,True
ENSMUSG00000041958,['protein_coding'],Pigs,True,True,ENSG00000087111,PIGS,['protein_coding'],False,True,FBgn0265190,PIG-S,['protein_coding'],True,True
ENSMUSG00000010045,['protein_coding'],Tmem115,True,False,ENSG00000126062,TMEM115,['protein_coding'],False,True,FBgn0031818,CG9536,['protein_coding'],True,True
ENSMUSG00000057236,['protein_coding'],Rbbp4,True,True,ENSG00000162521,RBBP4,['protein_coding'],False,True,FBgn0263979,Caf1-55,['protein_coding'],True,True
ENSMUSG00000045482,['protein_coding'],Trrap,False,True,ENSG00000196367,TRRAP,['protein_coding'],False,True,FBgn0053554,Nipped-A,['protein_coding'],True,True
ENSMUSG00000011158,['protein_coding'],Brf1,True,False,ENSG00000185024,BRF1,['protein_coding'],False,True,FBgn0038499,Brf,['protein_coding'],True,False
ENSMUSG00000020087,['protein_coding'],Tysnd1,True,True,ENSG00000156521,TYSND1,['protein_coding'],True,False,FBgn0035065,CG3589,['protein_coding'],True,True
ENSMUSG00000050150,['protein_coding'],Slc9b1,True,False,ENSG00000164038,SLC9B2,['protein_coding'],False,True,"FBgn0031865,FBgn0263390","Nha1,Nha2","['protein_coding', 'protein_coding']","False,True","True,False"
ENSMUSG00000027618,['protein_coding'],Nfs1,True,False,ENSG00000244005,NFS1,['protein_coding'],True,False,"FBgn0032393,FBgn0051864","Nfs1,Qtzl","['protein_coding', 'protein_coding']","True,True","True,True"
ENSMUSG00000041491,['protein_coding'],Cep78,False,True,ENSG00000148019,CEP78,['protein_coding'],False,True,FBgn0038248,CG7886,['protein_coding'],True,True
ENSMUSG00000025486,['protein_coding',Sirt3,True,False,ENSG00000142082,SIRT3,['protein_coding'],False,True,FBgn0038788,Sirt2,['protein_coding'],True,True
ENSMUSG00000015149, 'protein_coding'],Sirt2,True,False,ENSG00000142082,SIRT3,['protein_coding'],False,True,FBgn0038788,Sirt2,['protein_coding'],True,True
ENSMUSG00000031849,['protein_coding'],Comp,True,False,"ENSG00000105664,ENSG00000137801","COMP,THBS1","['protein_coding', 'protein_coding']","True,False","True,True",FBgn0031850,Tsp,['protein_coding'],True,True
ENSMUSG00000025366,['protein_coding'],Esyt1,False,True,ENSG00000139641,ESYT1,['protein_coding'],False,True,FBgn0266758,Esyt2,['protein_coding'],True,True
ENSMUSG00000030861,['protein_coding',Acadsb,False,True,"ENSG00000122971,ENSG00000196177","ACADS,ACADSB","['protein_coding', 'protein_coding']","True,False","True,True","FBgn0036824,FBgn0037999,FBgn0038742","CG3902,CG4860,Arc42","['protein_coding', 'protein_coding', 'protein_coding']","True,True,True","False,False,True"
ENSMUSG00000029545, 'protein_coding'],Acads,False,True,"ENSG00000122971,ENSG00000196177","ACADS,ACADSB","['protein_coding', 'protein_coding']","True,False","True,True","FBgn0036824,FBgn0037999,FBgn0038742","CG3902,CG4860,Arc42","['protein_coding', 'protein_coding', 'protein_coding']","True,True,True","False,False,True"
ENSMUSG00000055809,['protein_coding'],Dnaaf3,True,False,ENSG00000167646,DNAAF3,['protein_coding'],True,False,FBgn0034352,CG17669,['protein_coding'],True,True
ENSMUSG00000020952,['protein_coding'],Scfd1,False,True,ENSG00000092108,SCFD1,['protein_coding'],True,True,FBgn0264978,Slh,['protein_coding'],True,True
ENSMUSG00000025358,['protein_coding'],Cdk2,True,True,ENSG00000123374,CDK2,['protein_coding'],False,True,FBgn0004107,Cdk2,['protein_coding'],True,True
ENSMUSG00000054237,['protein_coding'],Fra10ac1,True,True,ENSG00000148690,FRA10AC1,['protein_coding'],True,False,FBgn0028932,CG16890,['protein_coding'],True,True
ENSMUSG00000017210,['protein_coding'],Med24,True,False,ENSG00000008838,MED24,['protein_coding'],False,True,FBgn0035851,MED24,['protein_coding'],True,True
ENSMUSG00000022884,['protein_coding'],Eif4a2,False,True,ENSG00000156976,EIF4A2,['protein_coding'],False,True,FBgn0001942,eIF4A,['protein_coding'],True,True
ENSMUSG00000020495,['protein_coding'],Smg8,False,True,ENSG00000167447,SMG8,['protein_coding'],False,True,FBgn0032296,CG6729,['protein_coding'],True,True
ENSMUSG00000039703,['protein_coding'],Nploc4,True,True,ENSG00000182446,NPLOC4,['protein_coding'],False,True,FBgn0039348,Npl4,['protein_coding'],True,True
ENSMUSG00000048249,['protein_coding'],Crebrf,True,True,ENSG00000164463,CREBRF,['protein_coding'],False,True,FBgn0039209,REPTOR,['protein_coding'],True,False
ENSMUSG00000031898,['protein_coding'],Dpep3,True,False,"ENSG00000141096,ENSG00000015413","DPEP3,DPEP1","['protein_coding', 'protein_coding']","False,False","True,True",FBgn0261804,CG42750,['protein_coding'],False,True
ENSMUSG00000030850,['protein_coding'],Ate1,True,False,ENSG00000107669,ATE1,['protein_coding'],False,True,FBgn0025720,Ate1,['protein_coding'],True,True
ENSMUSG00000020936,['protein_coding'],Nmt1,True,False,ENSG00000136448,NMT1,['protein_coding'],False,True,FBgn0020392,Nmt,['protein_coding'],True,True
ENSMUSG00000029408,['protein_coding',Abcb9,True,False,ENSG00000150967,ABCB9,['protein_coding'],False,True,"FBgn0023536,FBgn0030403","CG3156,CG1824","['protein_coding', 'protein_coding']","True,True","True,True"
ENSMUSG00000028973, 'protein_coding'],Abcb8,True,True,ENSG00000150967,ABCB9,['protein_coding'],False,True,"FBgn0023536,FBgn0030403","CG3156,CG1824","['protein_coding', 'protein_coding']","True,True","True,True"
ENSMUSG00000003099,['protein_coding'],Ppp5c,True,True,"ENSG00000011485,ENSG00000230510","PPP5C,PPP5D1","['protein_coding', 'protein_coding']","False,True","True,False",FBgn0005777,PpD3,['protein_coding'],True,True
ENSMUSG00000037949,['protein_coding'],Ano10,True,True,ENSG00000160746,ANO10,['protein_coding'],False,True,"FBgn0000152,FBgn0028879","Axs,CG15270","['protein_coding', 'protein_coding']","True,True","False,True"
ENSMUSG00000042632,['protein_coding'],Pla2g6,True,False,ENSG00000184381,PLA2G6,['protein_coding'],True,False,FBgn0036053,iPLA2-VIA,['protein_coding'],True,True
ENSMUSG00000038181,['protein_coding'],Chpf2,False,True,"ENSG00000033100,ENSG00000123989","CHPF2,CHPF","['protein_coding', 'protein_coding']","False,False","True,True",FBgn0263005,CG43313,['protein_coding'],True,True
ENSMUSG00000039841,['protein_coding'],Zfp800,True,True,ENSG00000048405,ZNF800,['protein_coding'],False,True,FBgn0037379,CG10979,['protein_coding'],True,True
ENSMUSG00000039230,['protein_coding'],Tbcd,False,True,ENSG00000141556,TBCD,['protein_coding'],False,True,FBgn0027509,TBCD,['protein_coding'],True,True
ENSMUSG00000010453,['protein_coding'],Kansl3,True,True,ENSG00000114982,KANSL3,['protein_coding'],True,True,FBgn0033897,Rcd1,['protein_coding'],True,True
ENSMUSG00000025428,['protein_coding'],Atp5a1,False,True,ENSG00000152234,ATP5F1A,['protein_coding'],False,True,FBgn0011211,blw,['protein_coding'],True,True
ENSMUSG00000015365,['protein_coding'],Mov10l1,True,False,ENSG00000073146,MOV10L1,['protein_coding'],True,False,FBgn0041164,armi,['protein_coding'],True,True
ENSMUSG00000028468,['protein_coding'],Rgp1,True,True,ENSG00000107185,RGP1,['protein_coding'],False,True,FBgn0037297,CG1116,['protein_coding'],True,True
ENSMUSG00000034158,['protein_coding'],Lrrc58,False,True,ENSG00000163428,LRRC58,['protein_coding'],False,True,FBgn0052687,CG32687,['protein_coding'],True,True
ENSMUSG00000024068,['protein_coding',Spast,True,False,ENSG00000132436,FIGNL1,['protein_coding'],False,True,"FBgn0039141,FBgn0031519","spas,Fign","['protein_coding', 'protein_coding']","True,True","True,True"
ENSMUSG00000035455, 'protein_coding'],Fignl1,True,True,ENSG00000132436,FIGNL1,['protein_coding'],False,True,"FBgn0039141,FBgn0031519","spas,Fign","['protein_coding', 'protein_coding']","True,True","True,True"
ENSMUSG00000046380,['protein_coding'],Jrk,True,False,ENSG00000234616,JRK,['protein_coding'],False,True,FBgn0017414,cag,['protein_coding'],True,True
ENSMUSG00000075232,['protein_coding'],Amd1,False,True,ENSG00000123505,AMD1,['protein_coding'],False,True,FBgn0019932,SamDC,['protein_coding'],True,True
ENSMUSG00000020171,['protein_coding'],Yeats4,True,False,ENSG00000127337,YEATS4,['protein_coding'],True,True,FBgn0031873,Gas41,['protein_coding'],True,True
ENSMUSG00000012076,['protein_coding',Brms1l,False,True,ENSG00000100916,BRMS1L,['protein_coding'],True,True,FBgn0030434,Brms1,['protein_coding'],True,True
ENSMUSG00000080268, 'protein_coding'],Brms1,True,False,ENSG00000100916,BRMS1L,['protein_coding'],True,True,FBgn0030434,Brms1,['protein_coding'],True,True
ENSMUSG00000021870,['protein_coding'],Slmap,False,True,ENSG00000163681,SLMAP,['protein_coding'],False,True,FBgn0040011,Slmap,['protein_coding'],True,True
ENSMUSG00000017405,['protein_coding'],Nek8,True,False,ENSG00000160602,AC010761.1,['protein_coding'],False,True,FBgn0045980,niki,['protein_coding'],True,True
