Gene ID,Gene Name,Reference,Strand,Start,End,Coverage,FPKM,TPM
FBgn0267631,asRNA:CR45969,3L,+,22871813,22872107,0,0,0
FBgn0037200,CG11109,3L,+,22872200,22873702,0,0,0
FBgn0267630,asRNA:CR45968,3L,-,22872380,22873723,16.437551,19.09218,26.828255
FBgn0044324,Chro,3L,-,22873702,22878984,5.591821,7.152598,10.050801
FBgn0037202,Ssl1,3L,+,22879089,22880963,11.716871,14.399296,20.233831
FBgn0267632,asRNA:CR45970,3L,-,22879259,22880399,0,0,0
FBgn0037203,slif,3L,+,22881045,22893821,0.820237,3.101843,4.358697
FBgn0037204,CG11131,3L,+,22898744,22900262,0.091371,0.154213,0.2167
FBgn0037205,BoYb,3L,+,22901912,22905470,0.690924,0.802507,1.127679
FBgn0037206,CG12768,3L,+,22910491,22923532,0,0,0
FBgn0037207,Mes2,3L,+,22945657,22952248,1.629414,2.118649,2.977117
FBgn0052461,CG32461,3L,-,22954421,22955302,47.982994,55.732143,78.31459
FBgn0267322,lncRNA:CR45758,3L,+,22960930,22961668,1.749662,2.032229,2.85568
FBgn0052457,CG32457,3L,+,22987642,22988262,41.371983,48.053471,67.524544
FBgn0262509,nrm,3L,+,22998372,23040300,2.643669,5.644986,7.932311
FBgn0024733,RpL10,3L,-,23093190,23095471,33.492317,41.701469,58.598732
FBgn0264492,CkIIalpha,3L,+,23097072,23103460,10.986751,33.517502,47.09866
FBgn0053217,CG33217,3L,+,23126025,23132209,2.355715,2.736158,3.844838
FBgn0084017,CR41454,3L,+,23136623,23138271,2.137202,2.482356,3.488196
FBgn0052350,Vps11,3L,-,23147656,23150499,1.016174,1.180284,1.65853
FBgn0266657,asRNA:CR45164,3L,+,23149530,23150668,0,0,0
FBgn0054031,CG34031,3L,+,23174446,23185750,0,0,0
FBgn0264698,lncRNA:CR43967,3L,-,23183599,23183913,0,0,0
FBgn0267299,lncRNA:CR45735,3L,+,23188103,23188892,0.325106,0.37761,0.530616
FBgn0266347,nAChRalpha4,3L,+,23206669,23287448,0.323573,1.421164,1.997013
FBgn0010215,alpha-Cat,3L,-,23318646,23338100,8.572699,11.573551,16.263109
FBgn0263573,mir-4942,3L,+,23339228,23339337,1.75542,2.038917,2.865077
FBgn0052230,ND-MLRQ,3L,+,23339326,23345936,48.66153,74.487686,104.6698
FBgn0250816,AGO3,3L,+,23554593,23689640,1.802856,10.500376,14.755086
FBgn0266684,lncRNA:CR45174,3L,-,23690626,23691668,4.861937,5.64713,7.935323
FBgn0039977,CG17454,3L,+,23715023,23716689,4.862508,9.569159,13.446542
FBgn0058298,CG40298,3L,+,23726829,23727989,0.13006,0.151064,0.212275
FBgn0040056,CG17698,3L,+,23737960,23749058,0.652344,0.757696,1.064712
FBgn0058470,CG40470,3L,-,23839860,23986410,2.403679,2.791868,3.923122
FBgn0264569,lncRNA:CR43941,3L,-,23881735,23883142,0,0,0
FBgn0264570,lncRNA:CR43942,3L,+,23909119,23910123,12.673673,14.720443,20.685108
FBgn0058053,lncRNA:CR40053,3L,-,24009931,24011363,13.719324,15.934965,22.391748
FBgn0058045,CG40045,3L,+,24028515,24035859,10.037661,15.803535,22.207064
FBgn0011288,Snap25,3L,+,24074180,24299205,0.035266,0.816117,1.146805
FBgn0266652,lncRNA:CR45159,3L,-,24290290,24290864,0,0,0
FBgn0259697,nvd,3L,+,24324866,24401655,0.2259,0.262382,0.368699
FBgn0040045,CR12460,3L,+,24534090,24535468,0.826772,0.960294,1.349401
FBgn0044510,mRpS5,3L,+,24537236,24543534,4.15414,5.8852,8.269858
FBgn0261639,CR42722,3L,+,24546138,24546986,3.287339,3.818237,5.365371
FBgn0261640,CR42723,3L,+,24549636,24550445,7.337024,8.521937,11.974992
FBgn0085810,CR41597,3L,+,24553110,24554200,8.007788,9.301028,13.069767
FBgn0028993,scro,3L,+,24724162,24758036,0.6019,0.750443,1.054519
FBgn0085736,CG40472,3L,+,24927130,24927710,29.7145,34.513329,48.49799
FBgn0058002,ND-AGGG,3L,+,24976254,24977118,15.377174,29.901379,42.017296
FBgn0040022,Set1,3L,+,25107594,25115180,1.825503,2.158518,3.033141
FBgn0040020,MED21,3L,-,25114924,25115946,1.652675,2.160923,3.03652
FBgn0260008,UQCR-11,3L,+,25120709,25126171,3.417235,15.076461,21.185381
FBgn0058354,CR40354,3L,+,25201942,25203341,3.122143,3.626362,5.09575
FBgn0267429,CG45782,3L,-,25236940,25670980,0,0,0
FBgn0085734,CR40450,3L,-,25403776,25405940,0.2763,0.320922,0.450958
FBgn0040001,FASN3,3L,-,25752859,25762779,0.131575,0.152824,0.214748
FBgn0058178,CG40178,3L,-,25798441,26014112,6.195969,7.418485,10.424424
FBgn0266692,asRNA:CR45182,3L,+,25843821,25844502,5.492621,6.379667,8.964683
FBgn0058160,CG40160,3L,+,26215815,26229433,0.277133,0.512881,0.720699
FBgn0085599,CG41284,3L,-,26298455,26305572,0,0,0
FBgn0260997,CG42598,3L,-,26354140,26371356,0.193006,0.224176,0.315011
FBgn0063670,CG40228,3L,-,27082091,27083906,1.02847,4.587784,6.446736
FBgn0266687,lncRNA:CR45177,3L,-,27091705,27092199,0,0,0
FBgn0260987,vtd,3L,+,27136525,27157999,8.341908,10.650011,14.965352
FBgn0262789,CR43170,3L,+,27170036,27170567,20.62594,23.956985,33.664257
FBgn0028697,RpL15,3L,+,27267255,27268445,38.47839,46.182999,64.896164
FBgn0086533,snoRNA:Me18S-C419,3L,+,27267954,27268023,0,0,0
FBgn0024804,Dbp80,3L,+,27279316,27422159,2.204107,18.925888,26.59458
FBgn0267983,lncRNA:CR46250,3L,-,27364828,27365990,0.550209,0.639067,0.898014
FBgn0020660,eIF4B,3L,-,27842669,27858271,17.62435,25.52663,35.869919
FBgn0260469,CR14578,3L,+,27849226,27850751,0,0,0
FBgn0039959,CG17514,3L,-,27967244,28012599,4.266159,5.595821,7.863225
FBgn0267431,Myo81F,3R,+,567076,2532932,0.447308,0.519547,0.730066
FBgn0085804,CR41571,3R,-,722370,722621,0,0,0
FBgn0039987,CR12798,3R,+,1031171,1031354,0,0,0
FBgn0267798,lncRNA:CR46123,3R,-,1366234,1366601,0,0,0
FBgn0267797,lncRNA:CR46122,3R,-,1865108,1866008,1.442841,1.675857,2.354907
FBgn0058182,CR40182,3R,-,2156916,2157206,1.735395,2.015657,2.832394
FBgn0267430,Pzl,3R,-,2554162,3263582,2.453929,2.850233,4.005136
FBgn0266747,lncRNA:CR45220,3R,-,2744304,2744800,6.323944,7.932901,11.147281
FBgn0010247,Parp,3R,-,3461351,3587054,6.978792,8.105852,11.39031
FBgn0086378,Alg-2,3R,+,3623143,3627690,4.53721,5.269959,7.405326
FBgn0267816,lncRNA:CR46141,3R,-,3697234,3697640,19.995087,23.224251,32.634621
FBgn0263977,Tim17b,3R,+,3734855,3745306,19.788761,24.902147,34.992397
FBgn0069923,CG41128,3R,+,3750363,3752353,2.758242,3.203692,4.501815
FBgn0039955,CG41099,3R,+,3846729,3868401,8.084624,9.60021,13.490176
FBgn0259821,CG42402,3R,+,4077939,4104326,0.335324,0.491066,0.690044
FBgn0027341,Gfat1,3R,+,4126442,4137882,0.241993,0.482866,0.678521
FBgn0085812,lncRNA:CR41601,3R,-,4137894,4138652,4.913681,5.70723,8.019776
FBgn0037213,CG12581,3R,+,4174632,4186751,0,0,0
FBgn0053294,CR33294,3R,+,4186963,4196210,0,0,0
FBgn0000500,Dsk,3R,-,4189692,4190260,0.302285,0.351103,0.493369
FBgn0037215,beta-Man,3R,+,4197206,4204572,2.190022,2.664326,3.743901
FBgn0037217,CG14636,3R,-,4204493,4215314,0,0,0
FBgn0037218,aux,3R,+,4211783,4227518,9.892705,12.103245,17.007431
FBgn0051516,CG31516,3R,-,4218463,4220130,1.339329,1.555628,2.185962
FBgn0261436,DhpD,3R,-,4227387,4229238,4.678198,5.433717,7.635437
FBgn0037220,CG14641,3R,-,4230779,4232342,22.948849,26.655041,37.455551
FBgn0015331,abs,3R,+,4233047,4235041,14.171929,16.460667,23.130461
FBgn0010225,Gel,3R,+,4235217,4241057,4.789372,6.198074,8.709509
FBgn0267988,asRNA:CR46255,3R,-,4235294,4235973,2.583625,3.000875,4.216817
FBgn0037222,CG14642,3R,-,4241045,4242717,10.174845,12.582542,17.680939
FBgn0085334,CG34305,3R,-,4242785,4243146,0.93,1.080193,1.517883
FBgn0037225,TwdlG,3R,-,4248723,4251341,0,0,0
FBgn0250821,CG14644,3R,-,4251894,4253043,102.799088,127.214928,178.761887
FBgn0037227,TwdlV,3R,+,4254708,4255833,1.091846,1.268177,1.782037
FBgn0037228,CG1092,3R,+,4266770,4268316,7.681635,10.161776,14.279287
FBgn0037229,CG9766,3R,-,4269221,4277928,12.324234,14.314571,20.114779
FBgn0267157,lncRNA:CR45597,3R,-,4279673,4280057,0,0,0
FBgn0041605,cpx,3R,+,4280221,4304604,0.292288,1.123271,1.578415
FBgn0037230,CG9780,3R,-,4292274,4294840,4.348304,5.050546,7.097006
FBgn0262214,mir-929,3R,+,4295369,4295456,0,0,0
FBgn0037231,Vps24,3R,-,4307435,4310947,13.072244,45.332073,63.700443
FBgn0027930,MP1,3R,+,4307908,4309835,4.777927,5.742802,8.069762
FBgn0267815,asRNA:CR46140,3R,+,4309944,4310869,9.500405,11.034701,15.505916
FBgn0037232,Suv3,3R,+,4311555,4315398,1.657199,1.924833,2.704768
FBgn0261086,Syt14,3R,-,4314455,4319069,1.591578,2.615492,3.675279
FBgn0037234,CG9795,3R,+,4319683,4326379,15.569074,24.318073,34.171658
FBgn0027866,CG9776,3R,-,4327814,4334071,26.715492,43.613682,61.28577
FBgn0037236,Skp2,3R,-,4334879,4337674,1.321307,1.534695,2.156548
FBgn0040687,CG14645,3R,+,4335098,4335506,0.009798,0.01138,0.015992
FBgn0037235,CG1103,3R,+,4337755,4339914,6.612787,8.316523,11.686343
FBgn0261434,hkb,3R,-,4345015,4346646,0,0,0
FBgn0037238,CG1090,3R,+,4359883,4366855,0.291605,0.357618,0.502524
FBgn0266227,lncRNA:CR44922,3R,+,4375084,4377600,0.078665,0.091369,0.128392
FBgn0037239,Sfxn1-3,3R,+,4378600,4381210,131.998886,205.966202,289.422882
FBgn0037240,Cont,3R,+,4381306,4387018,8.606706,9.996671,14.047281
FBgn0003882,tub,3R,+,4387742,4389813,4.287138,4.979502,6.997176
FBgn0037241,CG14646,3R,+,4390366,4392111,2.765643,3.212288,4.513895
FBgn0086608,CG34112,3R,-,4391711,4394259,0,0,0
FBgn0267814,asRNA:CR46139,3R,+,4393350,4394493,0.882625,1.025167,1.440561
FBgn0267661,asRNA:CR45999,3R,+,4395549,4397548,4.974178,6.305108,8.859912
FBgn0037242,CG9855,3R,-,4395979,4397875,133.883408,174.271408,244.885483
FBgn0086605,CG9853,3R,-,4398381,4402027,36.165073,48.969749,68.812096
FBgn0037244,CG14647,3R,+,4400510,4402017,5.923326,6.87993,9.66765
FBgn0263594,lost,3R,+,4403076,4407182,54.766258,63.610893,89.385773
FBgn0052944,CG32944,3R,-,4407227,4419578,10.675118,18.919714,26.585903
FBgn0051528,CG31528,3R,+,4416438,4417665,99.896584,116.029671,163.044418
FBgn0037248,srl,3R,-,4422483,4429335,1.057518,1.248204,1.753971
FBgn0051525,CG31525,3R,+,4427030,4428200,69.158836,80.327843,112.876358
FBgn0037249,eIF3a,3R,-,4429798,4433895,38.302414,45.891323,64.486305
FBgn0037250,CG1074,3R,+,4433965,4436175,7.473029,8.679908,12.19697
FBgn0267813,asRNA:CR46138,3R,-,4434624,4436101,0,0,0
FBgn0037251,CG9804,3R,-,4436222,4437329,0,0,0
FBgn0264983,asRNA:CR44134,3R,+,4436356,4437230,24.117714,28.012674,39.363297
FBgn0037252,CG14650,3R,+,4437387,4441328,11.666667,13.550808,19.041542
FBgn0051522,CG31522,3R,-,4441415,4462883,0.20664,1.034141,1.45317
FBgn0263620,asRNA:CR43629,3R,+,4452705,4454295,0,0,0
FBgn0051523,CG31523,3R,-,4465421,4479207,47.024441,132.809341,186.623123
FBgn0037254,CG14651,3R,+,4480812,4484215,22.967686,26.676918,37.486298
FBgn0037255,Fip1,3R,+,4485008,4487677,3.53598,4.107033,5.771186
FBgn0085386,CG34357,3R,-,4491943,4558067,0.153031,0.383571,0.538992
FBgn0085454,CG34425,3R,-,4504612,4506365,131.546753,152.791275,214.701675
FBgn0051526,lncRNA:CR31526,3R,+,4533248,4533940,23.115507,26.848614,37.727562
FBgn0037260,Mur82C,3R,+,4541356,4543215,0,0,0
FBgn0052945,CG32945,3R,-,4577939,4578644,86.399429,100.352753,141.015289
FBgn0267118,lncRNA:CR45558,3R,-,4585178,4589308,2.241263,2.603222,3.658037
FBgn0087012,5-HT2A,3R,+,4612870,4633304,0.604517,1.342056,1.885852
FBgn0037261,CG9775,3R,-,4638010,4641838,7.579592,10.501174,14.756206
FBgn0286036,sisRNA:CR46358,3R,-,4639789,4640004,0.031024,0.036034,0.050635
FBgn0037262,MED31,3R,+,4641963,4643292,26.40255,35.288891,49.587807
FBgn0037263,slx1,3R,+,4641963,4644636,0,0,0
FBgn0040466,Dlip2,3R,-,4644649,4645655,2.440753,2.834929,3.983631
FBgn0022981,rpk,3R,+,4645981,4648884,15.494639,18.062193,25.38092
FBgn0265038,asRNA:CR44155,3R,-,4646433,4648242,2.518985,2.925796,4.111316
FBgn0087013,Karybeta3,3R,+,4649176,4654624,128.815079,155.980637,219.18335
FBgn0037265,spartin,3R,+,4654800,4657985,1.140217,1.550974,2.179422
FBgn0263346,CG43427,3R,+,4659579,4712193,3.092117,6.454446,9.069761
FBgn0265039,lncRNA:CR44156,3R,-,4660527,4660939,23.157385,26.897253,37.79591
FBgn0265040,lncRNA:CR44157,3R,+,4673977,4674610,11.269717,13.089752,18.393667
FBgn0053927,CG33927,3R,-,4689951,4690608,0,0,0
FBgn0037270,eIF3f1,3R,-,4712882,4714182,8.485011,9.855322,13.848659
FBgn0027570,Nep2,3R,-,4719458,4731878,2.777742,3.260653,4.581857
FBgn0026620,tacc,3R,-,4733654,4749056,15.339979,23.039391,32.374859
FBgn0267812,asRNA:CR46137,3R,+,4737500,4737908,0,0,0
FBgn0283546,mir-9384,3R,-,4748664,4748723,0.333333,0.387166,0.544043
FBgn0010750,atms,3R,+,4750035,4777490,10.863726,14.551224,20.447321
FBgn0264907,CG44098,3R,-,4750409,4773197,0.371306,0.552545,0.776435
FBgn0264897,CG44088,3R,-,4774516,4775053,11.847584,13.760943,19.336823
FBgn0037275,CG14655,3R,-,4777497,4780302,0,0,0
FBgn0037276,CG17387,3R,-,4781120,4784722,66.621727,77.380997,108.735458
FBgn0260794,ctrip,3R,-,4786284,4812096,68.431732,136.906693,192.380722
FBgn0026417,Hus1-like,3R,-,4808336,4812096,0,0,0
FBgn0037279,CG1129,3R,+,4811444,4816025,4.354687,8.315406,11.684774
FBgn0037282,CG14657,3R,-,4817980,4821432,3.970468,6.049854,8.501231
FBgn0037283,CG14658,3R,-,4829911,4830513,357.328369,415.036133,583.207092
FBgn0037284,CG14659,3R,-,4830849,4831297,19.895323,23.108376,32.471794
FBgn0020280,laf,3R,-,4876005,4878533,30.470291,35.457172,49.824276
FBgn0267140,lncRNA:CR45580,3R,+,4896417,4897287,13.943743,16.195627,22.75803
FBgn0004913,Gnf1,3R,+,4906622,4910081,25.992365,30.610231,43.013371
FBgn0265082,Cdep,3R,+,4910552,4945576,0.916577,3.426044,4.814262
FBgn0266698,lncRNA:CR45188,3R,+,4946078,4947278,15.709763,18.246855,25.640408
FBgn0004183,snRNA:U1:82Eb,3R,-,4947933,4948096,0.390244,0.453268,0.63693
FBgn0004436,Ubc6,3R,-,4948755,4952682,16.570175,36.503784,51.294968
FBgn0037290,CG1124,3R,+,4965445,4968485,0.439964,0.511017,0.718079
FBgn0037291,CG14662,3R,-,4981999,4984232,10.4925,12.187016,17.125145
FBgn0263455,asRNA:CR43478,3R,+,4982265,4983904,0,0,0
FBgn0263343,lncRNA:CR43424,3R,-,4984498,4986120,14.268852,16.573242,23.288651
FBgn0037292,plh,3R,-,4986500,5011031,0,0,0
FBgn0286032,lncRNA:CR46352,3R,-,5042652,5043025,0.280749,0.326089,0.458219
FBgn0263626,lncRNA:CR43635,3R,-,5045207,5045948,0.857351,0.995811,1.39931
FBgn0010313,corto,3R,-,5077779,5087072,0.319561,1.136248,1.596651
FBgn0037293,CG12007,3R,+,5128087,5129939,4.602806,5.346149,7.512387
FBgn0040684,CG12589,3R,-,5137057,5138989,24.656101,40.493603,56.901443
FBgn0037295,dpr16,3R,+,5150908,5170121,3.576318,6.167506,8.666554
FBgn0037294,CG12590,3R,+,5159612,5160901,0,0,0
FBgn0259212,cno,3R,-,5170004,5217456,1.526021,2.213705,3.110689
FBgn0263018,snRNA:U4atac,3R,-,5195004,5195163,0,0,0
FBgn0037296,Prosbeta2R2,3R,-,5217751,5219528,44.762699,51.991779,73.05864
FBgn0037297,CG1116,3R,+,5219657,5221548,11.986463,14.753489,20.731543
FBgn0037298,CG2604,3R,-,5221632,5223365,10.600922,13.308387,18.700891
FBgn0040682,CG14664,3R,+,5224139,5225542,0,0,0
FBgn0037299,Vps37B,3R,+,5226158,5227526,9.357062,10.868208,15.271961
FBgn0040208,Kat60,3R,-,5227289,5232209,5.024529,6.026517,8.468438
FBgn0037301,Mms19,3R,+,5232543,5236288,24.420662,28.364546,39.857746
FBgn0087005,rtp,3R,-,5236092,5237315,0,0,0
FBgn0260462,CG12163,3R,-,5237651,5251745,22.740366,41.919125,58.904579
FBgn0053293,CG33293,3R,-,5240014,5240735,464.506805,539.523682,758.136475
FBgn0264789,asRNA:CR44019,3R,+,5250913,5252132,0,0,0
FBgn0037304,CG1113,3R,+,5253153,5255403,0,0,0
FBgn0037305,CG12173,3R,-,5255444,5256681,8.535179,9.913592,13.930539
FBgn0264785,Hph,3R,+,5257037,5269507,5.825323,12.185159,17.122534
FBgn0037307,Tim17a2,3R,-,5258336,5262692,86.238144,100.165421,140.752045
FBgn0267443,lncRNA:CR45793,3R,-,5263757,5264511,0,0,0
FBgn0266393,CR45033,3R,+,5269081,5269507,0.562472,0.65331,0.918029
FBgn0013576,mtd,3R,-,5270116,5350443,2.573721,13.937169,19.584454
FBgn0051538,CG31538,3R,-,5275678,5277835,1601.888306,1860.589844,2614.493164
FBgn0037310,Tim17b1,3R,+,5300145,5301186,47.903183,55.639446,78.184326
FBgn0037312,CG11999,3R,-,5353717,5354747,7.983407,9.272711,13.029975
FBgn0037313,CG1161,3R,+,5355092,5356748,8.951652,13.13468,18.456797
FBgn0250746,Prosbeta7,3R,-,5357012,5358364,111.930038,153.955078,216.337051
FBgn0037315,Cerk,3R,-,5358873,5368306,12.755405,15.001499,21.080046
FBgn0264912,lncRNA:CR44103,3R,+,5368481,5368806,0,0,0
FBgn0051542,CG31542,3R,+,5369540,5371744,220.669464,261.615509,367.621033
FBgn0085306,CG34277,3R,+,5369540,5371744,1.053414,2.009143,2.823239
FBgn0003275,RpII18,3R,+,5371795,5372397,153.260635,178.011902,250.141602
FBgn0086695,hd,3R,-,5372592,5374962,0,0,0
FBgn0037317,CG14667,3R,+,5375022,5376460,4.769841,5.54016,7.78501
FBgn0041707,7B2,3R,+,5376780,5377975,0,0,0
FBgn0001311,kkv,3R,-,5378093,5392866,1.162252,1.393209,1.957731
FBgn0037320,CG14668,3R,-,5386717,5387664,129.257385,150.132172,210.965118
FBgn0011965,tRNA:Arg-TCG-4-1,3R,+,5388228,5388300,0.630137,0.731903,1.028467
FBgn0264712,CG1172,3R,+,5393922,5399510,23.841438,27.691778,38.912376
FBgn0037322,Or83a,3R,-,5397643,5399196,0,0,0
FBgn0037324,Orco,3R,-,5407183,5412406,1.349304,1.576963,2.215942
FBgn0037326,CG14669,3R,+,5414527,5458394,1.21392,4.187041,5.883613
FBgn0037325,CG12147,3R,-,5425369,5427257,68.915298,80.044975,112.478867
FBgn0037327,PEK,3R,-,5458563,5464753,5.08701,6.870818,9.654844
FBgn0037328,RpL35A,3R,-,5465630,5467101,31.093397,36.114914,50.748531
FBgn0037329,POLDIP2,3R,+,5467778,5469566,363.284973,441.131836,619.876587
FBgn0037330,mRpL44,3R,-,5469463,5470636,2.014865,2.340261,3.288526
FBgn0011715,Snr1,3R,+,5470926,5472754,4.848689,5.631742,7.913701
FBgn0025825,HDAC3,3R,-,5472810,5474600,2.653012,3.081468,4.330066
FBgn0266539,CG45100,3R,-,5472810,5474600,0,0,0
FBgn0037332,Hcs,3R,+,5474899,5485393,2.450764,2.855572,4.012638
FBgn0015402,ksr,3R,-,5478390,5483906,4.434113,8.471593,11.904247
FBgn0051550,CG31550,3R,+,5485543,5489489,5.807268,8.678206,12.194581
FBgn0051547,NKCC,3R,-,5489505,5502702,2.731517,3.231358,4.540691
FBgn0010399,Nmdar1,3R,-,5508842,5523328,0.585132,0.67963,0.955013
FBgn0010051,Itp-r83A,3R,+,5517117,5539411,0.235408,0.274143,0.385224
FBgn0264427,CG43845,3R,-,5522299,5523120,113.954987,137.204605,192.799347
FBgn0037336,CG2519,3R,-,5539510,5547775,2.181129,2.567341,3.607617
FBgn0014342,mia,3R,-,5548115,5551168,12.694981,18.593014,26.126827
FBgn0086768,Pcmt,3R,-,5552823,5554316,43.526051,52.942608,74.394737
FBgn0037338,Snm1,3R,+,5555084,5557786,0,0,0
FBgn0037339,Pi4KIIalpha,3R,-,5557663,5563652,58.131359,96.851395,136.095184
FBgn0263484,snoRNA:Pi4KIIalpha-a,3R,-,5559878,5560038,0.285714,0.331856,0.466323
FBgn0267811,asRNA:CR46136,3R,+,5560472,5561573,1.418219,1.647258,2.314721
FBgn0037340,CG14671,3R,-,5563977,5564815,2.080103,2.416035,3.395003
FBgn0037341,CG12746,3R,+,5564865,5567435,1.960486,3.475258,4.883418
FBgn0037342,CG2931,3R,-,5567502,5568615,20.204666,23.467678,32.976685
FBgn0041191,Rheb,3R,+,5568921,5570491,14.147755,16.432587,23.091005
FBgn0023023,CRMP,3R,+,5571108,5579189,0.846482,0.983187,1.38157
FBgn0037344,CG2926,3R,-,5579301,5588380,7.099107,8.301716,11.665539
FBgn0037345,rev7,3R,+,5588873,5589703,4.557896,5.293987,7.439088
FBgn0014366,noi,3R,-,5589601,5591459,7.038402,8.175089,11.487601
FBgn0283535,Vha26,3R,+,5591763,5595356,71.646278,106.106834,149.100891
FBgn0250753,kra,3R,-,5595364,5601136,179.196732,388.893951,546.472229
FBgn0082961,snoRNA:Psi28S-3385b,3R,-,5596201,5596340,0,0,0
FBgn0082962,snoRNA:Psi28S-3385a,3R,-,5596360,5596509,0,0,0
FBgn0082978,snoRNA:Psi28S-3091b,3R,-,5596526,5596658,0,0,0
FBgn0082979,snoRNA:Psi28S-3091a,3R,-,5596697,5596831,0,0,0
FBgn0082954,snoRNA:Psi28S-3571,3R,-,5597596,5597739,1.586806,1.843072,2.589877
FBgn0086662,snoRNA:Psi28S-3186,3R,-,5598015,5598157,0,0,0
FBgn0082988,snoRNA:Psi28S-2442b,3R,-,5598423,5598566,0,0,0
FBgn0082989,snoRNA:Psi28S-2442a,3R,-,5598638,5598777,0,0,0
FBgn0037347,CG1427,3R,+,5601433,5603185,13.056329,15.164898,21.309654
FBgn0261004,asl,3R,-,5603236,5606543,27.292439,31.700109,44.544865
FBgn0017550,Rga,3R,-,5607275,5613112,2.592005,3.021458,4.24574
FBgn0263619,asRNA:ASTR,3R,+,5607799,5609810,0,0,0
FBgn0285959,sisRNA:1,3R,-,5609245,5609611,1.673025,1.943215,2.730598
FBgn0267810,asRNA:CR46135,3R,-,5613280,5616308,0,0,0
FBgn0019637,Atu,3R,+,5613358,5615939,1.179073,1.369491,1.924403
FBgn0044823,Spec2,3R,-,5616644,5624125,9.910755,11.511321,16.175661
FBgn0037350,CG2911,3R,-,5622119,5624125,0.741132,1.171038,1.645538
FBgn0037351,RpL13A,3R,+,5624474,5625947,38.588039,56.055946,78.769585
FBgn0260002,snoRNA:Me28S-U2134b,3R,+,5625178,5625254,0,0,0
FBgn0086051,snoRNA:Me28S-U2134a,3R,+,5625367,5625441,0,0,0
FBgn0051551,CG31551,3R,+,5627852,5632033,1.730512,2.009986,2.824424
FBgn0051549,CG31549,3R,+,5632192,5633321,13.327434,17.651016,24.803137
FBgn0037354,CG12171,3R,+,5633627,5634640,2.926324,3.398919,4.776147
FBgn0051546,CG31546,3R,-,5634626,5635624,236.466171,274.654968,385.944031
FBgn0051548,CG31548,3R,-,5635901,5636852,1.97479,2.293714,3.223118
FBgn0037356,CG12170,3R,+,5637234,5638657,12.704725,14.756511,20.735788
FBgn0027951,MTA1-like,3R,-,5638655,5648738,1.771399,2.309547,3.245366
FBgn0262125,Sec23,3R,+,5649065,5652629,12.696313,15.250621,21.430111
FBgn0037358,elm,3R,-,5652640,5654861,9.925814,13.501383,18.972088
FBgn0037359,MED27,3R,+,5655139,5656336,55.335728,64.272331,90.315216
FBgn0037360,CG2182,3R,-,5656236,5659912,3.547369,4.120262,5.789775
FBgn0264902,asRNA:CR44093,3R,+,5659477,5660570,0.231928,0.269384,0.378537
FBgn0046222,Wdr33,3R,+,5660635,5665169,16.737114,19.440123,27.317181
FBgn0267809,asRNA:CR46134,3R,-,5662901,5665032,0.54482,0.632807,0.889218
FBgn0010772,Xe7,3R,-,5665139,5669334,2.452331,2.917887,4.100203
FBgn0037363,Atg17,3R,+,5669713,5679930,1.195621,1.388711,1.951411
FBgn0037364,Rab23,3R,-,5680054,5685434,0.993824,1.154324,1.622052
FBgn0261261,plx,3R,+,5685855,5712837,0.913298,1.861892,2.616323
FBgn0037365,CG2104,3R,-,5690891,5693286,41.780048,79.583664,111.83065
FBgn0266229,lncRNA:CR44924,3R,+,5724047,5725321,5.213333,6.055275,8.508848
FBgn0037368,CG1239,3R,+,5733513,5734702,1.257089,1.460106,2.051735
FBgn0037369,CG2100,3R,-,5734698,5736355,56.634315,66.23687,93.075783
FBgn0037370,CG1236,3R,+,5736748,5738013,3.40084,3.950068,5.55062
FBgn0037371,Sym,3R,-,5738178,5742476,2.525339,2.933176,4.121687
FBgn0027497,Madm,3R,+,5742510,5747138,3.523431,4.415085,6.204061
FBgn0037372,CG2091,3R,-,5753318,5754774,0.791011,0.918757,1.291034
FBgn0266672,Sec8,3R,-,5754932,5758997,18.801552,21.837961,30.686617
FBgn0027608,CG2082,3R,-,5758680,5781076,90.877281,219.15625,307.957458
FBgn0037374,jagn,3R,+,5779315,5781308,8.031624,9.328713,13.108671
FBgn0037375,kat-60L1,3R,+,5781762,5787465,81.379662,165.976532,233.229553
FBgn0037376,Hat1,3R,-,5787337,5789384,63.597675,79.738472,112.04818
FBgn0028690,Rpn5,3R,+,5789493,5791569,35.437004,41.160004,57.837872
FBgn0037377,CG1218,3R,+,5791879,5793383,1.557202,1.808687,2.541559
FBgn0037378,CG2046,3R,-,5793308,5794317,64.955666,75.445869,106.01622
FBgn0037379,CG10979,3R,+,5794705,5799994,3.836695,4.456313,6.261993
FBgn0263353,CG11000,3R,+,5802328,5813258,0,0,0
FBgn0261561,CG42675,3R,+,5813609,5818820,158.413742,331.381531,465.656006
FBgn0037382,Hpr1,3R,-,5818794,5821440,5.816502,6.755855,9.493299
FBgn0284081,CG46303,3R,+,5821972,5822435,1.538793,1.787305,2.511513
FBgn0037383,CG2023,3R,-,5822026,5824532,8.212306,24.562084,34.514542
FBgn0037384,dgrn,3R,+,5824615,5826576,4.831192,5.611742,7.885597
FBgn0037385,glob3,3R,+,5830062,5831785,63.460434,73.70916,103.575806
FBgn0037386,CG1208,3R,+,5831639,5838782,0.690441,1.104525,1.552074
FBgn0266702,asRNA:CR45192,3R,-,5835478,5836178,0.658824,0.765223,1.075288
