id_gene_DM,gene_DM,biotype_DM,DM_up,DM_down,id_gene_HS,gene_HS,biotype_HS,HS_up,HS_down,id_gene_MM,gene_MM,biotype_MM,MM_up,MM_down,FDR<=0.05,FDR<=0.01,StockNumber,FlyBase Genotype,FT1 eggs,FT1 hatched,FT2 eggs,FT2 hatched,FT3 eggs,FT3 hatched,FT4 eggs,FT4 hatched,Phenotype or literature,Previously known to affect spermatogenesis,Function,Previous ref to RNAi working,Other species infertility phenotype?
FBgn0034277,OstDelta,protein_coding,True,True,ENSG00000118705,RPN2,protein_coding,False,True,ENSMUSG00000027642,Rpn2,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0032446,CG5780,protein_coding,True,True,ENSG00000119650,IFT43,protein_coding,False,True,ENSMUSG00000007867,Ift43,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0031456,Tnpo-SR,protein_coding,True,True,ENSG00000064419,TNPO3,protein_coding,False,True,ENSMUSG00000012535,Tnpo3,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0034205,CG10950,protein_coding,True,True,ENSG00000064419,TNPO3,protein_coding,False,True,ENSMUSG00000012535,Tnpo3,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0031374,Wdr62,protein_coding,True,True,ENSG00000075702,WDR62,protein_coding,True,False,"ENSMUSG00000033902,ENSMUSG00000037020","Mapkbp1,Wdr62","protein_coding,protein_coding","True,True","False,False",True,True,,,,,,,,,,,,,,,Mouse infertility reported
FBgn0024833,AP-1mu,protein_coding,True,True,"ENSG00000129354,ENSG00000072958","AP1M2,AP1M1","protein_coding,protein_coding","True,True","False,False",ENSMUSG00000003033,Ap1m1,protein_coding,True,False,True,True,27534,y[1] v[1]; P{TRiP.JF02685}attP2,13,10,27,23,27,27,22,22,v24017 Works,,,No,
FBgn0030354,Upf1,protein_coding,True,True,ENSG00000005007,UPF1,protein_coding,True,False,ENSMUSG00000058301,Upf1,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0000629,E(z),protein_coding,True,True,"ENSG00000106462,ENSG00000108799","EZH2,EZH1","protein_coding,protein_coding","False,False","True,True","ENSMUSG00000029687,ENSMUSG00000006920","Ezh2,Ezh1","protein_coding,protein_coding","True,False","False,True",True,True,,,,,,,,,,,,,,,Mouse infertility reported
FBgn0036967,SCCRO4,protein_coding,True,True,ENSG00000137692,DCUN1D5,protein_coding,False,True,ENSMUSG00000051674,Dcun1d4,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0038862,Usp8,protein_coding,True,True,ENSG00000138592,USP8,protein_coding,False,True,ENSMUSG00000027363,Usp8,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0051802,CG31802,protein_coding,True,True,ENSG00000177143,CETN1,protein_coding,True,False,ENSMUSG00000045031,Cetn4,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0034158,CG5522,protein_coding,True,True,"ENSG00000136828,ENSG00000116191","RALGPS1,RALGPS2","protein_coding,protein_coding","False,True","True,True","ENSMUSG00000038831,ENSMUSG00000026594","Ralgps1,Ralgps2","protein_coding,protein_coding","True,True","False,False",True,True,31142,y[1] v[1]; P{TRiP.JF01617}attP2,26,25,26,18,27,23,48,38,,,,No,
FBgn0265512,mlt,protein_coding,True,True,ENSG00000154114,TBCEL,protein_coding,False,True,ENSMUSG00000037287,Tbcel,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0260962,pic,protein_coding,True,True,ENSG00000167986,DDB1,protein_coding,False,True,ENSMUSG00000024740,Ddb1,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0033844,bbc,protein_coding,True,True,ENSG00000111666,CHPT1,protein_coding,True,False,ENSMUSG00000040774,Cept1,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0036300,Pmm2,protein_coding,True,True,"ENSG00000100417,ENSG00000140650","PMM1,PMM2","protein_coding,protein_coding","True,False","False,True","ENSMUSG00000022474,ENSMUSG00000022711","Pmm1,Pmm2","protein_coding,protein_coding","False,True","True,False",True,True,42956,y[1] sc[*] v[1]; P{TRiP.HMS02649}attP40,16,16,22,21,30,30,26,25,,,,Yes,
FBgn0037050,ICA69,protein_coding,True,True,ENSG00000163596,ICA1L,protein_coding,False,True,"ENSMUSG00000026018,ENSMUSG00000062995","Ica1l,Ica1","protein_coding,protein_coding","True,True","False,False",True,True,,,,,,,,,,,,,,,
FBgn0004924,Top1,protein_coding,True,True,ENSG00000184428,TOP1MT,protein_coding,False,True,ENSMUSG00000070544,Top1,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0087039,Sbp2,protein_coding,True,False,ENSG00000138593,SECISBP2L,protein_coding,False,True,ENSMUSG00000035093,Secisbp2l,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0266668,Exo84,protein_coding,True,True,ENSG00000116903,EXOC8,protein_coding,False,True,ENSMUSG00000074030,Exoc8,protein_coding,True,True,True,False,,,,,,,,,,,,,,,
FBgn0036686,CG7728,protein_coding,True,False,ENSG00000165733,BMS1,protein_coding,False,True,ENSMUSG00000030138,Bms1,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0053474,CG33474,protein_coding,True,True,ENSG00000104883,PEX11G,protein_coding,True,False,ENSMUSG00000069633,Pex11g,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0039068,CG13827,protein_coding,True,True,ENSG00000104883,PEX11G,protein_coding,True,False,ENSMUSG00000069633,Pex11g,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0025808,Rad17,protein_coding,True,True,ENSG00000152942,RAD17,protein_coding,False,True,ENSMUSG00000021635,Rad17,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0024555,flfl,protein_coding,True,True,ENSG00000100796,PPP4R3A,protein_coding,False,True,ENSMUSG00000020463,Ppp4r3b,protein_coding,True,True,True,True,,,,,,,,,,,,,,,
FBgn0039875,sip3,protein_coding,True,True,ENSG00000162298,SYVN1,protein_coding,False,True,ENSMUSG00000024807,Syvn1,protein_coding,True,True,True,True,,,,,,,,,,,,,,,
FBgn0032017,CG7810,protein_coding,True,True,ENSG00000142039,CCDC97,protein_coding,False,True,ENSMUSG00000002608,Ccdc97,protein_coding,True,True,True,True,v101850,P{KK109968}VIE-260B,17,17,30,28,29,28,16,15,GD works,,,No,
FBgn0250785,vari,protein_coding,True,True,ENSG00000105926,MPP6,protein_coding,True,True,ENSMUSG00000038388,Mpp6,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0013759,CASK,protein_coding,True,True,ENSG00000105926,MPP6,protein_coding,True,True,ENSMUSG00000038388,Mpp6,protein_coding,True,False,True,True,51721,y[1] sc[*] v[1]; P{TRiP.HMC03260}attP2,24,20,23,20,30,25,25,20,,,,Yes,
FBgn0022153,l(2)k05819,protein_coding,True,True,ENSG00000177728,TMEM94,protein_coding,False,True,ENSMUSG00000020747,Tmem94,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0031047,Rcd-1,protein_coding,True,True,ENSG00000144580,CNOT9,protein_coding,False,True,ENSMUSG00000026174,Cnot9,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0032089,Rcd-1r,protein_coding,True,True,ENSG00000144580,CNOT9,protein_coding,False,True,ENSMUSG00000026174,Cnot9,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0039887,CG2053,protein_coding,True,True,ENSG00000144580,CNOT9,protein_coding,False,True,ENSMUSG00000026174,Cnot9,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0004419,me31B,protein_coding,True,True,ENSG00000110367,DDX6,protein_coding,False,True,ENSMUSG00000032097,Ddx6,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0016919,nompB,protein_coding,True,True,ENSG00000032742,IFT88,protein_coding,True,True,ENSMUSG00000040040,Ift88,protein_coding,True,False,True,False,v104419,P{KK108656}VIE-260B,31,30,24,21,19,19,25,24,,,,Yes,
FBgn0030581,CG14408,protein_coding,True,True,ENSG00000175137,SH3BP5L,protein_coding,False,True,ENSMUSG00000013646,Sh3bp5l,protein_coding,False,True,True,True,in-house line,,,,,,,,,,,,,,
FBgn0032246,Wdfy2,protein_coding,True,True,"ENSG00000085449,ENSG00000139668","WDFY1,WDFY2","protein_coding,protein_coding","False,False","True,True",ENSMUSG00000014547,Wdfy2,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0034194,CG15611,protein_coding,True,True,"ENSG00000153404,ENSG00000196155","PLEKHG4B,PLEKHG4","protein_coding,protein_coding","False,True","True,False",ENSMUSG00000014782,Plekhg4,protein_coding,True,True,True,True,,,,,,,,,,,,,,,
FBgn0035802,Pura,protein_coding,True,True,"ENSG00000153404,ENSG00000196155","PLEKHG4B,PLEKHG4","protein_coding,protein_coding","False,True","True,False",ENSMUSG00000014782,Plekhg4,protein_coding,True,True,True,True,v35251,w1118; P{GD12260}v35251,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,,,Yes,
FBgn0050456,CG30456,protein_coding,True,True,"ENSG00000153404,ENSG00000196155","PLEKHG4B,PLEKHG4","protein_coding,protein_coding","False,True","True,False",ENSMUSG00000014782,Plekhg4,protein_coding,True,True,True,True,,,,,,,,,,,,,,,
FBgn0036747,CG6052,protein_coding,True,True,ENSG00000154265,ABCA5,protein_coding,False,True,"ENSMUSG00000015243,ENSMUSG00000024130,ENSMUSG00000018800","Abca1,Abca3,Abca5","protein_coding,protein_coding,protein_coding","False,False,True","True,True,True",True,False,,,,,,,,,,,,,,,
FBgn0051213,CG31213,protein_coding,True,True,ENSG00000154265,ABCA5,protein_coding,False,True,"ENSMUSG00000015243,ENSMUSG00000024130,ENSMUSG00000018800","Abca1,Abca3,Abca5","protein_coding,protein_coding,protein_coding","False,False,True","True,True,True",True,False,,,,,,,,,,,,,,,
FBgn0083956,CG34120,protein_coding,True,True,ENSG00000154265,ABCA5,protein_coding,False,True,"ENSMUSG00000015243,ENSMUSG00000024130,ENSMUSG00000018800","Abca1,Abca3,Abca5","protein_coding,protein_coding,protein_coding","False,False,True","True,True,True",True,False,,,,,,,,,,,,,,,
FBgn0028539,Eato,protein_coding,True,True,ENSG00000154265,ABCA5,protein_coding,False,True,"ENSMUSG00000015243,ENSMUSG00000024130,ENSMUSG00000018800","Abca1,Abca3,Abca5","protein_coding,protein_coding,protein_coding","False,False,True","True,True,True",True,False,,,,,,,,,,,,,,,
FBgn0031171,CG1801,protein_coding,True,True,ENSG00000154265,ABCA5,protein_coding,False,True,"ENSMUSG00000015243,ENSMUSG00000024130,ENSMUSG00000018800","Abca1,Abca3,Abca5","protein_coding,protein_coding,protein_coding","False,False,True","True,True,True",True,False,,,,,,,,,,,,,,,
FBgn0031170,ABCA,protein_coding,True,True,ENSG00000154265,ABCA5,protein_coding,False,True,"ENSMUSG00000015243,ENSMUSG00000024130,ENSMUSG00000018800","Abca1,Abca3,Abca5","protein_coding,protein_coding,protein_coding","False,False,True","True,True,True",True,False,,,,,,,,,,,,,,,
FBgn0034493,CG8908,protein_coding,True,True,ENSG00000154265,ABCA5,protein_coding,False,True,"ENSMUSG00000015243,ENSMUSG00000024130,ENSMUSG00000018800","Abca1,Abca3,Abca5","protein_coding,protein_coding,protein_coding","False,False,True","True,True,True",True,False,,,,,,,,,,,,,,,
FBgn0031169,CG1494,protein_coding,True,True,ENSG00000154265,ABCA5,protein_coding,False,True,"ENSMUSG00000015243,ENSMUSG00000024130,ENSMUSG00000018800","Abca1,Abca3,Abca5","protein_coding,protein_coding,protein_coding","False,False,True","True,True,True",True,False,,,,,,,,,,,,,,,
FBgn0038279,Sdr,protein_coding,True,True,ENSG00000171105,INSR,protein_coding,False,True,ENSMUSG00000005533,Igf1r,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0283499,InR,protein_coding,True,True,ENSG00000171105,INSR,protein_coding,False,True,ENSMUSG00000005533,Igf1r,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0039213,atl,protein_coding,True,True,ENSG00000198513,ATL1,protein_coding,False,True,ENSMUSG00000021066,Atl1,protein_coding,True,False,True,False,v6719,w[1118]; P{GD242}v6719,25,0,30,0,9,0,15,0,No sperm. Spermiogenesis defect (severely compromised post-meiotic stages).,No,membrane-bound GTPase that mediates endoplasmic reticulum membrane fusion,Yes,
FBgn0058191,CG40191,protein_coding,True,True,ENSG00000115649,CNPPD1,protein_coding,False,True,ENSMUSG00000033159,Cnppd1,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0037901,Exd2,protein_coding,True,True,ENSG00000081177,EXD2,protein_coding,True,True,ENSMUSG00000032705,Exd2,protein_coding,True,True,True,True,61830,y[1] v[1]; P{TRiP.HMJ23313}attP40,27,26,22,22,27,21,22,22,,,,No,
FBgn0028292,ric8a,protein_coding,True,True,ENSG00000111785,RIC8B,protein_coding,False,True,ENSMUSG00000025485,Ric8a,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0038640,CG7706,protein_coding,True,True,ENSG00000163798,SLC4A1AP,protein_coding,False,True,ENSMUSG00000029141,Slc4a1ap,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0025936,Eph,protein_coding,True,True,ENSG00000116106,EPHA4,protein_coding,False,True,ENSMUSG00000028289,Epha7,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0261794,kcc,protein_coding,True,False,ENSG00000140199,SLC12A6,protein_coding,False,True,"ENSMUSG00000027130,ENSMUSG00000017740","Slc12a6,Slc12a5","protein_coding,protein_coding","True,True","True,True",True,True,,,,,,,,,,,,,,,
FBgn0004373,fwd,protein_coding,True,True,ENSG00000143393,PI4KB,protein_coding,False,True,ENSMUSG00000038861,Pi4kb,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0011740,alpha-Man-IIa,protein_coding,True,True,ENSG00000196547,MAN2A2,protein_coding,False,True,ENSMUSG00000038886,Man2a2,protein_coding,False,True,True,True,v5838,w[1118]; P{GD2875}v5838,16,16,26,26,27,22,30,27,,,,No,Mouse infertility reported for mutant (Sertoli cell to germ cell adhesion defect: may be Sertoli cell pheno and there are two DM genes alpha-Man-IIa and alpha-Man-IIb - possible redundancy)
FBgn0026616,alpha-Man-IIb,protein_coding,True,False,ENSG00000196547,MAN2A2,protein_coding,False,True,ENSMUSG00000038886,Man2a2,protein_coding,False,True,True,True,v108043, P{KK106563}VIE-260B                               ,30,28,26,26,26,25,30,28,,,,No,Mouse infertility reported for mutant (Sertoli cell to germ cell adhesion defect: may be Sertoli cell pheno and there are two DM genes alpha-Man-IIa and alpha-Man-IIb - possible redundancy)
FBgn0020270,mre11,protein_coding,True,True,ENSG00000020922,MRE11,protein_coding,False,True,ENSMUSG00000031928,Mre11a,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0028836,CSN7,protein_coding,True,True,ENSG00000111652,COPS7A,protein_coding,False,True,ENSMUSG00000030127,Cops7a,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0039187,CG6454,protein_coding,True,True,ENSG00000111731,C2CD5,protein_coding,False,True,ENSMUSG00000030279,C2cd5,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0261274,Ero1L,protein_coding,True,True,ENSG00000086619,ERO1B,protein_coding,True,False,ENSMUSG00000057069,Ero1lb,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0039560,BOD1,protein_coding,True,True,ENSG00000038219,BOD1L1,protein_coding,True,True,ENSMUSG00000061755,Bod1l,protein_coding,False,True,True,True,v27445, w[1118] P{GD11677}v27445                               ,28,27,31,29,30,29,19,19,,,,Yes,
FBgn0052006,CG32006,protein_coding,True,True,ENSG00000129654,FOXJ1,protein_coding,False,True,ENSMUSG00000034227,Foxj1,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0040696,CG18675,protein_coding,True,True,ENSG00000159079,CFAP298,protein_coding,True,False,ENSMUSG00000022972,Cfap298,protein_coding,True,False,True,False,v105164,P{KK102730}VIE-260B,11,0,25,25,13,0,25,0,"Non-motile sperm. Testis filled with sperm bundles, few manage to individualize.",No,Cilia- and flagella-associated protein 298,No,
FBgn0020622,Pi3K21B,protein_coding,True,True,ENSG00000117461,PIK3R3,protein_coding,False,True,ENSMUSG00000028698,Pik3r3,protein_coding,True,True,True,True,,,,,,,,,,,,,,,
FBgn0036837,CG18135,protein_coding,True,True,ENSG00000125772,GPCPD1,protein_coding,False,True,ENSMUSG00000027346,Gpcpd1,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0036836,CG11619,protein_coding,True,True,ENSG00000125772,GPCPD1,protein_coding,False,True,ENSMUSG00000027346,Gpcpd1,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0031566,CG2818,protein_coding,True,True,ENSG00000125772,GPCPD1,protein_coding,False,True,ENSMUSG00000027346,Gpcpd1,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0038008,CG3942,protein_coding,True,True,ENSG00000125772,GPCPD1,protein_coding,False,True,ENSMUSG00000027346,Gpcpd1,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0028579,phtf,protein_coding,True,True,ENSG00000006576,PHTF2,protein_coding,False,True,ENSMUSG00000058388,Phtf1,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0039581,Moca-cyp,protein_coding,True,True,ENSG00000114857,NKTR,protein_coding,False,True,"ENSMUSG00000032525,ENSMUSG00000042133","Nktr,Ppig","protein_coding,protein_coding","True,False","False,True",True,False,,,,,,,,,,,,,,,
FBgn0038389,CG5516,protein_coding,True,True,ENSG00000155329,ZCCHC10,protein_coding,False,True,ENSMUSG00000018239,Zcchc10,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0003651,svp,protein_coding,True,True,ENSG00000185551,NR2F2,protein_coding,False,True,ENSMUSG00000030551,Nr2f2,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0028343,Ankle2,protein_coding,True,True,ENSG00000176915,ANKLE2,protein_coding,True,False,ENSMUSG00000029501,Ankle2,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0036381,CG8745,protein_coding,False,True,ENSG00000175309,PHYKPL,protein_coding,False,True,ENSMUSG00000020359,Phykpl,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0037241,CG14646,protein_coding,True,True,ENSG00000168936,TMEM129,protein_coding,False,True,ENSMUSG00000019295,Tmem129,protein_coding,True,True,True,True,v103770,P{KK102570}VIE-260B,26,16,22,21,30,26,28,20,,,,No,
FBgn0038826,Syp,protein_coding,True,True,ENSG00000151962,RBM46,protein_coding,False,True,ENSMUSG00000033882,Rbm46,protein_coding,True,True,True,True,,,,,,,,,,,,,,,
FBgn0030345,CG1847,protein_coding,True,True,ENSG00000110711,AIP,protein_coding,False,True,ENSMUSG00000040554,Aipl1,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0003731,Egfr,protein_coding,True,False,ENSG00000141736,ERBB2,protein_coding,False,True,ENSMUSG00000020122,Egfr,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0266719,stac,protein_coding,True,True,ENSG00000007516,BAIAP3,protein_coding,False,True,"ENSMUSG00000057948,ENSMUSG00000047507","Unc13d,Baiap3","protein_coding,protein_coding","True,True","True,True",True,True,,,,,,,,,,,,,,,
FBgn0033783,CG17019,protein_coding,True,True,ENSG00000170633,RNF34,protein_coding,False,True,ENSMUSG00000029474,Rnf34,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0265434,zip,protein_coding,True,True,"ENSG00000109061,ENSG00000133020","MYH1,MYH8","protein_coding,protein_coding","True,True","False,True",ENSMUSG00000053093,Myh7,protein_coding,True,True,True,True,,,,,,,,,,,,,,,
FBgn0264695,Mhc,protein_coding,True,False,"ENSG00000109061,ENSG00000133020","MYH1,MYH8","protein_coding,protein_coding","True,True","False,True",ENSMUSG00000053093,Myh7,protein_coding,True,True,True,True,,,,,,,,,,,,,,,
FBgn0034282,Mapmodulin,protein_coding,True,True,ENSG00000140350,ANP32A,protein_coding,False,True,ENSMUSG00000028333,Anp32b,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0045073,Stim,protein_coding,True,True,ENSG00000109689,STIM2,protein_coding,False,True,ENSMUSG00000030987,Stim1,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0032015,Ostgamma,protein_coding,True,True,ENSG00000104723,TUSC3,protein_coding,False,True,ENSMUSG00000039530,Tusc3,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0026064,KP78a,protein_coding,True,True,"ENSG00000072518,ENSG00000116141","MARK2,MARK1","protein_coding,protein_coding","False,True","True,True","ENSMUSG00000026620,ENSMUSG00000024969","Mark1,Mark2","protein_coding,protein_coding","False,False","True,True",True,True,,,,,,,,,,,,,,,
FBgn0026063,KP78b,protein_coding,True,True,"ENSG00000072518,ENSG00000116141","MARK2,MARK1","protein_coding,protein_coding","False,True","True,True","ENSMUSG00000026620,ENSMUSG00000024969","Mark1,Mark2","protein_coding,protein_coding","False,False","True,True",True,True,,,,,,,,,,,,,,,
FBgn0260934,par-1,protein_coding,True,True,"ENSG00000072518,ENSG00000116141","MARK2,MARK1","protein_coding,protein_coding","False,True","True,True","ENSMUSG00000026620,ENSMUSG00000024969","Mark1,Mark2","protein_coding,protein_coding","False,False","True,True",True,True,,,,,,,,,,,,,,,
FBgn0000108,Appl,protein_coding,True,False,"ENSG00000084234,ENSG00000142192","APLP2,APP","protein_coding,protein_coding","False,False","True,True",ENSMUSG00000031996,Aplp2,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0283724,Girdin,protein_coding,True,True,ENSG00000115355,CCDC88A,protein_coding,True,False,"ENSMUSG00000032740,ENSMUSG00000021182","Ccdc88a,Ccdc88c","protein_coding,protein_coding","True,True","False,False",True,False,,,,,,,,,,,,,,,
FBgn0037659,Kdm2,protein_coding,True,True,ENSG00000173120,KDM2A,protein_coding,False,True,ENSMUSG00000029475,Kdm2b,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0003124,polo,protein_coding,True,True,ENSG00000145632,PLK2,protein_coding,True,True,ENSMUSG00000030867,Plk1,protein_coding,True,False,True,True,v20177,w[1118]; P{GD7563}v20177,23,0,25,0,20,0,11,0,No sperm. Spermiogenesis defect (severely compromised post-meiotic stages).,Yes. Broad defects (centriole-related). 10.1007/PL00013778,Serine/threonine-protein kinase,Yes,
FBgn0034854,Golgin245,protein_coding,True,True,ENSG00000144674,GOLGA4,protein_coding,False,True,ENSMUSG00000038708,Golga4,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0032171,CG5846,protein_coding,True,True,ENSG00000164331,ANKRA2,protein_coding,False,True,ENSMUSG00000021661,Ankra2,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0027279,l(1)G0196,protein_coding,True,True,ENSG00000168781,PPIP5K1,protein_coding,False,True,ENSMUSG00000033526,Ppip5k1,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0051249,CG31249,protein_coding,True,True,ENSG00000087302,RTRAF,protein_coding,True,False,"ENSMUSG00000021807,ENSMUSG00000074479","Rtraf,Gm10704","protein_coding,processed_pseudogene","True,True","False,False",True,True,v101478,P{KK109292}VIE-260B,8,0,11,2,28,0,21,1,"Sperm seem to individualize, but are non-motile.",No,"Based on domains: transcription, translation and transport factor protein",No,
FBgn0031264,CG11835,protein_coding,True,True,ENSG00000134717,BTF3L4,protein_coding,False,True,ENSMUSG00000028568,Btf3l4,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0000181,bic,protein_coding,True,True,ENSG00000134717,BTF3L4,protein_coding,False,True,ENSMUSG00000028568,Btf3l4,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0261573,CoRest,protein_coding,True,True,ENSG00000089902,RCOR1,protein_coding,False,True,ENSMUSG00000037395,Rcor3,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0039115,CG10214,protein_coding,True,True,ENSG00000076043,REXO2,protein_coding,False,True,ENSMUSG00000032026,Rexo2,protein_coding,True,False,True,True,v101393,P{KK109035}VIE-260B,22,22,20,16,26,25,23,20,,,,No,
FBgn0036684,CG3764,protein_coding,True,True,"ENSG00000052795,ENSG00000217128","FNIP2,FNIP1","protein_coding,protein_coding","False,True","True,True",ENSMUSG00000035992,Fnip1,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0037543,CG10903,protein_coding,True,True,ENSG00000071462,BUD23,protein_coding,False,True,ENSMUSG00000005378,Bud23,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0028887,CG3491,protein_coding,True,True,ENSG00000139697,SBNO1,protein_coding,False,True,ENSMUSG00000038095,Sbno1,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0265630,sno,protein_coding,True,True,ENSG00000139697,SBNO1,protein_coding,False,True,ENSMUSG00000038095,Sbno1,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0265190,PIG-S,protein_coding,True,True,ENSG00000087111,PIGS,protein_coding,False,True,ENSMUSG00000041958,Pigs,protein_coding,True,True,True,False,v109119,P{KK115806}VIE-260B,28,26,29,28,23,21,25,23,,,,No,
FBgn0031818,CG9536,protein_coding,True,True,ENSG00000126062,TMEM115,protein_coding,False,True,ENSMUSG00000010045,Tmem115,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0263979,Caf1-55,protein_coding,True,True,ENSG00000162521,RBBP4,protein_coding,False,True,ENSMUSG00000057236,Rbbp4,protein_coding,True,True,True,False,,,,,,,,,,,,,,,
FBgn0053554,Nipped-A,protein_coding,True,True,ENSG00000196367,TRRAP,protein_coding,False,True,ENSMUSG00000045482,Trrap,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0038877,CG3308,protein_coding,True,True,ENSG00000147687,TATDN1,protein_coding,False,True,ENSMUSG00000050891,Tatdn1,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0033117,CG3358,protein_coding,True,False,ENSG00000147687,TATDN1,protein_coding,False,True,ENSMUSG00000050891,Tatdn1,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0038499,Brf,protein_coding,True,False,ENSG00000185024,BRF1,protein_coding,False,True,ENSMUSG00000011158,Brf1,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0035065,CG3589,protein_coding,True,True,ENSG00000156521,TYSND1,protein_coding,True,False,ENSMUSG00000020087,Tysnd1,protein_coding,True,True,True,True,v38154,w[1118]; P{GD5963}v38154/TM3,32,31,28,28,30,29,24,24,"Only 1 hairpin available (two stocks, can order the other one)",,,No,Mouse infertility reported (spermiogenesis defects)
FBgn0031865,Nha1,protein_coding,False,True,ENSG00000164038,SLC9B2,protein_coding,False,True,ENSMUSG00000050150,Slc9b1,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0263390,Nha2,protein_coding,True,False,ENSG00000164038,SLC9B2,protein_coding,False,True,ENSMUSG00000050150,Slc9b1,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0032393,Nfs1,protein_coding,True,True,ENSG00000244005,NFS1,protein_coding,True,False,ENSMUSG00000027618,Nfs1,protein_coding,True,False,True,False,v105106,P{KK101134}VIE-260B,25,16,30,26,35,29,30,29,,,,Yes,
FBgn0051864,Qtzl,protein_coding,True,True,ENSG00000244005,NFS1,protein_coding,True,False,ENSMUSG00000027618,Nfs1,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
