id_gene,Stock Number,Transgene,status,FT1 eggs,FT1 hatched,FT2 eggs,FT2 hatched,FT3 eggs,FT3 hatched,FT4 eggs,FT4 hatched,Recorded cellular phenotype,Previously known to affect male fertility/sperm cells,Function,Previous ref to RNAi working,Other species infertility phenotype?,Flybase link
FBgn0014189,33666,P{TRiP.HMS00076}attP2,Ordered,,,,,,,,,,No,"UAP56 RNA helicase in the DECD subfamily of DEAD-box helicases. It is an enhancer of position-effect variegation, and contributes to mRNA splicing, nuclear export, and piRNA biosynthesis.",Yes ,, http://flybase.org/reports/FBgn0014189
FBgn0043456,33696,P{TRiP.HMS00568}attP2,Ordered,,,,,,,,,,No,"Putative H3K36me3 binding protein, which binds active gene bodies.",No ,, http://flybase.org/reports/FBgn0043456
FBgn0002989,33707,P{TRiP.HMS00585}attP2,Ordered,,,,,,,,,,No,Helicase involved in homologous DNA repair. It functions in meiotic recombination.,No ,, http://flybase.org/reports/FBgn0002989
FBgn0261641,33737,P{TRiP.HMS00621}attP2,Ordered,,,,,,,,,,No,Unknown.,No ,, http://flybase.org/reports/FBgn0261641
FBgn0001942,33970,P{TRiP.HMS00927}attP2,Ordered,,,,,,,,,,No,Essential DEAD-box RNA helicase protein and a canonical translation initiation factor.,Yes ,, http://flybase.org/reports/FBgn0001942
FBgn0027568,33990,P{TRiP.HMS00950}attP2,Ordered,,,,,,,,,,No,Unknown.,No ,, http://flybase.org/reports/FBgn0027568
FBgn0036581,34031,P{TRiP.HMS01001}attP2,Ordered,,,,,,,,,,Yes. Partial meiotic arrest (https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1005701),Transcription coregulator activity.,Yes ,, http://flybase.org/reports/FBgn0036581
FBgn0030456,34352,P{TRiP.HMS01341}attP2,Ordered,,,,,,,,,,No,Unknown.,No ,, http://flybase.org/reports/FBgn0030456
FBgn0052670,34374,P{TRiP.HMS01364}attP2,Ordered,,,,,,,,,,No,Unknown (predicted GTPase activity).,No ,, http://flybase.org/reports/FBgn0052670
FBgn0050456,34380,P{TRiP.HMS01370}attP2,Ordered,,,,,,,,,,No,Unknown (predicted Rho guanyl-nucleotide exchange factor activity).,No ,, http://flybase.org/reports/FBgn0050456
FBgn0261794,34584,P{TRiP.HMS01058}attP2,Ordered,,,,,,,,,,No,Potassium:chloride symporter that contributes to seizure susceptibility.,Yes ,, http://flybase.org/reports/FBgn0261794
FBgn0020251,34601,P{TRiP.HMS00543}attP2,Ordered,,,,,,,,,,"Yes, but in somatic cells. Regulates testis morphogenesis (https://academic.oup.com/hmg/article/24/5/1493/796023)",[Heparan sulfate]-glucosamine N-sulfotransferase,Yes,, http://flybase.org/reports/FBgn0020251
FBgn0037312,34604,P{TRiP.HMS00565}attP2,Ordered,,,,,,,,,,No,Dolichyl-phosphate-mannose--protein mannosyltransferase,No ,, http://flybase.org/reports/FBgn0037312
FBgn0046692,34620,P{TRiP.HMS01295}attP2,Ordered,,,,,,,,,,No,Unknown (predicted ATP binding).,Yes ,, http://flybase.org/reports/FBgn0046692
FBgn0264785,34717,P{TRiP.HMS01196}attP2,Ordered,,,,,,,,,,No,"Prolyl-4 hydroxylase that hydroxylases proline 850a of the product of sima, which is the alpha-subunit of the hypoxia inducible factor (HIF).",No ,, http://flybase.org/reports/FBgn0264785
FBgn0032524,34800,P{TRiP.HMS00109}attP2,Ordered,,,,,,,,,,No,3-hydroxyacyl-CoA dehydratase 2.,No ,, http://flybase.org/reports/FBgn0032524
FBgn0030724,34887,P{TRiP.HMS01232}attP2,Ordered,,,,,,,,,,No,Unknown (belongs to the NipSnap family).,No ,, http://flybase.org/reports/FBgn0030724
FBgn0022987,34896,P{TRiP.HMS01241}attP2,Ordered,,,,,,,,,,No,RNA binding.,No ,Mouse infertility 2/2 (for Khdrbs1). Meiotic and  spermiogenesis defects (http://jcb.rupress.org/content/185/2/235), http://flybase.org/reports/FBgn0022987
FBgn0028734,34944,P{TRiP.HMS00248}attP2,Ordered,,,,,,,,,,Yes. Deregulation of transposon activity (https://jcs.biologists.org/content/128/11/2070),"RNA and channel binding protein. It acts as a neural growth brake regulating RNA trafficking, RNA translation and neuronal excitability.",Yes,, http://flybase.org/reports/FBgn0028734
FBgn0036336,34996,P{TRiP.HMS01406}attP2,Ordered,,,,,,,,,,No,Protein-S-isoprenylcysteine O-methyltransferase,Yes ,, http://flybase.org/reports/FBgn0036336
FBgn0002973,35045,P{TRiP.HMS01459}attP2,Ordered,,,,,,,,,,Yes. Increased number of early germ cells (https://www.genetics.org/content/167/2/707#T1),Membrane-associated inhibitor of Notch signaling. It controls neuroblast and sense organ precursor asymmetric division.,Yes ,, http://flybase.org/reports/FBgn0002973
FBgn0250816,35232,P{TRiP.GL00117}attP2,Ordered,,,,,,,,,,"Yes. Male semi-sterile, with crystal accumulation in spermatocytes (https://www.sciencedirect.com/science/article/pii/S0092867409004528?via%3Dihub)","Germline-specific Argonaute/Piwi family protein, which interacts with Piwi-interacting RNAs (piRNAs) to form effector complexes. It exhibits piRNA-guided RNA cleavage activity required for both piRNA amplification and transposon silencing, thereby securing germline development.",Yes ,Mouse infertility 2/3 (for either Piwil1 or Piwil2). Meiotic (Piwil2) or spermiogenesis (Piwil1) defects (https://dev.biologists.org/content/131/4/839.long and https://www.sciencedirect.com/science/article/pii/S153458070200165X?via%3Dihub), http://flybase.org/reports/FBgn0250816
FBgn0026080,35243,P{TRiP.GL00130}attP2,Ordered,,,,,,,,,,No,"Lysine acetyltransferase that acetylates histone proteins to regulate chromatin packaging and epigenetic gene control. It also acetylates non-histone proteins, and plays a role in apoptosis, DNA repair and various neural processes.",Yes ,, http://flybase.org/reports/FBgn0026080
FBgn0283499,35251,P{TRiP.GL00139}attP2,Ordered,,,,,,,,,,No,Rab GTPase binding.,Yes ,, http://flybase.org/reports/FBgn0266670
FBgn0004107,35267,P{TRiP.GL00162}attP2,Ordered,,,,,,,,,,No,"Catalytic protein kinase subunit that can only become active after association with the product of CycE. The protein kinase activity of the CycE-Cdk2 complex controls important aspects of progression through the G1 and S phases of the cell cycle. In addition, periodic CycE-Cdk2 activity regulates progression through endoreduplication cycles.",Yes ,Mouse infertility. Meiotic defects (https://www.nature.com/articles/ng1232), http://flybase.org/reports/FBgn0004107
FBgn0038279,35277,P{TRiP.GL00178}attP2,Ordered,,,,,,,,,,No,Secreted protein that shows extensive sequence similarity to the extracellular domain of the product of InR. It physically binds to insulin-like peptides and thereby modulates the insulin/IGF signaling pathway.,No ,, http://flybase.org/reports/FBgn0038279
FBgn0032752,35289,P{TRiP.GL00191}attP2,Ordered,,,,,,,,,,No,Transmembrane receptor protein tyrosine kinase activity.,Yes ,, http://flybase.org/reports/FBgn0032752
FBgn0040298,35312,P{TRiP.GL00216}attP2,Ordered,,,,,,,,,,Yes. Premeiotic defects (https://www.molbiolcell.org/doi/10.1091/mbc.E16-02-0104),Protein serine/threonine/tyrosine kinase activity.,Yes ,, http://flybase.org/reports/FBgn0040298
FBgn0260934,35342,P{TRiP.GL00253}attP2,Ordered,,,,,,,,,,Yes. Required for centrosome orientation in male germ line stem cells (https://www.sciencedirect.com/science/article/pii/S0012160611013169?via%3Dihub),"Protein kinase involved in multiple processes, including microtubule cytoskeleton organization, axis specification and cell polarity.",Yes ,, http://flybase.org/reports/FBgn0260934
FBgn0263199,35356,P{TRiP.GL00268}attP2,Ordered,,,,,,,,,,No,Protein involved in galactose metabolism that regulates calcineurin-induced cardiac enlargement.,No ,, http://flybase.org/reports/FBgn0263199
FBgn0000139,35388,"P{TRiP.GL00307}attP2/TM3, Sb",Ordered,,,,,,,,,,Yes. Sterility reported (http://www.ijdb.ehu.es/web/paper.php?doi=12068954),Component of the histone methyltransferase complex,Yes,,http://flybase.org/reports/FBgn0000139
FBgn0002466,35392,P{TRiP.GL00312}attP2,Ordered,,,,,,,,,,Yes. Cytokinesis defects (https://www.molbiolcell.org/doi/10.1091/mbc.e04-06-0536),Member of the AGC family of kinases that functions to regulate both actin-myosin-mediated cytokinesis and epigenetic gene silencing.,Yes ,, http://flybase.org/reports/FBgn0002466
FBgn0284220,35416,P{TRiP.GL00338}attP2,Ordered,,,,,,,,,,Yes. Meiotic defects (http://jcb.rupress.org/content/160/7/993),"Enzyme that alters the topology of DNA by creating a transient DNA double strand breakage. It is essential for removing supercoils generated via DNA replication and transcription, and decatenating replicated sister chromosomes during cell division.",Yes ,, http://flybase.org/reports/FBgn0284220
FBgn0002783,35630,P{TRiP.GL00477}attP40,Ordered,,,,,,,,,,No,Encodes a member of the trithorax group of homeotic gene regulators and its product is a chromatin remodeling protein.,Yes ,, http://flybase.org/reports/FBgn0002783
FBgn0263289,35748,P{TRiP.HMS01490}attP2,Ordered,,,,,,,,,,No,Scaffolding protein that is part of the conserved machinery regulating apicobasal polarity.,Yes ,, http://flybase.org/reports/FBgn0263289
FBgn0052666,36055,P{TRiP.GL00087}attP2,Ordered,,,,,,,,,,No,Protein serine/threonine kinase belonging to the Death-associated protein kinase family. It promotes phosphorylation of the product of sqh at sites known to stimulate actomyosin contractility.,Yes ,, http://flybase.org/reports/FBgn0052666
FBgn0004066,36063,P{TRiP.GL00341}attP2,Ordered,,,,,,,,,,No,Unknown (predicted to contribute to endopeptidase activity; threonine-type endopeptidase activity).,No ,, http://flybase.org/reports/FBgn0004066
FBgn0003545,36623,P{TRiP.GL00583}attP2,Ordered,,,,,,,,,,Yes. Meiotic defects (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1205899/pdf/ge1363953.pdf),Kinesin-6 homolog. Kinesin-6 proteins are known to bundle antiparallel microtubules. The product of sub is required for cytokinesis in mitosis and spindle organization and chromosome segregation in female meiosis.,Yes ,, http://flybase.org/reports/FBgn0003545
FBgn0028360,36625,P{TRiP.GL00585}attP2,Ordered,,,,,,,,,,No,Conserved protein kinase that is activated by the regulatory subunit encoded by chif during late G1/S of the cell cycle. The activated product of Cdc7 promotes the initiation of DNA replication through phosphorylation.,Yes ,, http://flybase.org/reports/FBgn0028360
FBgn0265434,36727,P{TRiP.HMS01618}attP2,Ordered,,,,,,,,,,No,Myosin light chain binding.,Yes ,, http://flybase.org/reports/FBgn0265434
FBgn0031904,36807,P{TRiP.GL01023}attP40,Ordered,,,,,,,,,,No,Unknown.,No ,, http://flybase.org/reports/FBgn0031904
FBgn0020622,36810,P{TRiP.GL01028}attP2,Ordered,,,,,,,,,,No,Adaptor protein (p60) that binds the product of Pi3K92E to form the functional cllass IA phosphoinositide 3-kinase. This heterodimeric kinase is involved in phosphatidylinositol phosphorylation and regulates cell size and proliferation.,No ,, http://flybase.org/reports/FBgn0020622
FBgn0037363,36918,P{TRiP.HMS01611}attP2,Ordered,,,,,,,,,,No,"Subunit of the evolutionarily conserved Atg1 kinase complex, which controls the initiation of autophagosome formation.",Yes ,, http://flybase.org/reports/FBgn0037363
FBgn0033060,v22588,P{GD12304}v22588,Pending,,,,,,,,,,No,Unknown (predicted pseudouridine synthase activity and RNA binding).,Yes ,,http://flybase.org/reports/FBgn0033060
FBgn0031673,v30690,P{GD4929}v30690,Pending,,,,,,,,,,No,Unknown (predicted calcium ion binding).,Yes ,,http://flybase.org/reports/FBgn0031673
FBgn0034065,v24305,P{GD13914}v24305,Pending,,,,,,,,,,No,Unknown.,Yes ,,http://flybase.org/reports/FBgn0034065
FBgn0035591,v21898,P{GD11371}v21898,Pending,,,,,,,,,,No,Unknown (predicted RNA binding).,Yes ,,http://flybase.org/reports/FBgn0035591
FBgn0037255,v27317,P{GD7090}v27317,Pending,,,,,,,,,,No,Factor interacting with poly(A) polymerase 1 by myosin binding (predicted to contribute to RNA binding).,Yes ,,http://flybase.org/reports/FBgn0037255
FBgn0038332,v22238,P{GD11830}v22238,Pending,,,,,,,,,,No,Unknown (predicted copper ion binding.,Yes ,,http://flybase.org/reports/FBgn0038332
FBgn0032051,v38676,P{GD7664}v38676,Pending,,,,,,,,,,No,Unknown.,Yes ,,http://flybase.org/reports/FBgn0032051
FBgn0034657,v39468,P{GD2133}v39468,Pending,,,,,,,,,,No,"Chromatin binding, NOT delta14-sterol reductase activity and lamin binding.",Yes ,Mouse infertility (Lbr). No detailed phenotype (https://academic.oup.com/hmg/article/17/19/2921/2385590),http://flybase.org/reports/FBgn0034657
FBgn0004556,v36131,P{GD14287}v36131/TM3,Pending,,,,,,,,,,No,Unknown (predicted ATP binding and RNA binding).,Yes ,,http://flybase.org/reports/FBgn0004556
FBgn0003392,36921,P{TRiP.HMS00154}attP2,Pending,,,,,,,,,,No,Actin and microtubule binding.,Yes ,, http://flybase.org/reports/FBgn0003392
FBgn0030221,38269,P{TRiP.HMS01714}attP40,Pending,,,,,,,,,,No,Unknown (predicted GTPase activity).,No ,, http://flybase.org/reports/FBgn0030221
FBgn0036372,38282,P{TRiP.HMS01735}attP40,Pending,,,,,,,,,,No,F-actin-binding protein.,No ,, http://flybase.org/reports/FBgn0036372
FBgn0030735,38341,P{TRiP.HMS01808}attP2,Pending,,,,,,,,,,No,Protein-tyrosine-phosphatase.,Yes ,, http://flybase.org/reports/FBgn0030735
FBgn0026192,38361,P{TRiP.HMS01829}attP2,Pending,,,,,,,,,,No,"Scaffold protein that forms a complex with the products of baz and aPKC and with other cortical, cytoskeletal and regulatory proteins.",Yes ,, http://flybase.org/reports/FBgn0026192
FBgn0015544,38371,P{TRiP.HMS01840}attP2,Pending,,,,,,,,,,No,TPR domain-containing co-chaperone that associates with Hsp70 and Hsp90 to regulate their activity in macromolecular complexes.,Yes ,, http://flybase.org/reports/FBgn0015544
FBgn0051522,38952,P{TRiP.HMS01866}attP2,Pending,,,,,,,,,,No,Unknown (predicted fatty acid elongase activity).,No ,, http://flybase.org/reports/FBgn0051522
FBgn0024945,38961,P{TRiP.HMS01875}attP40,Pending,,,,,,,,,,No,Nitrilase and fragile histidine triad fusion protein: bis(5'-adenosyl)-triphosphatase involved in nucleobase-containing compound metabolism.,No ,, http://flybase.org/reports/FBgn0024945
FBgn0038862,38982,P{TRiP.HMS01898}attP40,Pending,,,,,,,,,,No,Protease involved in protein deubiquitination.,Yes ,, http://flybase.org/reports/FBgn0038862
FBgn0261238,39057,P{TRiP.HMS01977}attP2,Pending,,,,,,,,,,No,Zinc finger/leucine zipper nuclear protein (involved in muscle development and male courtship behavior).,No ,, http://flybase.org/reports/FBgn0261238
FBgn0003744,41591,P{TRiP.GL01127}attP2,Pending,,,,,,,,,,No,Nuclear Dbf2-related kinase.,Yes ,, http://flybase.org/reports/FBgn0003744
FBgn0033995,42507,P{TRiP.HMJ02072}attP40,Pending,,,,,,,,,,No,Anion channel that regulates Golgi luminal pH. It is expressed in both ER and Golgi apparatus and is necessary for proper function of the secretory pathway.,No ,, http://flybase.org/reports/FBgn0033995
FBgn0023083,42569,P{TRiP.HMJ02228}attP40,Pending,,,,,,,,,,No,Serine/threonine-protein kinase required for axonal ensheathment.,Yes,, http://flybase.org/reports/FBgn0023083
FBgn0267790,42665,P{TRiP.HMS02501}attP40,Pending,,,,,,,,,,Yes. Partial male sterility (https://dev.biologists.org/content/135/5/973),"Drosophila hnRNP M homolog. It binds to nos and osk mRNAs and plays a role in mRNA localization to the germ plasm by diffusion/entrapment during late stages of oogenesis. It also binds to exonic splicing enhancers on pre-mRNA targets, implicating it as a splicing factor.",No ,, http://flybase.org/reports/FBgn0267790
FBgn0031094,42761,P{TRiP.GL00716}attP2,Pending,,,,,,,,,,No,Unknown.,No ,, http://flybase.org/reports/FBgn0031094
FBgn0030354,43144,P{TRiP.GL01485}attP2,Pending,,,,,,,,,,No,"Unknown (predicted ATP binding, DNA binding, helicase activity and RNA binding).",Yes ,, http://flybase.org/reports/FBgn0030354
FBgn0035400,43180,P{TRiP.GL01523}attP2,Pending,,,,,,,,,,No,Unknown (predicted transporter activity).,No ,Mouse infertility. Spermiogenesis defects (https://rep.bioscientifica.com/view/journals/rep/152/1/91.xml), http://flybase.org/reports/FBgn0035400
FBgn0033015,43186,P{TRiP.GL01530}attP40,Pending,,,,,,,,,,No,Histone acetyltransferase.,Yes ,, http://flybase.org/reports/FBgn0033015
FBgn0031764,43547,P{TRiP.HMS02555}attP40,Pending,,,,,,,,,,No,Unknown (predicted nucleic acid binding).,No ,, http://flybase.org/reports/FBgn0031764
FBgn0028579,43631,P{TRiP.GL01175}attP2,Pending,,,,,,,,,,No,Unknown (predicted DNA-binding transcription factor activity).,No ,, http://flybase.org/reports/FBgn0028579
FBgn0086445,43981,P{TRiP.GL01591}attP2,Pending,,,,,,,,,,No,Unknown (predicted to contribute to RNA polymerase III general transcription factor activity).,No ,, http://flybase.org/reports/FBgn0086445
FBgn0034073,44435,P{TRiP.GLC01391}attP2,Pending,,,,,,,,,,No,Polynucleotide 5'-hydroxyl-kinase.,No ,, http://flybase.org/reports/FBgn0034073
FBgn0026777,44465,P{TRiP.GLC01621}attP2,Pending,,,,,,,,,,No,"Evolutionarily conserved member of the proteasome-associated proteins. It acts as a shuttle -or bridge- protein helping ubiquitinated proteins to interact with the proteasome, which in turn regulates their turnover.",No ,, http://flybase.org/reports/FBgn0026777
FBgn0000299,44520,P{TRiP.HMC02910}attP2,Pending,,,,,,,,,,No,Ssubunit of Collagen IV and a major component of basement membranes.,Yes ,, http://flybase.org/reports/FBgn0000299
FBgn0037875,44586,P{TRiP.HMS02884}attP2,Pending,,,,,,,,,,No,Transporter involved in zinc detoxification.,No ,, http://flybase.org/reports/FBgn0037875
FBgn0025615,50620,P{TRiP.HMC02987}attP2,Pending,,,,,,,,,,Yes. Male sterility (https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0026183),AAA-ATPase that is implicated in the export of large ribonuclear protein particles through the nuclear membrane. It regulates dopamine levels.,No ,, http://flybase.org/reports/FBgn0025615
FBgn0000326,50683,P{TRiP.HMC03084}attP40,Pending,,,,,,,,, ,No (but mating defective behaviour (10.1186/1471-2164-11-558)).,Unknown (predicted carboxylic ester hydrolase activity).,No ,, http://flybase.org/reports/FBgn0000326
FBgn0032407,50702,P{TRiP.HMC03104}attP2,Pending,,,,,,,,,,No,Unknown (gene group peroxin).,No ,, http://flybase.org/reports/FBgn0032407
FBgn0039147,51434,P{TRiP.HMC03147}attP2,Pending,,,,,,,,,,No,"Unknown (predicted damaged DNA binding, polyubiquitin modification-dependent protein binding and proteasome binding).",No ,, http://flybase.org/reports/FBgn0039147
FBgn0031217,51741,P{TRiP.GLC01799}attP2,Pending,,,,,,,,,,No,Unknown (predicted calcium ion binding).,No ,, http://flybase.org/reports/FBgn0031217
FBgn0039229,51759,P{TRiP.HMC03311}attP2,Pending,,,,,,,,,,No,Unknown (predicted mRNA binding and sequence-specific DNA binding).,No ,"Mouse infertility (for Safb1). Spermatogenesis defects, with abnormal hormonal levels (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1069606/)", http://flybase.org/reports/FBgn0039229
FBgn0026876,51800,P{TRiP.HMC03357}attP40,Pending,,,,,,,,,,No,"Unknown (predicted ATP and DNA binding, helicase activity and hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides).",No ,, http://flybase.org/reports/FBgn0026876
FBgn0003292,51805,P{TRiP.HMC03363}attP40,Pending,,,,,,,,,,"Yes, but likely due to anatomical defect. Male sterile (http://www.ou.edu/journals/dis/DIS39/DIS39.pdf)",Protein that transfers a mannose to the Ser/Thr residues of the product of Dg.,No ,, http://flybase.org/reports/FBgn0003292
FBgn0034452,51887,P{TRiP.HMC03461}attP40,Pending,,,,,,,,,,No,Unknown (intraflagellar transport subcomplex A gene group).,No ,, http://flybase.org/reports/FBgn0034452
FBgn0265102,51904,P{TRiP.HMC03478}attP40,Pending,,,,,,,,,,No,Protein required for ciliogenesis.,No ,, http://flybase.org/reports/FBgn0265102
FBgn0030122,51938,P{TRiP.HMC03342}attP40,Pending,,,,,,,,,,No,Unknown.,No ,, http://flybase.org/reports/FBgn0030122
FBgn0034795,52871,P{TRiP.HMC03609}attP40,Pending,,,,,,,,,,No,Protein binding (predicted transcription coregulator activity).,No ,, http://flybase.org/reports/FBgn0034795
FBgn0014075,53027,P{TRiP.HMJ21752}attP40,Pending,,,,,,,,,,No,Enzyme that recognizes glycoproteins with folding defects and adds glucose to N-glycans near the misfolded part of the protein.,No ,, http://flybase.org/reports/FBgn0014075
FBgn0035805,53297,P{TRiP.HMC03513}attP40,Pending,,,,,,,,,,No,Unknown (belongs to the TMEM70 family).,No ,, http://flybase.org/reports/FBgn0035805
FBgn0025720,53867,P{TRiP.GLC01821}attP2,Pending,,,,,,,,,,No,Putative arginyltransferase involved in protein arginylation based on orthology.,No ,, http://flybase.org/reports/FBgn0025720
FBgn0030200,53928,P{TRiP.HMJ21273}attP40,Pending,,,,,,,,,,No,Unknown (predicted GTPase activity).,No ,, http://flybase.org/reports/FBgn0030200
FBgn0036118,54835,P{TRiP.HMJ21554}attP40,Pending,,,,,,,,,,No,Protein homodimerization activity (predicted gamma-tubulin binding; named biogenesis of lysosome-related organelles).,No ,, http://flybase.org/reports/FBgn0036118
FBgn0005411,55153,P{TRiP.HMC03810}attP40,Pending,,,,,,,,,,No,Large subunit of the heterodimeric complex U2AF that binds to the intron pyrimidine tract and targets U2 snRNP to the branch site early in spliceosome assembly.,Yes ,, http://flybase.org/reports/FBgn0005411
FBgn0029870,55189,P{TRiP.HMC03883}attP40,Pending,,,,,,,,,,No,Dynamin-family GTPase that mediates outer mitochondrial membrane tethering and fusion.,Yes,, http://flybase.org/reports/FBgn0029870
FBgn0036909,55231,P{TRiP.GLC01848}attP2,Pending,,,,,,,,,,No,Unknown.,No ,, http://flybase.org/reports/FBgn0036909
FBgn0051619,55296,P{TRiP.HMC03983}attP2,Pending,,,,,,,,,,No,Protein involved in ventral cord development.,No ,, http://flybase.org/reports/FBgn0051619
FBgn0004924,55314,P{TRiP.HMC04001}attP40,Pending,,,,,,,,,,No,"Topoisomerase with essential functions in cell proliferation during stages of oogenesis, embryogenesis, larva, and pupa.",Yes ,, http://flybase.org/reports/FBgn0004924
FBgn0261792,55358,P{TRiP.HMC04045}attP40,Pending,,,,,,,,,,No,U1 snRNA-containing protein that initiates spliceosome assembly by binding to the 5' splice site in pre-mRNA.,Yes ,, http://flybase.org/reports/FBgn0261792
FBgn0039943,55703,P{TRiP.HMC03926}attP40,Pending,,,,,,,,,,No,Unknown (predicted mRNA binding).,Yes ,, http://flybase.org/reports/FBgn0039943
FBgn0029891,55886,P{TRiP.HMC04160}attP2,Pending,,,,,,,,,,Yes. Spermiogenesis defects (http://dx.doi.org/10.1038/nature04779),"Ortholog of human PINK1, a gene mutated in autosomal recessive Parkinson's disease. Pink1 encodes a mitochondrially targeted Ser-Thr kinase.",Yes ,, http://flybase.org/reports/FBgn0029891
FBgn0024542,55960,P{TRiP.HMC04254}attP40,Pending,,,,,,,,,,No,Unknown (predicted nucleic acid binding).,Yes,Mouse infertility. Spermiogenesis defects (https://www.nature.com/articles/s41598-019-52105-9), http://flybase.org/reports/FBgn0024542
FBgn0036824,56880,P{TRiP.HMC04101}attP2,Pending,,,,,,,,,,No,Unknown (predictedacyl-CoA dehydrogenase activity; flavin adenine dinucleotide binding).,No ,, http://flybase.org/reports/FBgn0036824
FBgn0038826,56972,P{TRiP.HMC04412}attP40,Pending,,,,,,,,,,No,RNA-binding protein that regulates the localization and translation of mRNAs involved in multiple processes (such as oocyte axis specification).,Yes ,, http://flybase.org/reports/FBgn0038826
FBgn0010441,57015,P{TRiP.HMS04458}attP40,Pending,,,,,,,,,,No,Tyrosine kinase-like family serine-threonine protein kinase that functions in the Toll pathway.,Yes ,, http://flybase.org/reports/FBgn0010441
FBgn0266465,57042,P{TRiP.HMS04487}attP40,Pending,,,,,,,,,,No,Serine/threonine kinase of the STE20 superfamily. It is the sole Drosophila germinal center kinase type 3 family member.,Yes,, http://flybase.org/reports/FBgn0266465
FBgn0005777,57307,P{TRiP.HMS04508}attP40,Pending,,,,,,,,,,No,Unknown (predicted protein serine/threonine phosphatase activity).,Yes ,, http://flybase.org/reports/FBgn0005777
FBgn0010389,57313,P{TRiP.HMS04514}attP40,Pending,,,,,,,,,,No,Transmembrane tyrosine kinase receptor for secreted FGF ligands that utilizes the intracellular Ras-MAP kinase pathway.,Yes ,Mouse infertility 1/2 (for Fgfr3). No detailed phenotype (https://www.jax.org/strain/014182), http://flybase.org/reports/FBgn0010389
FBgn0027524,57377,P{TRiP.HMC04664}attP40,Pending,,,,,,,,,,No,Unknown.,No ,, http://flybase.org/reports/FBgn0027524
FBgn0036684,57490,P{TRiP.HMC04804}attP40,Pending,,,,,,,,,,No,Unknown.,No ,, http://flybase.org/reports/FBgn0036684
FBgn0039234,57497,P{TRiP.HMC04812}attP40,Pending,,,,,,,,,,No,Transmembrane protein that is a key component of the _-secretase.,No ,, http://flybase.org/reports/FBgn0039234
FBgn0037164,57523,P{TRiP.HMC04838}attP40,Pending,,,,,,,,,,No,Phosphatidate phosphatase.,No ,, http://flybase.org/reports/FBgn0037164
FBgn0016970,57548,P{TRiP.HMC04865}attP40,Pending,,,,,,,,,,No,Unknown (predicted nucleic acid binding).,No ,, http://flybase.org/reports/FBgn0016970
FBgn0086365,57583,P{TRiP.HMC04670}attP40,Pending,,,,,,,,,,No,"Organic cation transporter of the major facilitator superfamily, and a transcriptional target of the insulin receptor pathway.",No ,, http://flybase.org/reports/FBgn0086365
FBgn0023536,57727,P{TRiP.HMC04916}attP40,Pending,,,,,,,,,,No,Adenosinetriphosphatase.,No ,, http://flybase.org/reports/FBgn0023536
FBgn0038205,58193,P{TRiP.HMJ21855}attP40,Pending,,,,,,,,,,No,Predicted to have ATP-dependent microtubule motor activity,No ,Mouse infertility 2/2 (for Kif18a). Cell cycle defects (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2963078/), http://flybase.org/reports/FBgn0038205
FBgn0002905,58238,P{TRiP.HMJ22259}attP40,Pending,,,,,,,,,,Yes. Reported male sterility (https://flybase.org/reports/FBal0012660#phenotypic_data_sub),DNA-directed DNA polymerase and Adenosinetriphosphatase (contributes to repair/tolerance of DNA interstrand crosslinks and alternative-end joining repair of DNA double-strand breaks).,No ,, http://flybase.org/reports/FBgn0002905
FBgn0036493,58352,P{TRiP.HMS04333}attP40,Pending,,,,,,,,,,No,"Unknown (predicted amino acid (arginine, L-lysine and L-ornithine) transmembrane transporter activity).",Yes ,, http://flybase.org/reports/FBgn0036493
FBgn0019952,60125,P{TRiP.HMC05119}attP40,Pending,,,,,,,,,,No,Unknown (predicted transmembrane transporter activity).,No ,, http://flybase.org/reports/FBgn0019952
FBgn0030109,61176,P{TRiP.HMC05146}attP40,Pending,,,,,,,,,,No,Unknown.,No ,, http://flybase.org/reports/FBgn0030109
FBgn0030993,61259,P{TRiP.HMJ23038}attP40,Pending,,,,,,,,,,No,Protein binding.,Yes ,, http://flybase.org/reports/FBgn0030993
FBgn0034214,61311,P{TRiP.HMJ23145}attP40,Pending,,,,,,,,,,No,Unknown (predicted N6-threonylcarbomyladenosine methylthiotransferase activity).,No ,, http://flybase.org/reports/FBgn0034214
FBgn0015828,62169,P{TRiP.HMC05176}attP40,Pending,,,,,,,,,,No,Large subunit of the RNA polymerase II general transcription factor TFIIE.,No ,, http://flybase.org/reports/FBgn0015828
FBgn0002778,62207,P{TRiP.HMC05214}attP40,Pending,,,,,,,,,,No,Encodes the putative amino acid/polyamine transporter involved in leucine import,No ,, http://flybase.org/reports/FBgn0002778
FBgn0032769,62290,P{TRiP.HMJ23647}attP40,Pending,,,,,,,,,,No,Unknown.,No ,, http://flybase.org/reports/FBgn0032769
FBgn0033783,62320,P{TRiP.HMJ23677}attP40,Pending,,,,,,,,,,No,Unknown (predicted zinc ion binding).,No ,, http://flybase.org/reports/FBgn0033783
