id_gene,gene,Stock Number,Transgene,Status,Human variants in cohort,FT1 eggs,FT1 hatched,FT2 eggs,FT2 hatched,FT3 eggs,FT3 hatched,FT4 eggs,FT4 hatched,Recorded cellular phenotype,Previously reported in DM?,Function,Previous ref to RNAi working?,Other species infertility phenotype?,Our DM pheno code,Others DM pheno code,MM pheno code,HS pheno code,Flybase link,Origin of gene
FBgn0031254,CG13692,v32060,P{GD8096}v32060,Screened,,25,21,26,25,30,25,28,20,,No,Predicted to have GTP binding activity,Yes,,,,,,http://flybase.org/reports/FBgn0031254,"Original ""pool"""
FBgn0002183,dre4,v106049,P{KK100787}VIE-260B,Screened,,29,24,29,26,28,22,25,21,,No,Component of the FACT complex,Yes,,,,,,http://flybase.org/reports/FBgn0002183,"Original ""pool"""
FBgn0283724,Girdin,67960,P{TRiP.HMS05821}attP40,Screened,,28,24,26,23,26,23,29,21,,No,Predicted dynein light intermediate chain and microtubule binding,No,,,,,,http://flybase.org/reports/FBgn0283724,"Original ""pool"""
FBgn0033352,PAN2,53249,P{TRiP.GLC01808}attP2,Screened,,20,20,25,10,28,28,22,21,,Yes. Weak spermatogonia overgrowth (https://www.sciencedirect.com/science/article/pii/S1673852717300176?via%3Dihub),Contributes to poly(A)-specific ribonuclease activity,Yes,,,D,,,http://flybase.org/reports/FBgn0033352,"Original ""pool"""
FBgn0002069,AspRS,v7750,P{GD1339}v7750,Screened,,31,25,25,20,29,26,27,23,,No,Aspartate-tRNA ligase,Yes,,,,,,http://flybase.org/reports/FBgn0002069,"Original ""pool"""
FBgn0025716,Bap55,v24703,P{GD11955}v24703,Screened,,25,22,23,21,27,26,25,15,,No,Brahma associated protein 55kD,Yes,,,,,,http://flybase.org/reports/FBgn0025716,"Original ""pool"""
FBgn0039187,CG6454,v36654,P{GD14949}v36654,Screened,Heterozygous - missense,26,25,28,21,29,27,28,20,,No,Predicted to be involved in protein transport,Yes,,,,,,http://flybase.org/reports/FBgn0039187,"Original ""pool"""
FBgn0052666,Drak,36055,P{TRiP.GL00087}attP2,Screened,,26,22,31,27,26,21,30,25,,No,Protein serine/threonine kinase,Yes ,,,,,,http://flybase.org/reports/FBgn0052666,"Original ""pool"""
FBgn0034127,CG7848,61183,P{TRiP.HMC05153}attP2,Screened,,25,20,25,20,25,25,25,19,,No,Malate dehydrogenase,No,,,,,,http://flybase.org/reports/FBgn0034127,"Original ""pool"""
FBgn0024945,NitFhit,38961,P{TRiP.HMS01875}attP40,Screened,,25,21,25,19,25,20,25,24,,No,bis(5'-adenosyl)-triphosphatase,No ,,,,,,http://flybase.org/reports/FBgn0024945,"Original ""pool"""
FBgn0283472,S6k,41895,P{TRiP.GL01327}attP2,Screened,,24,22,25,19,25,20,26,23,,No,Ribosomal protein S6 kinase,Yes,,,,,,http://flybase.org/reports/FBgn0283472,"Original ""pool"""
FBgn0036254,CG5645,v9289,P{GD1720}v9289,Screened,,30,25,26,18,30,29,23,20,,No,Predicted to be involved in endonucleolytic cleavage,Yes ,,,,,,http://flybase.org/reports/FBgn0036254,"Original ""pool"""
FBgn0037374,jagn,v108991,P{KK107655}VIE-260B,Screened,,26,19,30,20,27,27,30,29,,No,Required for endoplasmic reticulum organization and proper vesicular traffic,No,,,,,,http://flybase.org/reports/FBgn0037374,"Original ""pool"""
FBgn0036821,CG3961,v37305,P{GD2713}v37305,Screened,,29,24,31,28,30,21,30,28,,No,Predicted to have long-chain fatty acid-CoA ligase activity,Yes,,,,,,http://flybase.org/reports/FBgn0036821,"Original ""core"""
FBgn0039147,CG10694,v13649 (51434 lethal),P{GD4241}v13649,Screened,,25,20,25,18,26,25,26,23,,No,Predicted to have polyubiquitin modification-dependent protein binding activity,No ,,,,,,http://flybase.org/reports/FBgn0039147,"Original ""pool"""
FBgn0037543,CG10903,v27334,P{GD7119}v27334,Screened,,26,20,28,20,26,23,32,32,,No,Predicted to have rRNA methyltransferase activity,Yes,,,,,,http://flybase.org/reports/FBgn0037543,"Original ""pool"""
FBgn0004619,GluRIA,v44439,P{GD3582}v44439,Screened,,25,18,25,22,26,20,25,25,,No,Glutamate receptor IA,Yes ,,,,,,http://flybase.org/reports/FBgn0004619,"Original ""pool"""
FBgn0034452,Oseg6,51887,P{TRiP.HMC03461}attP40,Screened,,28,28,29,27,25,17,25,19,,No,Unknown,No ,Human asthenozoospermia (https://pubmed.ncbi.nlm.nih.gov/32323121/),,,,C,http://flybase.org/reports/FBgn0034452,"Original ""pool"""
FBgn0037024,tzn,v6262,P{GD1595}v6262/TM3,Screened,,23,15,25,22,21,19,16,15,,No,Hydroxyacylglutathione hydrolase,Yes ,,,,,,http://flybase.org/reports/FBgn0037024,"Original ""pool"""
FBgn0264077,Cnx14D,v5597,P{GD1173}v5597,Screened,,26,20,25,16,29,28,31,31,,No,Predicted to have calcium ion binding and unfolded protein binding activity,No,Mouse infertility 2/3 (Clgn). Defective sperm migration and interaction with the egg (http://www.jbc.org/content/286/7/5639.full),,,C,,http://flybase.org/reports/FBgn0264077,"Original ""core"""
FBgn0036330,CG11263,v31113,P{GD6726}v31113,Screened,Homozygous - missense,30,18,28,26,30,29,25,22,,No,Predicted to have RNA binding activity and protein homodimerization activity,Yes ,,,,,,http://flybase.org/reports/FBgn0036330,"Original ""pool"""
FBgn0263599,l(3)72Ab,50716,P{TRiP.HMS02950}attP40,Screened,,27,23,24,24,26,23,25,16,,Yes. Defects in spermatogonial differentiation and absence of mature sperm (https://www.pnas.org/content/113/15/4134),RNA helicase,Yes,,,D,,,http://flybase.org/reports/FBgn0263599,"Original ""pool"""
FBgn0033402,Myd88,v25399,P{GD9716}v25399,Screened,,26,25,25,23,25,21,29,19,,No,Adaptor protein,Yes ,,,,,,http://flybase.org/reports/FBgn0033402,"Original ""pool"""
FBgn0250785,vari,28599,P{TRiP.HM05087}attP2,Screened,,25,23,30,27,30,21,21,18,,No,Membrane-associated guanylate kinase ,Yes ,,,,,,http://flybase.org/reports/FBgn0250785,"Original ""pool"""
FBgn0003651,svp,v37086,P{GD1546}v37086,Screened,,25,17,26,21,30,28,25,24,,No,Transcription repressor,Yes,,,,,,http://flybase.org/reports/FBgn0003651,"Original ""core"""
FBgn0053554,Nipped-A,34849,P{TRiP.HMS00167}attP2,Screened,,26,20,25,18,27,26,29,27,,Yes. Germ line stem cell loss (https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1009834),Predicted transcription coregulator activity,Yes,,,D,,,http://flybase.org/reports/FBgn0053554,"Original ""pool"""
FBgn0004049,yrt,v28674,P{GD13224}v28674,Screened,,25,20,26,20,26,23,29,27,,No,Membrane-associated protein,Yes ,,,,,,http://flybase.org/reports/FBgn0004049,"Original ""pool"""
FBgn0033809,CG4630,61249,P{TRiP.HMJ23028}attP40,Screened,,45,33,16,15,74,56,75,72,,No,Solute carrier family 22 member,No ,,,,,,http://flybase.org/reports/FBgn0033809,"Original ""pool"""
FBgn0027587,Prp4k,55640,P{TRiP.HMC03788}attP40,Screened,,28,28,26,22,28,17,31,29,,No,Protein kinase activity,Yes,,,,,,http://flybase.org/reports/FBgn0027587,"Original ""pool"""
FBgn0052687,CG32687,v100795,P{KK108702}VIE-260B,Screened,,27,19,25,18,26,26,29,28,,No,Predicted to be involved in signal transductio,No,,,,,,http://flybase.org/reports/FBgn0052687,"Original ""pool"""
FBgn0031256,shv,v108576,P{KK101364}VIE-260B,Screened,,28,27,25,21,28,22,25,20,,Yes. Defects in the stem cell niche (https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.10060436).,Secreted protein that activates integrin signaling,Yes,,,D,,,http://flybase.org/reports/FBgn0031256,"Original ""pool"""
FBgn0031990,PAPLA1,v35956,P{GD13962}v35956,Screened,,25,20,27,23,26,23,28,24,,Yes. Individualization defect (http://jcb.rupress.org/content/206/1/79).,Phosphatidic Acid Phospholipase A1,Yes ,,,B,,,http://flybase.org/reports/FBgn0031990,"Original ""pool"""
FBgn0034908,CG5543,v27454,P{GD11687}v27454,Screened,,27,25,25,22,26,19,28,24,,No,Unknown,Yes ,,,,,,http://flybase.org/reports/FBgn0034908,"Original ""pool"""
FBgn0031773,Fbw5,v27007,P{GD14135}v27007,Screened,,26,19,30,22,29,27,28,28,,No,Protein that targets proteins for destruction via its role as a substrate receptor for the CRL4 E3 ubiquitin ligase,Yes ,,,,,,http://flybase.org/reports/FBgn0031773,"Original ""pool"""
FBgn0027507,CG1344,35261,P{TRiP.GL00152}attP2,Screened,,30,24,21,14,27,26,33,32,,No,Member of the SCYL family of pseudokinases,Yes ,,,,,,http://flybase.org/reports/FBgn0027507,"Original ""pool"""
FBgn0284221,Sema5c,29436,P{TRiP.JF03372}attP2,Screened,,28,26,25,21,30,26,17,13,,No,Semaphorin 5c,No ,,,,,,http://flybase.org/reports/FBgn0284221,"Original ""pool"""
FBgn0035911,CG6638,64489,P{TRiP.HMC05507}attP40,Screened,,25,17,25,21,25,23,26,25,,No,Predicted flavin adenine dinucleotide binding and isovaleryl-CoA dehydrogenase activity,No ,,,,,,http://flybase.org/reports/FBgn0035911,"Original ""pool"""
FBgn0005617,msl-1,v9239,P{GD1242}v9239,Screened,,25,20,25,23,30,25,27,23,,No,Protein that is thought to form a scaffold to organize the full male-specific-lethal dosage compensation complex,Yes ,,,,,,http://flybase.org/reports/FBgn0005617,"Original ""pool"""
FBgn0052373,CG32373,v101586,P{KK103913}VIE-260B,Screened,,30,27,26,22,25,20,29,25,,No,Predicted calcium ion binding,Yes ,,,,,,http://flybase.org/reports/FBgn0052373,"Original ""pool"""
FBgn0261983,l(2)gd1,27311,P{TRiP.JF02619}attP2,Screened,,28,26,26,26,25,15,25,22,,No,Negative regulator of the Notch signaling pathway,No,,,,,,http://flybase.org/reports/FBgn0261983,"Original ""pool"""
FBgn0261618,larp,v24841,P{GD8215}v24841,Screened,,30,28,30,27,29,25,21,15,,Yes. Mutant is male sterile and has partially penetrant spermatocyte/spermatid defects (https://www.sciencedirect.com/science/article/pii/S0012160609010665?via%3Dihub),Protein that associates and interacts with poly(A)-binding protein,Yes ,,,A,,,http://flybase.org/reports/FBgn0261618,"Original ""pool"""
FBgn0003041,pbl,v35349,P{GD12384}v35349,Screened,,27,26,25,25,30,22,28,20,,Yes. Meiotic cytokinesis defects (https://www.sciencedirect.com/science/article/pii/S0960982205015654).,Rho guanine nucleotide exchange factor,Yes,,,A,,,http://flybase.org/reports/FBgn0003041,"Original ""pool"""
FBgn0036837,CG18135,66314,P{TRiP.HMC06184}attP40,Screened,,26,19,25,21,26,26,25,21,,No,Glycerophosphocholine phosphodiesterase,No,,,,,,http://flybase.org/reports/FBgn0036837,"Original ""pool"""
FBgn0036449,bmm,v37877,P{GD5139}v37877,Screened,Heterozygous - missense (2 DM genes),26,24,25,23,25,20,26,20,,No,Triacylglycerol lipase,Yes ,,,,,,http://flybase.org/reports/FBgn0036449,"Original ""pool"""
FBgn0035877,CG7083,v107627,P{KK101270}VIE-260B,Screened,,26,22,25,24,27,20,30,26,,No,Predicted to be involved in Golgi to plasma membrane protein transport,No ,,,,,,http://flybase.org/reports/FBgn0035877,"Original ""pool"""
FBgn0001104,Galphai,31133,P{TRiP.JF01608}attP2,Screened,,22,17,12,12,26,21,30,25,,No,G protein alpha i subunit,No ,,,,,,http://flybase.org/reports/FBgn0001104,"Original ""pool"""
FBgn0029906,xit,28536,P{TRiP.HM05022}attP2,Screened,,26,21,27,27,26,22,25,19,,No,Glucosyl transferase,Yes,,,,,,http://flybase.org/reports/FBgn0029906,"Original ""pool"""
FBgn0025808,Rad17,v103552,P{KK101000}VIE-260B,Screened,,26,24,27,27,30,24,26,18,,No,Rad17,No ,,,,,,http://flybase.org/reports/FBgn0025808,"Original ""pool"""
FBgn0002905,mus308,58238,P{TRiP.HMJ22259}attP40,Screened,Homozygous - missense (2 DM genes),34,23,31,24,29,28,27,27,,Yes. Reported male sterility (https://flybase.org/reports/FBal0012660#phenotypic_data_sub),DNA-directed DNA polymerase and adenosinetriphosphatase,No ,,,G,,,http://flybase.org/reports/FBgn0002905,"Original ""pool"""
FBgn0004379,Klp67A,62383,P{TRiP.HMJ23779}attP40,Screened,,27,22,26,24,25,20,25,22,,Yes. Meiotic defects (https://www.molbiolcell.org/doi/10.1091/mbc.e03-05-0342),Microtubule motor protein,No ,Mouse infertility 1/2 (for Kif18a). Cell cycle defects (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2963078/),,A,E,,http://flybase.org/reports/FBgn0004379,"Original ""pool"""
FBgn0031078,Nup205,v38610,P{GD7439}v38610,Screened,Heterozygous - missense,27,23,30,24,30,27,30,26,,No,Nucleoporin 205kD,Yes,,,,,,http://flybase.org/reports/FBgn0031078,"Original ""pool"""
FBgn0025615,Torsin,50620,P{TRiP.HMC02987}attP2,Screened,,27,27,27,24,26,19,25,20,,Yes. Male sterility (https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0026183),AAA-ATPase,No ,,,G,,,http://flybase.org/reports/FBgn0025615,"Original ""pool"""
FBgn0037659,Kdm2,v31402 - lost stock,P{GD7173}v31402,Screened,,27,25,26,21,27,24,25,20,,No,Lysine (K)-specific demethylase 2,Yes,,,,,,http://flybase.org/reports/FBgn0037659,"Original ""pool"""
FBgn0033447,dila,v32668,P{GD9168}v32668,Screened,,25,15,30,29,30,30,28,24,,Yes. Spermiogenesis defects (https://jcs.biologists.org/content/124/15/2622),Cilium-specific protein with a role in cilium/flagellum formation,No ,Mouse infertility (Cep131). Flagellar defects (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3887133/),,B,B,,http://flybase.org/reports/FBgn0033447,"Original ""pool"""
FBgn0026080,Tip60,35243,P{TRiP.GL00130}attP2,Screened,,26,23,25,21,27,20,25,24,,Yes. Germ line stem cell defects (https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1006571),Lysine acetyltransferase,Yes ,,,D,,,http://flybase.org/reports/FBgn0026080,"Original ""pool"""
FBgn0039228,CG6980,65381,P{TRiP.HMC06133}attP40,Screened,,15,14,20,20,40,29,26,20,,No,Unknown ,No,Human PCD (https://pubmed.ncbi.nlm.nih.gov/31978331/),,,,C,http://flybase.org/reports/FBgn0039228,"Original ""core"""
FBgn0086445,l(2)37Cd,43981,P{TRiP.GL01591}attP2,Screened,,23,23,24,15,25,22,26,24,,No,Predicted to contribute to RNA polymerase III general transcription factor activity,No ,,,,,,http://flybase.org/reports/FBgn0086445,"Original ""pool"""
FBgn0025790,TBPH,29517,P{TRiP.HM05194}attP2,Screened,,26,26,26,23,26,24,29,18,,Yes. Reduced male fertility (https://academic.oup.com/mbe/article/36/10/2212/5514062?login=false),RNA-binding protein,Yes,,,G,,,http://flybase.org/reports/FBgn0025790,"Original ""core"""
FBgn0031052,CG14215,67882,P{TRiP.HMS05733}attP40,Screened,Homozygous - missense + Heterozygous missense,32,30,29,27,25,17,25,22,,No,Component of the nuclear pore complex,No,,,,,,http://flybase.org/reports/FBgn0031052,"Original ""pool"""
FBgn0038047,CG5245,57445,P{TRiP.HMC04753}attP40,Screened,Heterozygous - missense (19 DM genes),30,26,20,17,28,20,20,20,,No,Zinc finger C2H2 transcription factor,No,,,,,,http://flybase.org/reports/FBgn0038047,"Original ""pool"""
FBgn0037164,CG11438,57523,P{TRiP.HMC04838}attP40,Screened,,27,20,29,26,28,25,31,28,,No,Phosphatidate phosphatase,No ,,,,,,http://flybase.org/reports/FBgn0037164,"Original ""pool"""
FBgn0288631,Yif1,v2679,P{GD302}v2679,Screened,,29,24,28,24,27,25,29,24,,No,Unknown (involved in cell morphogenesis),Yes,,,,,,http://flybase.org/reports/FBgn0039450,"Original ""pool"""
FBgn0035766,eco,v35982,P{GD13980}v35982,Screened,,30,27,29,27,30,26,27,20,,No,Acetyltransferase required for the establishment of sister chromatid cohesion ,Yes ,,,,,,http://flybase.org/reports/FBgn0035766,"Original ""pool"""
FBgn0039252,CG11771,v18946,P{GD6258}v18946,Screened,,25,22,26,26,29,22,30,24,,No,Predicted metalloendopeptidase activity,Yes,,,,,,http://flybase.org/reports/FBgn0039252,"Original ""pool"""
FBgn0031227,CG3709,v34687,P{GD11051}v34687,Screened,Heterozygous - stop gained; frameshift,25,20,26,23,30,28,28,23,,No,Responsible for synthesis of pseudouridine from uracil-55 in the psi GC loop of transfer RNAs,Yes,,,,,,http://flybase.org/reports/FBgn0031227,"Original ""pool"""
FBgn0033755,ClC-b,v4642,P{GD1958}v4642,Screened,,25,20,25,25,25,23,25,18,,No,Chloride transmembrane transporter,Yes ,,,,,,http://flybase.org/reports/FBgn0033755,"Original ""pool"""
FBgn0036496,CG7804,v49886,P{GD17843}v49886,Screened,,27,27,27,26,30,24,25,17,,No,mRNA 3'-UTR binding activity,Yes,,,,,,http://flybase.org/reports/FBgn0036496,"Original ""core"""
FBgn0027330,l(1)G0020,v13479,P{GD3539}v13479,Screened,Heterozygous - missense,23,17,31,29,31,28,30,26,,No,Acetyltransferase,Yes ,,,,,,http://flybase.org/reports/FBgn0027330,"Original ""pool"""
FBgn0036967,SCCRO4,v104778,P{KK108602}VIE-260B,Screened,,22,21,15,13,24,21,16,12,,No,Regulator of protein neddylation,No ,,,,,,http://flybase.org/reports/FBgn0036967,"Original ""pool"""
FBgn0015828,TfIIEalpha,v12592 (62169 defective) ,P{GD4086}v12592,Screened,,25,24,25,22,25,20,26,21,,No,Large subunit of the RNA polymerase II general transcription factor TFIIE,No ,,,,,,http://flybase.org/reports/FBgn0015828,"Original ""pool"""
FBgn0030345,CG1847,v43702,P{GD9582}v43702,Screened,,25,23,25,21,25,22,26,21,,No,Unknown,Yes ,,,,,,http://flybase.org/reports/FBgn0030345,"Original ""pool"""
FBgn0264695,Mhc,v7164,P{GD1485}v7164,Screened,"Heterozygous - frameshift; missense (multiple, both in MYH1 and MYH8; 2 DM genes)",27,26,25,20,30,29,25,18,,Yes. Apparent reduction in sperm counts and increased morphological variability. (http://www.ou.edu/journals/dis/DIS83/Research83/Akhileshwar%20and%20Ramachandra%2045.pdf),Myosin heavy chain,Yes,,,C,,,http://flybase.org/reports/FBgn0264695,"Original ""core"""
FBgn0038917,CG6678,v100804,P{KK108746}VIE-260B,Screened,Heterozygous - frameshift (multiple),30,24,25,24,29,22,29,27,,No,Unknown,No ,,,,,,http://flybase.org/reports/FBgn0038917,"Original ""pool"""
FBgn0003071,Pfk,v3017,P{GD1508}v3017,Screened,,27,20,25,21,20,19,25,23,,No,6-phosphofructokinase activity ,Yes,,,,,,http://flybase.org/reports/FBgn0003071,"Original ""core"""
FBgn0034975,enok,29518,P{TRiP.HM05195}attP2,Screened,,25,23,23,21,26,23,30,22,,No,MYST family histone acetyltransferase,Yes ,,,,,,http://flybase.org/reports/FBgn0034975,"Original ""pool"""
FBgn0001114,Glt,v15428,P{GD5017}v15428,Screened,,26,22,25,16,29,28,29,29,,No,Secreted protein that belongs to the family of cholinesterase/carboxylesterase-like proteins,Yes ,,,,,,http://flybase.org/reports/FBgn0001114,"Original ""pool"""
FBgn0038659,EndoA,27679,P{TRiP.JF02758}attP2,Screened,,28,28,25,23,25,21,26,18,,No,Essential protein for synaptic vesicle endocytosis,No,,,,,,http://flybase.org/reports/FBgn0038659,"Original ""pool"""
FBgn0283658,muc,v48941,P{GD16843}v48941,Screened,,26,20,25,21,25,23,26,24,,No,Dihydrolipoyllysine-residue acetyltransferase,Yes ,,,,,,http://flybase.org/reports/FBgn0283658,"Original ""pool"""
FBgn0000299,Col4a1,44520,P{TRiP.HMC02910}attP2,Screened,,25,15,21,20,29,29,30,27,,No,Subunit of Collagen IV,Yes ,,,,,,http://flybase.org/reports/FBgn0000299,"Original ""pool"""
FBgn0264978,Slh,50940,P{TRiP.HMJ21035}attP40,Screened,,25,20,28,27,27,23,25,21,,No,Predicted to have syntaxin binding activity,Yes,,,,,,http://flybase.org/reports/FBgn0264978,"Original ""pool"""
FBgn0085370,Pde11,v25197,P{GD8930}v25197,Screened,,26,25,25,25,29,20,31,25,,No,"3',5'-cyclic-GMP phosphodiesterase",Yes  ,,,,,,http://flybase.org/reports/FBgn0085370,"Original ""pool"""
FBgn0261266,zuc,36742,P{TRiP.HMS03002}attP40,Screened,,25,18,26,22,30,28,24,23,,No,Functions in the processing of primary piRNA transcripts through its endonuclease activity,Yes,Mouse infertility. Meiotic arrest (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3062204/),,,A,,http://flybase.org/reports/FBgn0261266,"Original ""pool"""
FBgn0039140,Miro,27695,P{TRiP.JF02775}attP2,Screened,,27,25,29,27,22,19,23,17,,No,Mitochondrial Rho,Yes ,,,,,,http://flybase.org/reports/FBgn0039140,"Original ""pool"""
FBgn0003890,betaTub97EF,64858,P{TRiP.HMC05731}attP40,Screened,,26,21,25,24,26,18,25,25,,No,β-tubulin protein,No,,,,,,http://flybase.org/reports/FBgn0003890,"Original ""pool"""
FBgn0036211,CG5946,65007,P{TRiP.HMC05881}attP40,Screened,,25,20,27,20,25,23,19,19,,No,Cytochrome-b5 reductase,No,,,,,,http://flybase.org/reports/FBgn0036211,"Original ""pool"""
FBgn0004556,Dbp73D,v36132,P{GD14287}v36132,Screened,Heterozygous - frameshift,29,26,29,25,27,26,27,20,,No,Predicted to have RNA binding activity and RNA helicase activity,Yes ,,,,,,http://flybase.org/reports/FBgn0004556,"Original ""pool"""
FBgn0030794,CG13005,43967,P{TRiP.GL01577}attP2,Screened,,25,23,22,19,25,22,25,20,,No,Unknown,No,,,,,,http://flybase.org/reports/FBgn0030794,"Original ""pool"""
FBgn0025463,Bap60,31337,P{TRiP.JF01295}attP2,Screened,,22,16,31,31,27,20,28,28,,No,Brahma associated protein 60kD,Yes ,,,,,,http://flybase.org/reports/FBgn0025463,"Original ""pool"""
FBgn0037163,laza,32515,P{TRiP.HMS00519}attP2,Screened,,25,24,27,20,28,26,25,21,,No,"Protein involved in phototransduction, response to light intensity and thermotaxis",No ,,,,,,http://flybase.org/reports/FBgn0037163,"Original ""pool"""
FBgn0004875,enc,42797,P{TRiP.GL01168}attP2,Screened,,27,22,24,21,25,22,30,27,,No,Regulator of germline mitoses,No,,,,,,http://flybase.org/reports/FBgn0004875,"Original ""pool"""
FBgn0035248,CG13919,v100923,P{KK106234}VIE-260B,Screened,,24,22,26,25,27,18,28,26,,No,Unknown,No,Mouse infertifility (Tmem60). Unspecified reason (https://www.mousephenotype.org/data/genes/MGI:2673965),,,G,,http://flybase.org/reports/FBgn0035248,"Original ""pool"""
FBgn0052110,CG32110,62438,P{TRiP.HMJ23892}attP40,Screened,,55,46,45,43,65,52,60,53,,No,Predicted SUMO-specific isopeptidase,No,,,,,,http://flybase.org/reports/FBgn0052110,"Original ""pool"""
FBgn0261804,CG42750,v104049,P{KK112556}VIE-260B,Screened,Heterozygous - splice var; missense (3 DM genes),28,23,32,31,27,25,25,19,,No,Dipeptidase,No ,,,,,,http://flybase.org/reports/FBgn0261804,"Original ""pool"""
FBgn0259729,CG42383,v108712,P{KK106508}VIE-260B,Screened,,33,32,30,22,25,21,30,28,,No,Predicted to have ubiquitin binding activity,No,,,,,,http://flybase.org/reports/FBgn0259729,"Original ""core"""
FBgn0035831,Pop4,v28179,P{GD12360}v28179,Screened,,26,21,27,22,27,25,29,27,,No,Predicted to contribute to ribonuclease activity,Yes,,,,,,http://flybase.org/reports/FBgn0035831,"Original ""pool"""
FBgn0002899,mus301,v28072,P{GD12336}v28072,Screened,Homozygous - missense (2 DM genes),25,21,25,24,28,20,29,28,,No,ATP-dependent helicase,Yes ,Mouse infertility for Helq (https://www.mousephenotype.org/data/genes/MGI:2176740),,,G,,http://flybase.org/reports/FBgn0002899,"Original ""pool"""
FBgn0026876,CG11403,51800,P{TRiP.HMC03357}attP40,Screened,,27,24,32,29,25,21,26,22,,No,"Predicted ATP and DNA binding, helicase activity and hydrolase activity",No ,,,,,,http://flybase.org/reports/FBgn0026876,"Original ""pool"""
FBgn0012034,AcCoAS,41917,P{TRiP.HMS02314}attP2,Screened,,20,18,24,18,15,13,29,28,,No,Acetate--CoA ligase,Yes ,,,,,,http://flybase.org/reports/FBgn0012034,"Original ""pool"""
FBgn0002778,mnd,62207,P{TRiP.HMC05214}attP40,Screened,Homozygous - missense (5 DM genes),34,31,29,26,34,24,32,31,,No,Encodes the putative amino acid/polyamine transporter involved in leucine import,No ,,,,,,http://flybase.org/reports/FBgn0002778,"Original ""pool"""
FBgn0036747,CG6052,64606,P{TRiP.HMC05641}attP40,Screened,Heterozygous - frameshift; stop gain; stop loss (multiple; 10 DM genes),30,29,24,15,33,31,21,20,,No,Adenosinetriphosphatase ,No,Mouse infertility 7/10 (for Abca1). Overexpression only. Unspecified male infertility defects (https://www.jci.org/articles/view/33622).,,,G,,http://flybase.org/reports/FBgn0036747,"Original ""core"""
FBgn0062413,Ctr1A,v46757,P{GD16726}v46757,Screened,,25,25,26,25,26,23,25,16,,No,Copper transporter 1A,Yes ,,,,,,http://flybase.org/reports/FBgn0062413,"Original ""pool"""
FBgn0038877,CG3308,v107374,P{KK106925}VIE-260B,Screened,,29,28,29,28,27,15,30,30,,Yes. Early spermatogenesis defects (https://www.genetics.org/content/167/2/707).,Predicted single-stranded DNA 3'-5' exodeoxyribonuclease activity.,No,,,D,,,http://flybase.org/reports/FBgn0038877,"Original ""pool"""
FBgn0004876,cdi,57010,P{TRiP.HMS04453}attP40,Screened,,25,24,29,23,26,21,27,25,,No,Serine/threonine kinase,Yes,,,,,,http://flybase.org/reports/FBgn0004876,"Original ""pool"""
FBgn0261274,Ero1L,v51169,P{GD3577}v51169,Screened,,27,24,28,28,28,24,27,20,,No,Oxidoreductase involved in disulfide bond formation in the endoplasmic reticulum,Yes,,,,,,http://flybase.org/reports/FBgn0261274,"Original ""pool"""
FBgn0051619,nolo,55296,P{TRiP.HMC03983}attP2,Screened,,26,21,25,19,26,26,25,23,,No,Protein involved in ventral cord development,No ,,,,,,http://flybase.org/reports/FBgn0051619,"Original ""pool"""
FBgn0037816,CG6345,v107280,P{KK102622}VIE-260B,Screened,,27,24,25,24,27,21,29,25,,No,Potential regulator of CDK5 activity,No ,,,,,,http://flybase.org/reports/FBgn0037816,"Original ""pool"""
FBgn0259214,PMCA,31572,P{TRiP.JF01145}attP2,Screened,,25,22,26,23,25,22,26,22,,No,Plasma membrane calcium ATPase,No,Mouse infertility. Sperm motility defects (http://www.jbc.org/content/279/27/28220.long),,,C,,http://flybase.org/reports/FBgn0259214,"Original ""pool"""
FBgn0032407,Pex19,50702,P{TRiP.HMC03104}attP2,Screened,,26,19,25,20,25,25,25,24,,Yes. Association with male sterility (https://www.molbiolcell.org/doi/10.1091/mbc.E17-08-0535),Predicted to have peroxisome membrane targeting sequence binding activity,No ,,,G,,,http://flybase.org/reports/FBgn0032407,"Original ""pool"""
FBgn0033260,Cul4,v44829,P{GD14006}v44829,Screened,,25,23,26,23,25,21,26,22,,No,Molecular scaffold for the CRL4 E3 ubiquitin ligase complex,Yes,Mouse infertility. Meiotic defects (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3065526/),,,A,,http://flybase.org/reports/FBgn0033260,"Original ""pool"""
FBgn0263747,CG43672,v48781,P{GD15297}v48781,Screened,Heterozygous - frameshift; stop gain; stop loss (multiple; 10 DM genes),25,23,26,22,26,23,25,21,,No,Adenosinetriphosphatase,Yes,Mouse infertility 8/10 (for Abca1). Overexpression only. Unspecified male infertility defects (https://www.jci.org/articles/view/33622).,,,G,,http://flybase.org/reports/FBgn0263747,"Original ""pool"""
FBgn0032123,Oatp30B,v22983,P{GD12775}v22983,Screened,,24,24,20,13,26,25,25,22,,No,Transmembrane transporter ,Yes,,,,,,http://flybase.org/reports/FBgn0032123,"Original ""core"""
