id_gene_DM,gene_DM,biotype_DM,DM_up,DM_down,id_gene_HS,gene_HS,biotype_HS,HS_up,HS_down,id_gene_MM,gene_MM,biotype_MM,MM_up,MM_down
FBgn0033934,CG17385,protein_coding,True,True,"ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196268,ENSG00000196605,ENSG00000229676,ENSG00000213020,ENSG00000188171,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF493,ZNF846,ZNF492,ZNF611,ZNF626,ZNF480,ZNF99,ZNF761,ZNF727","protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding","False,False,False,False,False,False,False,True,True,False,False,False,False,False,False","True,True,True,True,True,True,True,False,False,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141","protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding","False,False,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False","True,True,True,False,False,False,False,True,False,True,False,True,True,True,False,True,False,True,False,False,True,False,True,True,True"
FBgn0033491,CG18011,protein_coding,True,True,"ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196268,ENSG00000196605,ENSG00000229676,ENSG00000213020,ENSG00000188171,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF493,ZNF846,ZNF492,ZNF611,ZNF626,ZNF480,ZNF99,ZNF761,ZNF727","protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding","False,False,False,False,False,False,False,True,True,False,False,False,False,False,False","True,True,True,True,True,True,True,False,False,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141","protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding","False,False,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False","True,True,True,False,False,False,False,True,False,True,False,True,True,True,False,True,False,True,False,False,True,False,True,True,True"
FBgn0264744,CG44002,protein_coding,True,False,"ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196268,ENSG00000196605,ENSG00000229676,ENSG00000213020,ENSG00000188171,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF493,ZNF846,ZNF492,ZNF611,ZNF626,ZNF480,ZNF99,ZNF761,ZNF727","protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding","False,False,False,False,False,False,False,True,True,False,False,False,False,False,False","True,True,True,True,True,True,True,False,False,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141","protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding","False,False,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False","True,True,True,False,False,False,False,True,False,True,False,True,True,True,False,True,False,True,False,False,True,False,True,True,True"
FBgn0035690,CG10274,protein_coding,True,False,"ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196268,ENSG00000196605,ENSG00000229676,ENSG00000213020,ENSG00000188171,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF493,ZNF846,ZNF492,ZNF611,ZNF626,ZNF480,ZNF99,ZNF761,ZNF727","protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding","False,False,False,False,False,False,False,True,True,False,False,False,False,False,False","True,True,True,True,True,True,True,False,False,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141","protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding","False,False,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False","True,True,True,False,False,False,False,True,False,True,False,True,True,True,False,True,False,True,False,False,True,False,True,True,True"
FBgn0031144,CG1529,protein_coding,True,True,"ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196268,ENSG00000196605,ENSG00000229676,ENSG00000213020,ENSG00000188171,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF493,ZNF846,ZNF492,ZNF611,ZNF626,ZNF480,ZNF99,ZNF761,ZNF727","protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding","False,False,False,False,False,False,False,True,True,False,False,False,False,False,False","True,True,True,True,True,True,True,False,False,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141","protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding","False,False,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False","True,True,True,False,False,False,False,True,False,True,False,True,True,True,False,True,False,True,False,False,True,False,True,True,True"
FBgn0039329,CG10669,protein_coding,True,True,"ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196268,ENSG00000196605,ENSG00000229676,ENSG00000213020,ENSG00000188171,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF493,ZNF846,ZNF492,ZNF611,ZNF626,ZNF480,ZNF99,ZNF761,ZNF727","protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding","False,False,False,False,False,False,False,True,True,False,False,False,False,False,False","True,True,True,True,True,True,True,False,False,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141","protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding","False,False,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False","True,True,True,False,False,False,False,True,False,True,False,True,True,True,False,True,False,True,False,False,True,False,True,True,True"
FBgn0028647,CG11902,protein_coding,True,True,"ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196268,ENSG00000196605,ENSG00000229676,ENSG00000213020,ENSG00000188171,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF493,ZNF846,ZNF492,ZNF611,ZNF626,ZNF480,ZNF99,ZNF761,ZNF727","protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding","False,False,False,False,False,False,False,True,True,False,False,False,False,False,False","True,True,True,True,True,True,True,False,False,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141","protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding","False,False,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False","True,True,True,False,False,False,False,True,False,True,False,True,True,True,False,True,False,True,False,False,True,False,True,True,True"
FBgn0010590,Prosbeta1,protein_coding,True,True,ENSG00000142507,PSMB6,protein_coding,True,False,ENSMUSG00000018286,Psmb6,protein_coding,True,False
FBgn0000499,dsh,protein_coding,True,True,ENSG00000004975,DVL2,protein_coding,False,True,"ENSMUSG00000020888,ENSMUSG00000029071","Dvl2,Dvl1","protein_coding,protein_coding","False,True","True,True"
FBgn0031458,aph-1,protein_coding,True,True,ENSG00000138613,APH1B,protein_coding,True,False,ENSMUSG00000053040,Aph1c,protein_coding,True,True
FBgn0033845,mars,protein_coding,True,True,ENSG00000126787,DLGAP5,protein_coding,False,True,ENSMUSG00000037544,Dlgap5,protein_coding,True,True
FBgn0034109,CG7747,protein_coding,True,True,ENSG00000100023,PPIL2,protein_coding,False,True,ENSMUSG00000022771,Ppil2,protein_coding,True,False
FBgn0010435,emp,protein_coding,True,True,ENSG00000073060,SCARB1,protein_coding,False,True,ENSMUSG00000029426,Scarb2,protein_coding,False,True
FBgn0035815,Snmp2,protein_coding,True,False,ENSG00000073060,SCARB1,protein_coding,False,True,ENSMUSG00000029426,Scarb2,protein_coding,False,True
FBgn0264574,Glut1,protein_coding,True,False,"ENSG00000142583,ENSG00000173262","SLC2A5,SLC2A14","protein_coding,protein_coding","True,True","False,False",ENSMUSG00000003153,Slc2a3,protein_coding,True,True
FBgn0004379,Klp67A,protein_coding,True,True,ENSG00000186185,KIF18B,protein_coding,False,True,"ENSMUSG00000051378,ENSMUSG00000027115,ENSMUSG00000010021","Kif18b,Kif18a,Kif19a","protein_coding,protein_coding,protein_coding","True,True,True","False,False,True"
FBgn0002989,okr,protein_coding,True,True,ENSG00000085999,RAD54L,protein_coding,False,True,"ENSMUSG00000078773,ENSMUSG00000028702","Rad54b,Rad54l","protein_coding,protein_coding","True,False","True,True"
FBgn0028497,CG3530,protein_coding,True,True,ENSG00000139505,MTMR6,protein_coding,True,False,ENSMUSG00000021987,Mtmr6,protein_coding,True,False
FBgn0262871,lute,protein_coding,True,True,ENSG00000132640,BTBD3,protein_coding,False,True,ENSMUSG00000025103,Btbd1,protein_coding,True,False
FBgn0035470,Ccz1,protein_coding,True,True,ENSG00000122674,CCZ1,protein_coding,False,True,ENSMUSG00000029617,Ccz1,protein_coding,True,False
FBgn0038811,Pus1,protein_coding,True,True,ENSG00000177192,PUS1,protein_coding,False,True,ENSMUSG00000029507,Pus1,protein_coding,False,True
FBgn0000299,Col4a1,protein_coding,True,False,"ENSG00000204262,ENSG00000081052","COL5A2,COL4A4","protein_coding,protein_coding","False,False","True,True",ENSMUSG00000022483,Col2a1,protein_coding,True,False
FBgn0003656,sws,protein_coding,True,True,ENSG00000130653,PNPLA7,protein_coding,False,True,ENSMUSG00000036833,Pnpla7,protein_coding,True,False
FBgn0031673,CG31650,protein_coding,True,True,ENSG00000117906,RCN2,protein_coding,True,True,ENSMUSG00000032320,Rcn2,protein_coding,False,True
FBgn0003090,pk,protein_coding,True,True,ENSG00000139174,PRICKLE1,protein_coding,False,True,ENSMUSG00000036158,Prickle1,protein_coding,False,True
FBgn0030377,CG1924,protein_coding,True,True,ENSG00000153132,CLGN,protein_coding,True,False,ENSMUSG00000002190,Clgn,protein_coding,True,False
FBgn0264077,Cnx14D,protein_coding,True,True,ENSG00000153132,CLGN,protein_coding,True,False,ENSMUSG00000002190,Clgn,protein_coding,True,False
FBgn0015622,Cnx99A,protein_coding,True,True,ENSG00000153132,CLGN,protein_coding,True,False,ENSMUSG00000002190,Clgn,protein_coding,True,False
FBgn0266377,Pde8,protein_coding,True,True,ENSG00000073417,PDE8A,protein_coding,False,True,ENSMUSG00000025584,Pde8a,protein_coding,True,False
FBgn0039936,Gyf,protein_coding,True,True,ENSG00000146830,GIGYF1,protein_coding,False,True,ENSMUSG00000029714,Gigyf1,protein_coding,False,True
FBgn0033015,d4,protein_coding,True,True,ENSG00000133884,DPF2,protein_coding,False,True,ENSMUSG00000021221,Dpf3,protein_coding,True,False
FBgn0020251,sfl,protein_coding,True,True,ENSG00000070614,NDST1,protein_coding,False,True,ENSMUSG00000027977,Ndst3,protein_coding,True,False
FBgn0003483,spn-E,protein_coding,True,True,ENSG00000156414,TDRD9,protein_coding,False,True,ENSMUSG00000054003,Tdrd9,protein_coding,True,False
FBgn0037383,CG2023,protein_coding,True,True,ENSG00000113734,BNIP1,protein_coding,True,True,ENSMUSG00000024191,Bnip1,protein_coding,True,False
FBgn0010213,Sod2,protein_coding,True,True,ENSG00000112096,SOD2,protein_coding,False,True,ENSMUSG00000006818,Sod2,protein_coding,True,False
FBgn0030620,CG5662,protein_coding,True,True,ENSG00000128654,MTX2,protein_coding,False,True,ENSMUSG00000027099,Mtx2,protein_coding,True,True
FBgn0036920,CG8004,protein_coding,True,True,ENSG00000128654,MTX2,protein_coding,False,True,ENSMUSG00000027099,Mtx2,protein_coding,True,True
FBgn0035402,Usp5,protein_coding,True,True,ENSG00000111667,USP5,protein_coding,False,True,ENSMUSG00000038429,Usp5,protein_coding,False,True
FBgn0027055,CSN3,protein_coding,True,True,ENSG00000141030,COPS3,protein_coding,False,True,ENSMUSG00000019373,Cops3,protein_coding,True,False
FBgn0039234,Nct,protein_coding,True,True,ENSG00000162736,NCSTN,protein_coding,False,True,ENSMUSG00000003458,Ncstn,protein_coding,False,True
FBgn0022724,Taf8,protein_coding,True,True,ENSG00000137413,TAF8,protein_coding,False,True,ENSMUSG00000023980,Taf8,protein_coding,False,True
FBgn0028467,CG11070,protein_coding,True,True,ENSG00000110344,UBE4A,protein_coding,False,True,ENSMUSG00000059890,Ube4a,protein_coding,False,True
FBgn0086134,Prosalpha2,protein_coding,True,True,ENSG00000106588,PSMA2,protein_coding,False,True,ENSMUSG00000015671,Psma2,protein_coding,False,True
FBgn0032857,CG10947,protein_coding,True,True,ENSG00000143919,CAMKMT,protein_coding,False,True,ENSMUSG00000071037,Camkmt,protein_coding,True,True
FBgn0032600,BuGZ,protein_coding,True,True,ENSG00000010244,ZNF207,protein_coding,False,True,ENSMUSG00000017421,Zfp207,protein_coding,False,True
FBgn0027903,CG12018,protein_coding,True,True,ENSG00000106628,POLD2,protein_coding,True,False,ENSMUSG00000020471,Pold2,protein_coding,True,False
FBgn0029853,CG3781,protein_coding,True,True,ENSG00000100221,JOSD1,protein_coding,False,True,ENSMUSG00000038695,Josd2,protein_coding,True,False
FBgn0030456,CG4332,protein_coding,True,True,ENSG00000049656,CLPTM1L,protein_coding,False,True,ENSMUSG00000021610,Clptm1l,protein_coding,True,False
FBgn0003386,Shaw,protein_coding,True,True,ENSG00000158445,KCNB1,protein_coding,False,True,ENSMUSG00000035681,Kcnc2,protein_coding,True,False
FBgn0029778,RhoGAP5A,protein_coding,True,True,ENSG00000128656,CHN1,protein_coding,False,True,"ENSMUSG00000004633,ENSMUSG00000056486","Chn2,Chn1","protein_coding,protein_coding","True,True","False,False"
FBgn0265194,Trpm,protein_coding,True,True,ENSG00000119121,TRPM6,protein_coding,False,True,"ENSMUSG00000024727,ENSMUSG00000030523","Trpm6,Trpm1","protein_coding,protein_coding","True,True","False,True"
FBgn0001104,Galphai,protein_coding,True,True,ENSG00000065135,GNAI3,protein_coding,False,True,"ENSMUSG00000000001,ENSMUSG00000031748","Gnai3,Gnao1","protein_coding,protein_coding","False,True","True,True"
FBgn0001122,Galphao,protein_coding,True,True,ENSG00000065135,GNAI3,protein_coding,False,True,"ENSMUSG00000000001,ENSMUSG00000031748","Gnai3,Gnao1","protein_coding,protein_coding","False,True","True,True"
FBgn0034834,LS2,protein_coding,True,True,ENSG00000063244,U2AF2,protein_coding,False,True,ENSMUSG00000030435,U2af2,protein_coding,False,True
FBgn0005411,U2af50,protein_coding,True,True,ENSG00000063244,U2AF2,protein_coding,False,True,ENSMUSG00000030435,U2af2,protein_coding,False,True
FBgn0039846,PNPase,protein_coding,True,True,ENSG00000138035,PNPT1,protein_coding,False,True,ENSMUSG00000020464,Pnpt1,protein_coding,False,True
FBgn0002899,mus301,protein_coding,True,True,ENSG00000051341,POLQ,protein_coding,False,True,"ENSMUSG00000035266,ENSMUSG00000034206","Helq,Polq","protein_coding,protein_coding","False,True","True,True"
FBgn0002905,mus308,protein_coding,True,True,ENSG00000051341,POLQ,protein_coding,False,True,"ENSMUSG00000035266,ENSMUSG00000034206","Helq,Polq","protein_coding,protein_coding","False,True","True,True"
FBgn0003210,rb,protein_coding,True,True,ENSG00000103723,AP3B2,protein_coding,False,True,ENSMUSG00000021686,Ap3b1,protein_coding,True,False
FBgn0011829,Ret,protein_coding,True,True,ENSG00000160867,FGFR4,protein_coding,False,True,"ENSMUSG00000005320,ENSMUSG00000054252","Fgfr4,Fgfr3","protein_coding,protein_coding","False,False","True,True"
FBgn0010389,htl,protein_coding,True,True,ENSG00000160867,FGFR4,protein_coding,False,True,"ENSMUSG00000005320,ENSMUSG00000054252","Fgfr4,Fgfr3","protein_coding,protein_coding","False,False","True,True"
FBgn0022800,Cad96Ca,protein_coding,False,True,ENSG00000160867,FGFR4,protein_coding,False,True,"ENSMUSG00000005320,ENSMUSG00000054252","Fgfr4,Fgfr3","protein_coding,protein_coding","False,False","True,True"
FBgn0087040,alphaTub67C,protein_coding,True,True,"ENSG00000152086,ENSG00000075886,ENSG00000198033","TUBA3E,TUBA3D,TUBA3C","protein_coding,protein_coding,protein_coding","True,True,True","True,True,False","ENSMUSG00000067338,ENSMUSG00000067702","Tuba3b,Tuba3a","protein_coding,protein_coding","True,True","False,False"
FBgn0003884,alphaTub84B,protein_coding,True,True,"ENSG00000152086,ENSG00000075886,ENSG00000198033","TUBA3E,TUBA3D,TUBA3C","protein_coding,protein_coding,protein_coding","True,True,True","True,True,False","ENSMUSG00000067338,ENSMUSG00000067702","Tuba3b,Tuba3a","protein_coding,protein_coding","True,True","False,False"
FBgn0003886,alphaTub85E,protein_coding,False,True,"ENSG00000152086,ENSG00000075886,ENSG00000198033","TUBA3E,TUBA3D,TUBA3C","protein_coding,protein_coding,protein_coding","True,True,True","True,True,False","ENSMUSG00000067338,ENSMUSG00000067702","Tuba3b,Tuba3a","protein_coding,protein_coding","True,True","False,False"
FBgn0038565,CG7794,protein_coding,True,True,"ENSG00000152086,ENSG00000075886,ENSG00000198033","TUBA3E,TUBA3D,TUBA3C","protein_coding,protein_coding,protein_coding","True,True,True","True,True,False","ENSMUSG00000067338,ENSMUSG00000067702","Tuba3b,Tuba3a","protein_coding,protein_coding","True,True","False,False"
FBgn0035911,CG6638,protein_coding,True,False,ENSG00000128928,IVD,protein_coding,False,True,ENSMUSG00000027332,Ivd,protein_coding,True,True
FBgn0037875,ZnT86D,protein_coding,True,True,ENSG00000145740,SLC30A5,protein_coding,False,True,ENSMUSG00000054414,Slc30a7,protein_coding,False,True
FBgn0264785,Hph,protein_coding,True,True,ENSG00000269858,EGLN2,protein_coding,False,True,ENSMUSG00000058709,Egln2,protein_coding,True,False
FBgn0002914,Myb,protein_coding,True,True,ENSG00000185697,MYBL1,protein_coding,True,False,ENSMUSG00000025912,Mybl1,protein_coding,True,True
FBgn0032446,CG5780,protein_coding,True,True,ENSG00000119650,IFT43,protein_coding,False,True,ENSMUSG00000007867,Ift43,protein_coding,True,False
FBgn0031374,Wdr62,protein_coding,True,True,ENSG00000075702,WDR62,protein_coding,True,False,"ENSMUSG00000033902,ENSMUSG00000037020","Mapkbp1,Wdr62","protein_coding,protein_coding","True,True","False,False"
FBgn0024833,AP-1mu,protein_coding,True,True,ENSG00000129354,AP1M2,protein_coding,True,False,ENSMUSG00000003033,Ap1m1,protein_coding,True,False
FBgn0030354,Upf1,protein_coding,True,True,ENSG00000005007,UPF1,protein_coding,True,False,ENSMUSG00000058301,Upf1,protein_coding,False,True
FBgn0000629,E(z),protein_coding,True,True,"ENSG00000106462,ENSG00000108799","EZH2,EZH1","protein_coding,protein_coding","False,False","True,True","ENSMUSG00000029687,ENSMUSG00000006920","Ezh2,Ezh1","protein_coding,protein_coding","True,False","False,True"
FBgn0036967,SCCRO4,protein_coding,True,True,ENSG00000137692,DCUN1D5,protein_coding,False,True,ENSMUSG00000051674,Dcun1d4,protein_coding,True,False
