id_gene,Stock Number,Transgene,Status,FT1 eggs,FT1 hatched,FT2 eggs,FT2 hatched,FT3 eggs,FT3 hatched,FT4 eggs,FT4 hatched,Recorded cellular phenotype,Previously reported in DM?,Function,Previous ref to RNAi working?,Other species infertility phenotype?,Our DM pheno code,Others DM pheno code,MM pheno code,HS pheno code,Flybase link
FBgn0003483,v21374,P{GD10299}v21374/TM3,Screened,29,28,20,20,30,30,30,22,,"Yes. Male sterile, with meiotic defects (https://link.springer.com/article/10.1007/s004120100136)",RNA helicase,Yes ,Mouse infertility (Tdrd9). Meiotic failure (https://www.ncbi.nlm.nih.gov/pubmed/20059948),,A,A,,http://flybase.org/reports/FBgn0003483
FBgn0025635,42792,P{TRiP.GL01162}attP2,Screened,34,32,20,20,30,26,19,17,,No,Predicted to have DNA-binding transcription factor activity,No,,,,,,http://flybase.org/reports/FBgn0025635
FBgn0086908,32445,P{TRiP.HMS00443}attP2,Screened,25,21,32,30,28,27,29,28,,No ,Histone-lysine N-methyltransferase,Yes ,,,,,,http://flybase.org/reports/FBgn0086908
FBgn0032295,33957,P{TRiP.HMS00912}attP2,Screened,20,19,25,19,27,27,25,25,,No,Zinc finger C2H2 transcription factor,No ,,,,,,http://flybase.org/reports/FBgn0032295
FBgn0086757,v103509,P{KK112417}VIE-260B,Screened,30,28,33,29,30,27,30,30,,No,Golgi protein required for the centrosome cycle,No ,,,,,,http://flybase.org/reports/FBgn0086757
FBgn0038358,v107708,P{KK100844}VIE-260B,Screened,17,14,30,30,27,26,27,25,,No,Predicted to have intraciliary transport particle B binding activity,No,Mouse infertility. Meiotic and sperm tail defects (https://dev.biologists.org/content/25/2/223.long),,,A,,http://flybase.org/reports/FBgn0038358
FBgn0038055,v22066,P{GD11610}v22066,Screened,26,25,20,16,25,25,21,20,,No,Unknown,Yes,,,,,,http://flybase.org/reports/FBgn0038055
FBgn0011740,v5838,P{GD2875}v5838,Screened,16,16,26,26,27,22,30,27,,No,Alpha-mannosidase,No ,Mouse infertility 1/2 (Man2a2). Defective adhesion between somatic and germ cells (https://www.ncbi.nlm.nih.gov/pubmed/12417422),,,E,,http://flybase.org/reports/FBgn0011740
FBgn0001230,v47146,P{KK106301}VIE-260B,Screened,30,28,25,24,30,26,25,24,,No,Heat shock protein,Yes ,Mouse infertility 4/4 (Hspa2). Meiotic defects (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4326386/),,,A,,http://flybase.org/reports/FBgn0001230
FBgn0264000,v42890,P{GD3584}v42890,Screened,25,22,25,25,25,25,25,21,,No,Glutamate receptor IB,Yes ,,,,,,http://flybase.org/reports/FBgn0264000
FBgn0265140,58331,P{TRiP.HMJ22461}attP40,Screened,14,13,16,15,20,18,23,22,,No,ADAM metalloprotease,No ,,,,,,http://flybase.org/reports/FBgn0265140
FBgn0032042,v103418,P{KK100762}VIE-260B,Screened,16,15,27,26,30,28,18,16,,No,Unknown,No ,,,,,,http://flybase.org/reports/FBgn0032042
FBgn0030411,v104886,P{KK110925}VIE-260B,Screened,18,18,27,26,20,16,25,24,,No,Predicted gamma-glutamylcyclotransferase activity,No ,,,,,,http://flybase.org/reports/FBgn0030411
FBgn0041604,v10298,P{GD3592}v10298/TM3,Screened,28,26,30,26,26,25,30,29,,No,Glycosylphosphatidylinositol (GPI) anchored heparan sulfate proteoglycan,Yes ,,,,,,http://flybase.org/reports/FBgn0041604
FBgn0034071,v105445,P{KK102969}VIE-260B,Screened,17,15,28,27,18,17,30,28,,No,Unknown,No,,,,,,http://flybase.org/reports/FBgn0034071
FBgn0031458,v16820,P{GD840}v16820,Screened,25,25,30,29,30,25,27,25,,No,Scaffolding subunit of the gamma-secretase complex,Yes ,,,,,,http://flybase.org/reports/FBgn0031458
FBgn0265190,v109119,P{KK115806}VIE-260B,Screened,28,26,29,28,23,21,25,23,,No,Subunit of glycosylphosphatidylinositol (GPI) transamidase,No,,,,,,http://flybase.org/reports/FBgn0265190
FBgn0028879,28650,P{TRiP.JF03065}attP2,Screened,21,21,30,23,27,26,29,29,,No,Predicted to have calcium activated cation channel activity,No,,,,,,http://flybase.org/reports/FBgn0028879
FBgn0010340,v48717,P{GD16421}v48717,Screened,19,18,32,32,31,29,20,17,,No,Unknown,Yes ,,,,,,http://flybase.org/reports/FBgn0010340
FBgn0031191,v101161,P{KK105525}VIE-260B,Screened,21,19,24,22,20,20,23,21,,No,Centriolar protein,Yes,,,,,,http://flybase.org/reports/FBgn0031191
FBgn0038325,56046,P{TRiP.HMS04249}attP2,Screened,30,26,16,15,25,25,30,28,,No,Cysteine protease,No ,,,,,,http://flybase.org/reports/FBgn0038325
FBgn0026630,62490,P{TRiP.HMJ24013}attP40/CyO,Screened,26,24,5,5,25,23,29,26,,"Yes, but only in a double mutant background. Spermiogenesis defects (https://www.molbiolcell.org/doi/10.1091/mbc.e09-05-0382)",Lysophospholipid acyltransferase,No ,,,B,,,http://flybase.org/reports/FBgn0026630
FBgn0037901,61830,P{TRiP.HMJ23313}attP40,Screened,27,26,22,22,27,21,22,22,,No,3'-5'-exoribonuclease,No ,,,,,,http://flybase.org/reports/FBgn0037901
FBgn0038499,v40219,P{GD10207}v40219/TM3,Screened,24,23,17,14,23,23,25,24,,No,Transcription factor binding protein,Yes ,,,,,,http://flybase.org/reports/FBgn0038499
FBgn0037141,v44721,P{GD4222}v44721/TM3,Screened,18,17,27,27,20,16,30,30,,No,DNA polymerase eta,Yes,,,,,,http://flybase.org/reports/FBgn0037141
FBgn0001624,v41136,P{GD4689}v41136/TM3,Screened,35,34,26,24,30,28,25,23,,No,Guanylate kinase,Yes ,,,,,,http://flybase.org/reports/FBgn0001624
FBgn0032857,v16117,P{GD7138}v16117/TM3,Screened,30,28,32,30,29,28,23,21,,No,Predicted to have calmodulin-lysine N-methyltransferase activity,No,,,,,,http://flybase.org/reports/FBgn0032857
FBgn0033155,v30436,P{GD4038}v30436/CyO,Screened,21,20,20,17,24,24,22,21,,No,Histone acetyltransferase,Yes ,,,,,,http://flybase.org/reports/FBgn0033155
FBgn0038360,v100015,P{KK102936}VIE-260B,Screened,24,23,29,27,31,30,30,27,,No,Rab GTPase binding activity,No,,,,,,http://flybase.org/reports/FBgn0038360
FBgn0032208,v27467,P{GD11703}v27467/CyO,Screened,25,24,23,21,26,26,26,23,,No,Predicted to have ubiquitin-protein transferase activity,Yes,,,,,,http://flybase.org/reports/FBgn0032208
FBgn0250821,v18296,P{GD8389}v18296,Screened,21,21,22,22,25,23,25,21,,No,Unknown,No,,,,,,http://flybase.org/reports/FBgn0250821
FBgn0030010,29361,"P{TRiP.JF02525}attP2/TM3, Sb1",Screened,22,22,10,9,13,12,32,30,,No,Predicted  DNA-binding transcription repressor,No ,,,,,,http://flybase.org/reports/FBgn0030010
FBgn0039487,v1262,P{GD315}v1262,Screened,28,26,30,25,30,30,25,25,,No,Amino acid transporter,Yes ,,,,,,http://flybase.org/reports/FBgn0039487
FBgn0037999,v34899,P{GD11451}v34899/TM3,Screened,24,22,19,19,26,23,27,26,,No,Predicted short-chain acyl-CoA dehydrogenase,Yes,,,,,,http://flybase.org/reports/FBgn0037999
FBgn0038797,v104152,P{KK105452}VIE-260B,Screened,25,23,31,31,25,22,28,27,,No,Predicted to have transmembrane transporter activity,No,,,,,,http://flybase.org/reports/FBgn0038797
FBgn0263220,v101402,P{KK109058}VIE-260B,Screened,25,24,26,23,26,25,25,24,,No,Beta-subunit of Sh K[+] channels,Yes,,,,,,http://flybase.org/reports/FBgn0263220
FBgn0020309,v7779,P{GD1410}v7779,Screened,30,29,30,29,23,20,28,27,,No,Zinc finger transcription factor,Yes ,,,,,,http://flybase.org/reports/FBgn0020309
FBgn0023096,28373,P{TRiP.JF03010}attP2,Screened,22,21,25,25,20,17,27,26,,No,Minor cytoplasmic dynein heavy chain,No ,,,,,,http://flybase.org/reports/FBgn0023096
FBgn0038202,v31933,P{GD7716}v31933,Screened,25,25,30,29,25,21,26,25,,No,Predicted to contribute to ubiquitin-protein transferase activity,Yes,,,,,,http://flybase.org/reports/FBgn0038202
FBgn0037607,60371,P{TRiP.HMJ22552}attP40,Screened,17,14,19,18,10,10,19,19,,No,Aldehyde or ketonic group transferase,No ,,,,,,http://flybase.org/reports/FBgn0037607
FBgn0036184,v108871,P{KK101349}VIE-260B,Screened,15,14,29,28,25,23,21,20,,No,mRNA export from nucleus,No,,,,,,http://flybase.org/reports/FBgn0036184
FBgn0011640,27703,P{TRiP.JF02783}attP2,Screened,26,25,24,24,27,25,35,31,,No,RNA-binding protein of the RNA recognition motif (RRM) class,No ,,,,,,http://flybase.org/reports/FBgn0011640
FBgn0037109,v13054,P{GD4136}v13054,Screened,13,13,14,13,25,24,27,24,,Yes. Incomplete meiotic arrest (https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1005701),Mediator complex subunit 1,Yes ,,,A,,,http://flybase.org/reports/FBgn0037109
FBgn0031519,v24747,P{GD10937}v24747,Screened,13,13,14,13,20,17,29,29,,No,Adenosinetriphosphatase,Yes ,,,,,,http://flybase.org/reports/FBgn0031519
FBgn0034989,31376,P{TRiP.JF01343}attP2,Screened,25,25,27,26,29,27,26,23,,No,HECT ubiquitin ligase,No ,,,,,,http://flybase.org/reports/FBgn0034989
FBgn0028647,29363,"P{TRiP.JF02527}attP2/TM3, Sb1",Screened,25,23,8,8,35,34,27,24,,No,Zinc finger C2H2 transcription factor,No ,,,,,,http://flybase.org/reports/FBgn0028647
FBgn0038565,41970,P{TRiP.HMS02367}attP2,Screened,30,29,26,25,30,27,25,24,,No,Predicted alpha tubulin,No,,,,,,http://flybase.org/reports/FBgn0038565
FBgn0029928,57560,P{TRiP.HMC04877}attP40,Screened,25,24,12,12,30,27,32,30,,No,Zinc finger C2H2 transcription factor,No ,,,,,,http://flybase.org/reports/FBgn0029928
FBgn0030377,v42397,P{GD15382}v42397,Screened,15,15,30,27,30,28,29,28,,No,Predicted calcium ion binding and unfolded protein binding,Yes ,Mouse infertility 1/3 (Clgn). Defective sperm migration and interaction with the egg (http://www.jbc.org/content/286/7/5639.full),,,C,,http://flybase.org/reports/FBgn0030377
FBgn0030796,61977,P{TRiP.HMJ23603}attP40,Screened,20,20,30,26,30,28,16,16,,No,Predicted to have glutathione hydrolase activity and peptidyltransferase activity,No,,,,,,http://flybase.org/reports/FBgn0030796
FBgn0034592,v29765,P{GD15201}v29765,Screened,23,23,24,24,26,26,25,20,,No,Predicted to have calcium ion binding activity,No,,,,,,http://flybase.org/reports/FBgn0034592
FBgn0263005,v26517,P{GD11291}v26517,Screened,25,25,12,12,20,16,29,29,,No,Predicted acetylgalactosaminyltransferase,Yes,,,,,,http://flybase.org/reports/FBgn0263005
FBgn0016919,v104419,P{KK108656}VIE-260B,Screened,31,30,24,21,19,19,25,24,,No,Component of the conserved intraflagellar transport mechanism,Yes,,,,,,http://flybase.org/reports/FBgn0016919
FBgn0033856,62225,P{TRiP.HMC05232}attP40,Screened,24,22,31,30,20,19,32,31,,No,Predicted to have oxidoreductase activity,No,,,,,,http://flybase.org/reports/FBgn0033856
FBgn0022800,v1089,P{GD155}v1089,Screened,11,10,28,28,26,25,30,28,,No,Receptor tyrosine kinase,Yes ,Mouse infertility 1/2 (for Fgfr3). No detailed phenotype (https://www.jax.org/strain/014182),,,G,,http://flybase.org/reports/FBgn0022800
FBgn0025936,v6545,P{GD39}v6545,Screened,27,26,26,24,25,23,25,25,,No,Axon guidance molecule involved in the development of the nervous system,Yes ,,,,,,http://flybase.org/reports/FBgn0025936
FBgn0265174,v8143,P{GD3514}v8143/TM3,Screened,24,23,25,24,29,29,27,24,,No,Phosphatidylinositol glycan anchor biosynthesis class V,Yes ,,,,,,http://flybase.org/reports/FBgn0265174
FBgn0053196,v25933,P{GD4443}v44029,Screened,16,14,25,25,15,14,21,21,,No,"Extracellular protein involved in epidermal-cuticle attachment, aposition of wing surfaces and trachea development",Yes ,,,,,,http://flybase.org/reports/FBgn0053196
FBgn0003885,64904,P{TRiP.HMC05777}attP40/CyO,Screened,30,27,18,17,32,31,27,27,,No,alpha-tubulin isoform,No,,,,,,http://flybase.org/reports/FBgn0003885
FBgn0264077,v102924,P{KK113360}VIE-260B,Screened,15,15,29,25,22,22,21,20,,No,Predicted to have calcium ion binding and unfolded protein binding activity,No,Mouse infertility 2/3 (Clgn). Defective sperm migration and interaction with the egg (http://www.jbc.org/content/286/7/5639.full),,,C,,http://flybase.org/reports/FBgn0264077
FBgn0086558,38967,P{TRiP.HMS01881}attP40/CyO,Screened,22,20,20,19,25,24,25,25,,No,Predicted to have protein tag and ubiquitin protein ligase binding activity,No ,Mouse infertility 3/3 (Ubb). Meiotic arrest (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2223379/),,,A,,http://flybase.org/reports/FBgn0086558
FBgn0031720,v17342,P{GD8195}v17342,Screened,30,28,30,30,25,24,27,25,,No,Unknown ,Yes,,,,,,http://flybase.org/reports/FBgn0031720
FBgn0033766,v36023,P{GD14021}v36023,Screened,28,27,29,29,21,18,26,26,,No,Nucleoporin,Yes ,,,,,,http://flybase.org/reports/FBgn0033766
FBgn0029856,32933,P{TRiP.HMS00726}attP2,Screened,30,30,13,12,30,28,29,28,,No,Predicted to have protein tag and ubiquitin protein ligase binding activity,No,Mouse infertility 2/3 (Ubb). Meiotic arrest (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2223379/),,,A,,http://flybase.org/reports/FBgn0029856
FBgn0030578,v110427,P{KK101649}VIE-260B,Screened,8,8,20,20,24,21,20,19,,No,Predicted ubiquitin-protein transferase activity and zinc ion binding activity,No,,,,,,http://flybase.org/reports/FBgn0030578
FBgn0039829,62835,P{TRiP.HMJ23925}attP40,Screened,19,17,12,12,24,23,38,37,,No,Predicted to have nucleic acid binding activity,No,,,,,,http://flybase.org/reports/FBgn0039829
FBgn0037986,v109020,P{KK111645}VIE-260B,Screened,26,25,29,28,28,28,30,27,,No,Unknown,No,,,,,,http://flybase.org/reports/FBgn0037986
FBgn0026616,v108043,P{KK106563}VIE-260B,Screened,30,28,26,26,26,25,30,28,,No,Mannosidase,No ,Mouse infertility 2/2 (Man2a2). Defective adhesion between somatic and germ cells (https://www.ncbi.nlm.nih.gov/pubmed/12417422),,,E,,http://flybase.org/reports/FBgn0026616
FBgn0033528,v108456,P{KK108391}VIE-260B,Screened,29,27,31,29,30,29,25,25,,No,Endoribonuclease,Yes ,,,,,,http://flybase.org/reports/FBgn0033528
FBgn0036836,65366,P{TRiP.HMC06118}attP40,Screened,26,26,20,20,33,29,22,21,,No,Predicted to have glycerophosphocholine phosphodiesterase activity,No,,,,,,http://flybase.org/reports/FBgn0036836
FBgn0001197,28966,P{TRiP.HM05177}attP2,Screened,30,25,25,25,25,25,31,31,,"Yes. Required for male germ line stem cell maintenance, but not for differentiation (https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1003903)",Histone H2A variant,Yes ,,,D,,,http://flybase.org/reports/FBgn0001197
FBgn0034688,v108555,P{KK100776}VIE-260B,Screened,24,23,30,29,22,20,25,25,,No,Protein carboxyl O-methyltransferase,No ,,,,,,http://flybase.org/reports/FBgn0034688
FBgn0022935,33371,P{TRiP.HMS00244}attP2,Screened,25,25,15,14,34,33,29,27,,No,Zinc finger C2H2 transcription factor,No ,,,,,,http://flybase.org/reports/FBgn0022935
FBgn0032017,v22565,P{KK109968}VIE-260B,Screened,17,17,30,28,29,28,16,15,,No,Zinc finger C2H2 transcription factor,Yes ,,,,,,http://flybase.org/reports/FBgn0032017
FBgn0037297,v104878,P{KK107829}VIE-260B,Screened,34,32,27,26,15,14,30,30,,No,Predicted Rab GTPase binding activity,No ,,,,,,http://flybase.org/reports/FBgn0037297
FBgn0032517,v27848,P{GD12130}v27848,Screened,18,18,21,19,15,15,15,14,,No,Predicted  RNA polymerase III general transcription initiation factor activity,Yes ,,,,,,http://flybase.org/reports/FBgn0032517
FBgn0022699,51166,P{TRiP.HMJ03125}attP40,Screened,25,25,9,9,25,23,25,23,,No,Predicted to have DNA binding and DNA-binding transcription factor activity,No,,,,,,http://flybase.org/reports/FBgn0022699
FBgn0019932,v101753,P{KK109424}VIE-260B,Screened,22,21,29,29,28,27,28,26,,No,Adenosylmethionine decarboxylase,No ,,,,,,http://flybase.org/reports/FBgn0019932
FBgn0032373,31723,P{TRiP.HM04032}attP2,Screened,22,21,30,28,25,24,30,30,,No,Vacuolar H+ ATPase 100kD subunit 5,No ,,,,,,http://flybase.org/reports/FBgn0032373
FBgn0024291,32481,P{TRiP.HMS00484}attP2,Screened,24,23,21,21,28,26,26,25,,No,Histone deacetylase,Yes,"Mouse infertility (Sirt1). Meiotic defects, but germ cell-independent (https://www.ncbi.nlm.nih.gov/pubmed/18987333)",,,H,,http://flybase.org/reports/FBgn0024291
FBgn0260945,35177,"P{TRiP.GL00047}attP2/TM3, Sb[1]",Screened,20,17,23,23,19,19,25,25,,No,Protein serine/threonine kinase,Yes ,,,,,,http://flybase.org/reports/FBgn0260945
FBgn0034585,v26368,P{GD11194}v26368,Screened,23,22,20,19,18,17,22,22,,No,Rab GTPase binding protein,Yes ,,,,,,http://flybase.org/reports/FBgn0034585
FBgn0038721,v108953,P{KK102353}VIE-260B,Screened,29,28,26,26,30,29,25,23,,Presumably yes. Partial sterility (http://www.jbc.org/content/290/4/2521.full),Chloride ion channel activated by calcium and heat belonging to the TMEM16 family,Yes ,,,G,,,http://flybase.org/reports/FBgn0038721
FBgn0028892,v26401,P{GD11233}v26401/TM3,Screened,23,23,33,31,25,23,25,25,,No,Predicted phosphatase and carboxyl O-methyltransferase activity,Yes,,,,,,http://flybase.org/reports/FBgn0028892
FBgn0000370,v2934,P{GD1407}v2934,Screened,29,29,25,25,25,24,30,27,,No,Member of the CREB/ATF family of basic-leucine zipper transcription factors,Yes ,Mouse infertility (Atf4). Due to defect in the genital ducts (https://watermark.silverchair.com/biolreprod0371.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAApQwggKQBgkqhkiG9w0BBwagggKBMIICfQIBADCCAnYGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMkbA44JVb2TQoUYJ1AgEQgIICRyGv-dm9L5_yedAXmX9oR2_lRfiCVi6hHfEOv5G3jTjYIEhtbCGh5rP0cgnKSUFlHtw_R52S0KJX90O2SPc42nZExMYK548dz_Jki6DDGT0RGRJvyEMZ3C9Z0mXTBRWQvyyDKzae9EY9X3-af0ewe0iQrAJONg4TUoKr3RWSbkGibnsMNWbEH8Jeu1f53SosHloxwzJvKQX5yvrL8CL9i5eQn2L72JXYGrIdCMPwc8qHaaz88IXe5PYk71C04TotrlyMKQObdViB9dx94tuHzpodEjB3gJKCN3_-UC0mlvYXycsDzc36myYAMXgRS1IkRa59-IYu2Hsp-xCrNsy35OeSFs-pdfHqirPztVC2c3B7pKZRP-FXWwbwMgkVhXfmLxvq880qnC6uPywrBafizXPr312R4RHvxOTEMb1LCDFTmq5ZsO6eLJIzol7KqW7vmS2hcs-x9LdXlDc0AEmmqvedJmYSU_LcbHNkN1o5HmG2U2L6-esbXHMO-JSmx3IWN-Zn7Evui69UexammzTzU5rGUDRBfENCNTgL6ad88qrWu120Bet6W3YJ2RuAEa7BGgVepr7LEWJ-p4MApuietIxmBgPtLO2oQOQwBI2iiYq3slk6DiaUXaC0p-oqptdpmp5LzqQcnDPM8eHxauUrEvunnKbWxqmP0MQbVDj4LVQyW7Jxh9ntBHPrAiPVsD5SV-msgrQVjdEwXDGzGp4dGGa3rMejNx8qX0yZSwTthxTJ4uNEM6tQDnJ1m2bEIBOvhaUAthJur0Y),,,H,,http://flybase.org/reports/FBgn0000370
FBgn0035842,v28050,P{GD12257}v28050/TM3,Screened,20,18,25,25,21,21,25,24,,No,Predicted RNA binding and transcription termination site sequence-specific DNA binding,Yes ,Mouse infertility (Setx). Crossing-over defects (https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1003435),,,A,,http://flybase.org/reports/FBgn0035842
FBgn0030055,v46140,P{GD7826}v46140,Screened,28,27,33,31,26,26,25,24,,No,Predicted to be involved in negative regulation of autophagy,Yes,,,,,,http://flybase.org/reports/FBgn0030055
FBgn0039560,v27445,P{GD11677}v27445,Screened,28,27,31,29,30,29,19,19,,No,Unknown,Yes ,,,,,,http://flybase.org/reports/FBgn0039560
FBgn0031144,60094,P{TRiP.HMC05088}attP40,Screened,25,25,16,15,30,28,25,25,,No,Zinc finger C2H2 transcription factor,No ,,,,,,http://flybase.org/reports/FBgn0031144
FBgn0033248,v36497,P{GD14764}v36497,Screened,21,20,27,27,27,25,26,26,,No,Dicarboxylate carrier 3 ,Yes,,,,,,http://flybase.org/reports/FBgn0033248
FBgn0037203,v110425,P{KK101643}VIE-260B,Screened,23,23,30,30,25,23,25,24,,No,Basic amino acid transmembrane transporter activity,Yes,,,,,,http://flybase.org/reports/FBgn0037203
FBgn0053087,31151,P{TRiP.JF01628}attP2,Screened,37,36,21,21,22,20,26,26,,No,Predicted calcium ion binding,No ,,,,,,http://flybase.org/reports/FBgn0053087
FBgn0051294,v105842,P{KK110725}VIE-260B,Screened,25,23,27,27,27,26,30,30,,No,Unknown ,No,,,,,,http://flybase.org/reports/FBgn0051294
FBgn0030008,57423,P{TRiP.HMC04730}attP40,Screened,27,27,25,24,27,26,25,24,,No,Zinc finger C2H2 transcription factor,No ,,,,,,http://flybase.org/reports/FBgn0030008
FBgn0062442,33749,P{TRiP.HMS01088}attP2,Screened,25,25,25,25,26,23,28,28,,No,"Predicted 2 iron, 2 sulfur cluster binding",No ,,,,,,http://flybase.org/reports/FBgn0062442
FBgn0016075,50895,P{TRiP.HMC02400}attP2,Screened,22,22,28,27,25,24,26,25,,No,Subunit of Collagen IV and major component of basement membranes,Yes,,,,,,http://flybase.org/reports/FBgn0016075
FBgn0016078,v6446,P{GD1640}v6446/TM3,Screened,30,30,25,24,30,30,30,28,,Yes. Early germ cell migration defect (10.1038/385064a0),Lipid phosphate phosphatase,Yes,,,D,,,http://flybase.org/reports/FBgn0016078
FBgn0037090,v8146,P{GD3516}v8146,Screened,28,28,27,26,30,30,30,28,,No,Carboxylic ester hydrolase,No,,,,,,http://flybase.org/reports/FBgn0037090
FBgn0083956,38356,P{TRiP.HMS01824}attP40,Screened,9,9,27,27,29,26,30,30,,No,Adenosinetriphosphatase ,No,,,,,,http://flybase.org/reports/FBgn0083956
FBgn0001089,50680,P{TRiP.HMC03081}attP2,Screened,16,15,28,28,25,25,25,24,,No,β galactosidase,No ,,,,,,http://flybase.org/reports/FBgn0001089
FBgn0029512,v18528,P{GD8542}v18528,Screened,30,28,28,27,28,28,15,15,,No,Activator of SUMO 1,Yes ,,,,,,http://flybase.org/reports/FBgn0029512
FBgn0039744,63580,P{TRiP.HMJ30147}attP40,Screened,25,25,15,15,23,22,17,16,,No,Predicted to contribute to ribonuclease P activity,No,,,,,,http://flybase.org/reports/FBgn0039744
FBgn0015622,v100740,P{KK108301}VIE-260B,Screened,30,27,28,28,25,25,22,22,,No,Endoplasmic reticulum chaperone,Yes ,Mouse infertility 3/3 (Clgn). Defective sperm migration and interaction with the egg (http://www.jbc.org/content/286/7/5639.full),,,C,,http://flybase.org/reports/FBgn0015622
FBgn0035402,31886,P{TRiP.JF02163}attP2,Screened,31,31,26,26,30,27,25,25,,No,Ubiquitin specific protease 5,Yes ,,,,,,http://flybase.org/reports/FBgn0035402
FBgn0029152,v34373,P{GD10767}v34373/CyO,Screened,28,27,30,30,25,25,16,15,,No,Predicted to be involved in protein polyubiquitination,Yes,,,,,,http://flybase.org/reports/FBgn0029152
FBgn0036052,v38407,P{GD7097}v38407,Screened,31,29,30,30,30,29,27,27,,No,Unknown,Yes ,,,,,,http://flybase.org/reports/FBgn0036052
FBgn0038122,v107293,P{KK107605}VIE-260B,Screened,26,26,25,25,20,19,24,23,,No,Unknown ,No,,,,,,http://flybase.org/reports/FBgn0038122
FBgn0029993,63642,P{TRiP.HMJ30209}attP40,Screened,25,25,11,10,29,29,29,29,,No,Predicted to contribute to ATP-dependent microtubule motor activity,No ,,,,,,http://flybase.org/reports/FBgn0029993
FBgn0010314,35156,P{TRiP.GL00024}attP2,Screened,26,25,19,19,22,22,20,19,,No,Cyclin-dependent protein serine/threonine kinase activator,Yes ,Mouse infertility 1/2 (for Cks2). Meiotic defects (https://science.sciencemag.org/content/300/5619/647.long),,,A,,http://flybase.org/reports/FBgn0010314
FBgn0030768,v37412,P{GD3395}v37412/TM3,Screened,27,26,25,25,29,29,20,19,,No,Unknown,Yes,,,,,,http://flybase.org/reports/FBgn0030768
FBgn0036300,42956,P{TRiP.HMS02649}attP40,Screened,16,16,22,21,30,30,26,25,,No,Predicted phosphomannomutase,Yes ,,,,,,http://flybase.org/reports/FBgn0036300
FBgn0010435,53257,P{TRiP.GLC01817}attP2,Screened,25,23,16,16,15,15,23,23,,No,Predicted to have scavenger receptor activity,Yes,,,,,,http://flybase.org/reports/FBgn0010435
FBgn0262739,33727,P{TRiP.HMS00610}attP2,Screened,15,15,24,23,28,27,25,25,,"Yes, but with somatic driver. Leads to crystals in spermatocytes but no reference to fertility defects (http://jcs.biologists.org/content/joces/128/11/2070.full.pdf)",Argonaute/Piwi family protein,Yes ,,,H,,,http://flybase.org/reports/FBgn0262739
FBgn0045073,27263,P{TRiP.JF02567}attP2,Screened,20,20,27,27,25,24,31,30,,No,Endomasplic reticulum-membrane protein ,Yes ,,,,,,http://flybase.org/reports/FBgn0045073
FBgn0030577,v102765,P{KK112373}VIE-260B,Screened,21,21,27,27,28,26,30,30,,No,Predicted to have ubiquitin-protein transferase and zinc ion binding activity,No,,,,,,http://flybase.org/reports/FBgn0030577
FBgn0030874,42552,P{TRiP.HMJ02125}attP40,Screened,30,30,25,24,25,25,36,35,,No,Subunit of the SAGA chromatin modifying complex,No,,,,,,http://flybase.org/reports/FBgn0030874
FBgn0000567,29353,P{TRiP.JF02515}attP2,Screened,17,17,33,33,20,20,30,28,,No,Transcription factor,No,,,,,,http://flybase.org/reports/FBgn0000567
FBgn0261260,v36389,P{GD14539}v36389,Screened,19,19,24,24,30,28,28,28,,No,Predicted calcium ion binding,Yes,,,,,,http://flybase.org/reports/FBgn0261260
FBgn0035065,v38154,P{GD5963}v38154/TM3,Screened,32,31,28,28,30,29,24,24,,No,Predicted serine-type endopeptidase,No ,Mouse infertility (Tysnd1). Spermiogenesis defects (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3573110/),,,B,,http://flybase.org/reports/FBgn0035065
FBgn0031696,35260,P{TRiP.GL00151}attP2,Screened,16,15,18,18,21,21,26,26,,No,Spindle checkpoint protein,Yes ,,,,,,http://flybase.org/reports/FBgn0031696
FBgn0032015,v4253,P{GD998}v4253/TM3,Screened,21,21,27,27,19,18,23,23,,No,Oligosaccharide transferase γ subunit,Yes ,,,,,,http://flybase.org/reports/FBgn0032015
FBgn0035640,v25262,P{GD9396}v25262/CyO,Screened,29,29,30,30,30,30,23,22,,No,Component of the spindle checkpoint,Yes,,,,,,http://flybase.org/reports/FBgn0035640
FBgn0032251,v109935,P{KK112627}VIE-260B,Screened,27,27,24,24,24,24,24,23,,No,Kleisin component of the SMC5/6 protein complex,No,,,,,,http://flybase.org/reports/FBgn0032251
FBgn0038110,v100705,P{KK108005}VIE-260B,Screened,26,26,24,23,21,21,26,26,,No,Predicted to be involved in regulation of microtubule-based process,No,,,,,,http://flybase.org/reports/FBgn0038110
FBgn0085303,61301,P{TRiP.HMJ23133}attP40,Screened,25,24,16,16,25,25,30,30,,No,Unknown ,No,,,,,,http://flybase.org/reports/FBgn0085303
