Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Ensembl ID	Entrez Gene ID
MGI:4410440	MGI	MGI:4410440	Tg(Prm1-cre)1Mrc	transgene insertion 1, Mario R Capecchi	transgene		
MGI:2182765MGI:1333870		No associated gene					
MGI:96898	MGI	MGI:96898	lz	lizard	heritable phenotypic marker		17106
MGI:4418710	MGI	MGI:4418710	nad	spontaneous neuroaxonal dystrophy	heritable phenotypic marker		
MGI:1095413MGI:4420239		No associated gene					
MGI:4420240MGI:1095413		No associated gene					
MGI:97563	MGI	MGI:97563	Pgk2	phosphoglycerate kinase 2	protein coding gene	ENSMUSG00000031233	18663
MGI:1261847	MGI	MGI:1261847	Vrk1	vaccinia related kinase 1	protein coding gene	ENSMUSG00000021115	22367
MGI:5584152	MGI	MGI:5584152	Del(16Tssk1-Tssk2)1Agr	deletion, Chr 16, J Anton Grootegoed 1	chromosomal deletion		
MGI:1921941	MGI	MGI:1921941	Tdrd9	tudor domain containing 9	protein coding gene	ENSMUSG00000054003	74691
MGI:2443308	MGI	MGI:2443308	Mcph1	microcephaly, primary autosomal recessive 1	protein coding gene	ENSMUSG00000039842	244329
MGI:99460	MGI	MGI:99460	Notch3	notch 3	protein coding gene	ENSMUSG00000038146	18131
MGI:1351659	MGI	MGI:1351659	Abcg5	ATP binding cassette subfamily G member 5	protein coding gene	ENSMUSG00000040505	27409
MGI:88064MGI:4431034		No associated gene					
MGI:1351595	MGI	MGI:1351595	Insl6	insulin-like 6	protein coding gene	ENSMUSG00000050957	27356
MGI:1202300	MGI	MGI:1202300	Kcnu1	potassium channel, subfamily U, member 1	protein coding gene	ENSMUSG00000031576	16532
MGI:95790	MGI	MGI:95790	Gnrhr	gonadotropin releasing hormone receptor	protein coding gene	ENSMUSG00000029255	14715
MGI:4354223	MGI	MGI:4354223	dde	disproportionate dwarf and eye defect	heritable phenotypic marker		
MGI:95550	MGI	MGI:95550	fl	flipper-arm	heritable phenotypic marker		
MGI:1888519	MGI	MGI:1888519	Lmx1a	LIM homeobox transcription factor 1 alpha	protein coding gene	ENSMUSG00000026686	110648
MGI:1891384	MGI	MGI:1891384	Mov10l1	Mov10 like RISC complex RNA helicase 1	protein coding gene	ENSMUSG00000015365	83456
MGI:1922638	MGI	MGI:1922638	Boll	boule homolog, RNA binding protein	protein coding gene	ENSMUSG00000025977	75388
MGI:1341878	MGI	MGI:1341878	Ehd1	EH-domain containing 1	protein coding gene	ENSMUSG00000024772	13660
MGI:1858170	MGI	MGI:1858170	Oaz3	ornithine decarboxylase antizyme 3	protein coding gene	ENSMUSG00000028141	53814
MGI:1923670	MGI	MGI:1923670	Pifo	primary cilia formation	protein coding gene	ENSMUSG00000010136	100503311
MGI:98642	MGI	MGI:98642	Tcte3	t-complex-associated testis expressed 3	protein coding gene	ENSMUSG00000079707	21647
MGI:1891115	MGI	MGI:1891115	sims	sexual reproduction organ, immaturity, and seizure	heritable phenotypic marker		
MGI:1321385	MGI	MGI:1321385	Entpd5	ectonucleoside triphosphate diphosphohydrolase 5	protein coding gene	ENSMUSG00000021236	12499
MGI:1098824	MGI	MGI:1098824	Odf2	outer dense fiber of sperm tails 2	protein coding gene	ENSMUSG00000026790	18286
MGI:2384875	MGI	MGI:2384875	Cdk5rap2	CDK5 regulatory subunit associated protein 2	protein coding gene	ENSMUSG00000039298	214444
MGI:88417	MGI	MGI:88417	Clcn1	chloride channel, voltage-sensitive 1	protein coding gene	ENSMUSG00000029862	12723
MGI:2154049	MGI	MGI:2154049	Smc1b	structural maintenance of chromosomes 1B	protein coding gene	ENSMUSG00000022432	140557
MGI:3794203	MGI	MGI:3794203	Tg(Pbsn-TAg)15Tvd	transgene insertion 15, Terry Van Dyke	transgene		
MGI:2447763MGI:1095403		No associated gene					
MGI:1915119	MGI	MGI:1915119	Paip2	polyadenylate-binding protein-interacting protein 2	protein coding gene	ENSMUSG00000037058	67869
MGI:2386865MGI:1915119		No associated gene					
MGI:5583867	MGI	MGI:5583867	Del(11Cxcl16-Zmynd15)1Ifc	deletion, Chr 11, Israel F Charo	chromosomal deletion		
MGI:2684999	MGI	MGI:2684999	Tmf1	TATA element modulatory factor 1	protein coding gene	ENSMUSG00000030059	232286
MGI:1354161	MGI	MGI:1354161	Sirt6	sirtuin 6	protein coding gene	ENSMUSG00000034748	50721
MGI:1928753	MGI	MGI:1928753	Pfdn5	prefoldin 5	protein coding gene	ENSMUSG00000001289	56612
MGI:1929289	MGI	MGI:1929289	Adrm1	adhesion regulating molecule 1	protein coding gene	ENSMUSG00000039041	56436
MGI:2384210	MGI	MGI:2384210	Nphp4	nephronophthisis 4 (juvenile) homolog (human)	protein coding gene	ENSMUSG00000039577	260305
MGI:1916510	MGI	MGI:1916510	Ing2	inhibitor of growth family, member 2	protein coding gene	ENSMUSG00000063049	69260
MGI:1916510MGI:98834		No associated gene					
MGI:1915231	MGI	MGI:1915231	Hormad1	HORMA domain containing 1	protein coding gene	ENSMUSG00000028109	67981
MGI:1858960	MGI	MGI:1858960	Elovl2	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2	protein coding gene	ENSMUSG00000021364	54326
MGI:1351335	MGI	MGI:1351335	Atp1a4	ATPase, Na+/K+ transporting, alpha 4 polypeptide	protein coding gene	ENSMUSG00000007107	27222
MGI:2135272	MGI	MGI:2135272	Vangl2	VANGL planar cell polarity 2	protein coding gene	ENSMUSG00000026556	93840
MGI:2140279	MGI	MGI:2140279	Tdrd7	tudor domain containing 7	protein coding gene	ENSMUSG00000035517	100121
MGI:96250	MGI	MGI:96250	Hsp90aa1	heat shock protein 90, alpha (cytosolic), class A member 1	protein coding gene	ENSMUSG00000021270	15519
MGI:2687283	MGI	MGI:2687283	Pld6	phospholipase D family, member 6	protein coding gene	ENSMUSG00000043648	194908
MGI:96269	MGI	MGI:96269	Ranbp1	RAN binding protein 1	protein coding gene	ENSMUSG00000005732	19385
MGI:2684949	MGI	MGI:2684949	Tdrd5	tudor domain containing 5	protein coding gene	ENSMUSG00000060985	214575
MGI:1920566	MGI	MGI:1920566	Calr3	calreticulin 3	protein coding gene	ENSMUSG00000019732	73316
MGI:2151483	MGI	MGI:2151483	Derl2	Der1-like domain family, member 2	protein coding gene	ENSMUSG00000018442	116891
MGI:3619443	MGI	MGI:3619443	Mir9-3	microRNA 9-3	miRNA gene	ENSMUSG00000093238	723968
MGI:2443065	MGI	MGI:2443065	Agps	alkylglycerone phosphate synthase	protein coding gene	ENSMUSG00000042410	228061
MGI:1924845	MGI	MGI:1924845	Nup210l	nucleoporin 210-like	protein coding gene	ENSMUSG00000027939	77595
MGI:99918	MGI	MGI:99918	Mecp2	methyl CpG binding protein 2	protein coding gene	ENSMUSG00000031393	17257
MGI:1924407	MGI	MGI:1924407	Dpcd	deleted in primary ciliary dyskinesia	protein coding gene		226162
MGI:1917498	MGI	MGI:1917498	Dazap1	DAZ associated protein 1	protein coding gene	ENSMUSG00000069565	70248
MGI:1914487	MGI	MGI:1914487	Cul4a	cullin 4A	protein coding gene	ENSMUSG00000031446	99375
MGI:4943526	MGI	MGI:4943526	Tg(TSPY1-Figla)#Dean	transgene insertion, Jurrien Dean	transgene		
MGI:2180716	MGI	MGI:2180716	Gy	gyro deletion region	unclassified other genome feature		246722
MGI:1922709	MGI	MGI:1922709	Syce3	synaptonemal complex central element protein 3	protein coding gene	ENSMUSG00000078938	75459
MGI:1298392	MGI	MGI:1298392	Bscl2	Berardinelli-Seip congenital lipodystrophy 2 (seipin)	protein coding gene	ENSMUSG00000071657	14705
MGI:1922269MGI:88064		No associated gene					
MGI:103009	MGI	MGI:103009	Epb41l2	erythrocyte membrane protein band 4.1 like 2	protein coding gene	ENSMUSG00000019978	13822
MGI:1928741	MGI	MGI:1928741	Ranbp9	RAN binding protein 9	protein coding gene	ENSMUSG00000038546	56705
MGI:5141625	MGI	MGI:5141625	Tg(H2-K1-Ifnb1)10Seif	transgene insertion 10, Isabelle Seif	transgene		
MGI:1933750	MGI	MGI:1933750	hml	Hypoplasia of the membranous labyrinth	heritable phenotypic marker		
MGI:1913705	MGI	MGI:1913705	Cnpy4	canopy FGF signaling regulator 4	protein coding gene	ENSMUSG00000036968	66455
MGI:1277178	MGI	MGI:1277178	Fam91a1	family with sequence similarity 91, member A1	protein coding gene	ENSMUSG00000037119	210998
MGI:102952	MGI	MGI:102952	Dgka	diacylglycerol kinase, alpha	protein coding gene	ENSMUSG00000025357	13139
MGI:1914838	MGI	MGI:1914838	Rnf41	ring finger protein 41	protein coding gene	ENSMUSG00000025373	67588
MGI:3652039	MGI	MGI:3652039	Rad21l	RAD21-like (S. pombe)	protein coding gene	ENSMUSG00000074704	668929
MGI:1346833	MGI	MGI:1346833	Nr5a1	nuclear receptor subfamily 5, group A, member 1	protein coding gene	ENSMUSG00000026751	26423
MGI:2443727	MGI	MGI:2443727	Spef2	sperm flagellar 2	protein coding gene	ENSMUSG00000072663	320277
MGI:2384917	MGI	MGI:2384917	Cep290	centrosomal protein 290	protein coding gene	ENSMUSG00000019971	216274
MGI:96067MGI:3056898		No associated gene					
MGI:96067MGI:3829875		No associated gene					
MGI:88313MGI:1930203		No associated gene					
MGI:98880	MGI	MGI:98880	Tyr	tyrosinase	protein coding gene	ENSMUSG00000004651	22173
MGI:2679727MGI:2140279		No associated gene					
MGI:1196284	MGI	MGI:1196284	Tsc22d3	TSC22 domain family, member 3	protein coding gene	ENSMUSG00000031431	14605
MGI:1196284MGI:3757566		No associated gene					
MGI:1342292	MGI	MGI:1342292	Hspa4	heat shock protein 4	protein coding gene	ENSMUSG00000020361	15525
MGI:94872MGI:88158		No associated gene					
MGI:1927136	MGI	MGI:1927136	Arl6	ADP-ribosylation factor-like 6	protein coding gene	ENSMUSG00000022722	56297
MGI:107252	MGI	MGI:107252	Nsun2	NOL1/NOP2/Sun domain family member 2	protein coding gene	ENSMUSG00000021595	28114
MGI:1341822	MGI	MGI:1341822	Eif4h	eukaryotic translation initiation factor 4H	protein coding gene	ENSMUSG00000040731	22384
MGI:2685728	MGI	MGI:2685728	Spata22	spermatogenesis associated 22	protein coding gene	ENSMUSG00000112920	380709
MGI:105925	MGI	MGI:105925	Cdo1	cysteine dioxygenase 1, cytosolic	protein coding gene	ENSMUSG00000033022	12583
MGI:2147030	MGI	MGI:2147030	Catsperd	cation channel sperm associated auxiliary subunit delta	protein coding gene	ENSMUSG00000040828	106757
MGI:103979	MGI	MGI:103979	T(7;19)145H	reciprocal translocation, Chr 7 and 19, Harwell 145	reciprocal chromosomal translocation		21270
MGI:1919080	MGI	MGI:1919080	Pdilt	protein disulfide isomerase-like, testis expressed	protein coding gene	ENSMUSG00000030968	71830
MGI:97424	MGI	MGI:97424	Odf1	outer dense fiber of sperm tails 1	protein coding gene	ENSMUSG00000061923	18285
MGI:97516	MGI	MGI:97516	Cdk16	cyclin-dependent kinase 16	protein coding gene	ENSMUSG00000031065	18555
MGI:5320612	MGI	MGI:5320612	Vm	visceral myopathy	heritable phenotypic marker		
MGI:107933	MGI	MGI:107933	Mns1	meiosis-specific nuclear structural protein 1	protein coding gene	ENSMUSG00000032221	17427
MGI:1923078	MGI	MGI:1923078	Hormad2	HORMA domain containing 2	protein coding gene	ENSMUSG00000020419	75828
MGI:2387638	MGI	MGI:2387638	Katnal1	katanin p60 subunit A-like 1	protein coding gene	ENSMUSG00000041298	231912
MGI:1329025MGI:2136853		No associated gene					
MGI:1921437	MGI	MGI:1921437	Katnb1	katanin p80 (WD40-containing) subunit B 1	protein coding gene	ENSMUSG00000031787	74187
MGI:5428761	MGI	MGI:5428761	Tg(Pklr-HRAS*G12V)21Ak	transgene insertion 21, Axel Kahn	transgene		
MGI:1926051	MGI	MGI:1926051	Ak7	adenylate kinase 7	protein coding gene	ENSMUSG00000041323	78801
MGI:1921903	MGI	MGI:1921903	Pomk	protein-O-mannose kinase	protein coding gene	ENSMUSG00000037251	74653
MGI:1922177	MGI	MGI:1922177	Pmis2	Pmis2, sperm specific protein	protein coding gene	ENSMUSG00000049761	74927
MGI:107930MGI:107929		No associated gene					
MGI:1916023	MGI	MGI:1916023	Zc3hc1	zinc finger, C3HC type 1	protein coding gene	ENSMUSG00000039130	232679
MGI:2443047	MGI	MGI:2443047	Ttll1	tubulin tyrosine ligase-like 1	protein coding gene	ENSMUSG00000022442	319953
MGI:88276MGI:105062		No associated gene					
MGI:103980	MGI	MGI:103980	T(7;19)145H	reciprocal translocation, Chr 7 and 19, Harwell 145	reciprocal chromosomal translocation		21271
MGI:104767	MGI	MGI:104767	Gpx4	glutathione peroxidase 4	protein coding gene	ENSMUSG00000075706	625249
MGI:108515	MGI	MGI:108515	Cbx3	chromobox 3	protein coding gene	ENSMUSG00000029836	12417
MGI:2444662	MGI	MGI:2444662	Dpy19l2	dpy-19-like 2 (C. elegans)	protein coding gene	ENSMUSG00000085576	320752
MGI:2177178MGI:1924923		No associated gene					
MGI:1914902	MGI	MGI:1914902	Spaca1	sperm acrosome associated 1	protein coding gene	ENSMUSG00000028264	67652
MGI:1913884	MGI	MGI:1913884	Mcm8	minichromosome maintenance 8 homologous recombination repair factor	protein coding gene	ENSMUSG00000027353	66634
MGI:1346085	MGI	MGI:1346085	Insl5	insulin-like 5	protein coding gene	ENSMUSG00000066090	23919
MGI:5446731	MGI	MGI:5446731	Del(Y)2H	deletion, Chr Y, 2 Harwell	chromosomal deletion		
MGI:5446811	MGI	MGI:5446811	Del(Y)3H	deletion, Chr Y, 3 Harwell	chromosomal deletion		
MGI:1924281	MGI	MGI:1924281	Slc9a8	solute carrier family 9 (sodium/hydrogen exchanger), member 8	protein coding gene	ENSMUSG00000039463	77031
MGI:1914342	MGI	MGI:1914342	Gatm	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	protein coding gene	ENSMUSG00000027199	67092
MGI:1915958	MGI	MGI:1915958	Rabl2	RAB, member RAS oncogene family-like 2	protein coding gene	ENSMUSG00000022621	68708
MGI:1101768	MGI	MGI:1101768	H3f3b	H3 histone, family 3B	protein coding gene	ENSMUSG00000016559	15081
MGI:1933192MGI:2685230MGI:3757566		No associated gene					
MGI:98365	MGI	MGI:98365	Sox3	SRY (sex determining region Y)-box 3	protein coding gene	ENSMUSG00000045179	20675
MGI:3036246	MGI	MGI:3036246	Hfm1	HFM1, ATP-dependent DNA helicase homolog	protein coding gene	ENSMUSG00000043410	330149
MGI:3665166MGI:1930791		No associated gene					
MGI:1919385MGI:1916161		No associated gene					
MGI:1920929	MGI	MGI:1920929	Tex19.1	testis expressed gene 19.1	protein coding gene	ENSMUSG00000039329	73679
MGI:2441717	MGI	MGI:2441717	Eno4	enolase 4	protein coding gene	ENSMUSG00000048029	226265
MGI:1914940	MGI	MGI:1914940	Prss37	protease, serine 37	protein coding gene	ENSMUSG00000029909	67690
MGI:1930036MGI:3779078		No associated gene					
MGI:3779078MGI:1930036		No associated gene					
MGI:1919884	MGI	MGI:1919884	Tdrkh	tudor and KH domain containing protein	protein coding gene	ENSMUSG00000041912	72634
MGI:96169	MGI	MGI:96169	Hoxa	homeobox A cluster	complex/cluster/region		111336
MGI:96200	MGI	MGI:96200	Hoxd	homeobox D cluster	complex/cluster/region		111337
MGI:96200MGI:96169		No associated gene					
MGI:105089MGI:2176172		No associated gene					
MGI:1859152	MGI	MGI:1859152	Pla2g6	phospholipase A2, group VI	protein coding gene	ENSMUSG00000042632	53357
MGI:104735	MGI	MGI:104735	Gt(ROSA)26Sor	gene trap ROSA 26, Philippe Soriano	antisense lncRNA gene	ENSMUSG00000086429	14910
MGI:1858213	MGI	MGI:1858213	Clpp	caseinolytic mitochondrial matrix peptidase proteolytic subunit	protein coding gene	ENSMUSG00000002660	53895
MGI:109490	MGI	MGI:109490	Sms	spermine synthase	protein coding gene	ENSMUSG00000071708	20603
MGI:1923628MGI:2182357		No associated gene					
MGI:102670MGI:97874		No associated gene					
MGI:2148793MGI:3804662		No associated gene					
MGI:107734	MGI	MGI:107734	Ap3d1	adaptor-related protein complex 3, delta 1 subunit	protein coding gene	ENSMUSG00000020198	11776
MGI:1922428	MGI	MGI:1922428	Meiob	meiosis specific with OB domains	protein coding gene	ENSMUSG00000024155	75178
MGI:3779078MGI:104872		No associated gene					
MGI:2176594MGI:2179733		No associated gene					
MGI:5562923	MGI	MGI:5562923	Del(8Defb1-Defb13)1Jrdo	deletion, Chr 8, Julia R Dorin 1	chromosomal deletion		
MGI:1913610	MGI	MGI:1913610	Bbip1	BBSome interacting protein 1	protein coding gene	ENSMUSG00000084957	100503572
MGI:1933204	MGI	MGI:1933204	Rbm5	RNA binding motif protein 5	protein coding gene	ENSMUSG00000032580	83486
MGI:1923062	MGI	MGI:1923062	Tasp1	taspase, threonine aspartase 1	protein coding gene	ENSMUSG00000039033	75812
MGI:1933277	MGI	MGI:1933277	Gtf2a1	general transcription factor II A, 1	protein coding gene	ENSMUSG00000020962	83602
MGI:2443187	MGI	MGI:2443187	Terb1	telomere repeat binding bouquet formation protein 1	protein coding gene	ENSMUSG00000052616	320022
MGI:1921730	MGI	MGI:1921730	Samd4	sterile alpha motif domain containing 4	protein coding gene	ENSMUSG00000021838	74480
MGI:1930791	MGI	MGI:1930791	Tex101	testis expressed gene 101	protein coding gene	ENSMUSG00000062773	56746
MGI:1915159	MGI	MGI:1915159	Galntl5	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 5	protein coding gene	ENSMUSG00000028938	67909
MGI:3036258	MGI	MGI:3036258	Chd5	chromodomain helicase DNA binding protein 5	protein coding gene	ENSMUSG00000005045	269610
MGI:5576207MGI:104735		No associated gene					
MGI:1342774	MGI	MGI:1342774	Ppargc1a	peroxisome proliferative activated receptor, gamma, coactivator 1 alpha	protein coding gene	ENSMUSG00000029167	19017
MGI:1920831MGI:5566904		No associated gene					
MGI:2385165	MGI	MGI:2385165	Ncoa5	nuclear receptor coactivator 5	protein coding gene	ENSMUSG00000039804	228869
MGI:1918123	MGI	MGI:1918123	Cnbd2	cyclic nucleotide binding domain containing 2	protein coding gene	ENSMUSG00000038085	70873
MGI:1921958	MGI	MGI:1921958	Pih1d3	PIH1 domain containing 3	protein coding gene	ENSMUSG00000026063	74708
MGI:1922452	MGI	MGI:1922452	Spaca6	sperm acrosome associated 6	protein coding gene	ENSMUSG00000080316	75202
MGI:1921559	MGI	MGI:1921559	Osbp2	oxysterol binding protein 2	protein coding gene	ENSMUSG00000020435	74309
MGI:109292	MGI	MGI:109292	Rad50	RAD50 double strand break repair protein	protein coding gene	ENSMUSG00000020380	19360
MGI:98848	MGI	MGI:98848	Tshb	thyroid stimulating hormone, beta subunit	protein coding gene	ENSMUSG00000027857	22094
MGI:1353563MGI:1096393		No associated gene					
MGI:3757566MGI:1298392		No associated gene					
MGI:1914369	MGI	MGI:1914369	Ccdc159	coiled-coil domain containing 159	protein coding gene	ENSMUSG00000006241	67119
MGI:2443778	MGI	MGI:2443778	Cfap69	cilia and flagella associated protein 69	protein coding gene	ENSMUSG00000040473	207686
MGI:1914535	MGI	MGI:1914535	Cwc27	CWC27 spliceosome-associated protein	protein coding gene	ENSMUSG00000021715	67285
MGI:1920223	MGI	MGI:1920223	Fbxo47	F-box protein 47	protein coding gene	ENSMUSG00000070336	72973
MGI:1917004	MGI	MGI:1917004	Fbxo7	F-box protein 7	protein coding gene	ENSMUSG00000001786	69754
MGI:2388477	MGI	MGI:2388477	Igsf11	immunoglobulin superfamily, member 11	protein coding gene	ENSMUSG00000022790	207683
MGI:3041159	MGI	MGI:3041159	Iqub	IQ motif and ubiquitin domain containing	protein coding gene	ENSMUSG00000046192	214704
MGI:107465	MGI	MGI:107465	Plcb2	phospholipase C, beta 2	protein coding gene	ENSMUSG00000040061	18796
MGI:1918325	MGI	MGI:1918325	Rimklb	ribosomal modification protein rimK-like family member B	protein coding gene	ENSMUSG00000040649	108653
MGI:2444110	MGI	MGI:2444110	Sgms1	sphingomyelin synthase 1	protein coding gene	ENSMUSG00000040451	208449
MGI:1913898	MGI	MGI:1913898	Tpgs2	tubulin polyglutamylase complex subunit 2	protein coding gene	ENSMUSG00000024269	66648
MGI:1916966	MGI	MGI:1916966	Trip13	thyroid hormone receptor interactor 13	protein coding gene	ENSMUSG00000021569	69716
MGI:5635148	MGI	MGI:5635148	Tg(HTT*)NXwy	transgene insertion N, X William Yang	transgene		
MGI:4431232MGI:4436751		No associated gene					
MGI:2148793MGI:4437079		No associated gene					
MGI:1913495	MGI	MGI:1913495	Hspbp1	HSPA (heat shock 70kDa) binding protein, cytoplasmic cochaperone 1	protein coding gene	ENSMUSG00000063802	66245
MGI:2138614	MGI	MGI:2138614	Ccnyl1	cyclin Y-like 1	protein coding gene	ENSMUSG00000070871	227210
MGI:2448558	MGI	MGI:2448558	Fancb	Fanconi anemia, complementation group B	protein coding gene	ENSMUSG00000047757	237211
MGI:1922097	MGI	MGI:1922097	Meikin	meiotic kinetochore factor	protein coding gene	ENSMUSG00000020332	74847
MGI:1340042	MGI	MGI:1340042	Scml2	Scm polycomb group protein like 2	protein coding gene	ENSMUSG00000000037	107815
MGI:1919017	MGI	MGI:1919017	Tysnd1	trypsin domain containing 1	protein coding gene	ENSMUSG00000020087	71767
MGI:96794	MGI	MGI:96794	Lmna	lamin A	protein coding gene	ENSMUSG00000028063	16905
MGI:2443480	MGI	MGI:2443480	Setx	senataxin	protein coding gene	ENSMUSG00000043535	269254
MGI:1923736	MGI	MGI:1923736	Ly6k	lymphocyte antigen 6 complex, locus K	protein coding gene	ENSMUSG00000044678	76486
MGI:107440	MGI	MGI:107440	Cep131	centrosomal protein 131	protein coding gene	ENSMUSG00000039781	12009
MGI:3779933	MGI	MGI:3779933	Topaz1	testis and ovary specific PAZ domain containing 1	protein coding gene	ENSMUSG00000094985	671232
MGI:3045246	MGI	MGI:3045246	Arhgef15	Rho guanine nucleotide exchange factor (GEF) 15	protein coding gene	ENSMUSG00000052921	442801
MGI:1891704	MGI	MGI:1891704	Hbs1l	Hbs1-like (S. cerevisiae)	protein coding gene	ENSMUSG00000019977	56422
MGI:1918110	MGI	MGI:1918110	Sept10	septin 10	protein coding gene	ENSMUSG00000019917	103080
MGI:1915196	MGI	MGI:1915196	Spata6	spermatogenesis associated 6	protein coding gene	ENSMUSG00000034401	67946
MGI:1913311	MGI	MGI:1913311	Tctex1d2	Tctex1 domain containing 2	protein coding gene	ENSMUSG00000014075	66061
MGI:106583	MGI	MGI:106583	Rfx2	regulatory factor X, 2 (influences HLA class II expression)	protein coding gene	ENSMUSG00000024206	19725
MGI:1918742	MGI	MGI:1918742	Bbs7	Bardet-Biedl syndrome 7 (human)	protein coding gene	ENSMUSG00000037325	71492
MGI:1922715	MGI	MGI:1922715	Dynlrb2	dynein light chain roadblock-type 2	protein coding gene	ENSMUSG00000034467	75465
MGI:2146207	MGI	MGI:2146207	Gga1	golgi associated, gamma adaptin ear containing, ARF binding protein 1	protein coding gene	ENSMUSG00000033128	106039
MGI:105091MGI:103012MGI:3053809		No associated gene					
MGI:1926245	MGI	MGI:1926245	Ube2j1	ubiquitin-conjugating enzyme E2J 1	protein coding gene	ENSMUSG00000028277	56228
MGI:1309478	MGI	MGI:1309478	Baz1a	bromodomain adjacent to zinc finger domain 1A	protein coding gene	ENSMUSG00000035021	217578
MGI:2685062	MGI	MGI:2685062	Catip	ciliogenesis associated TTC17 interacting protein	protein coding gene	ENSMUSG00000073650	241112
MGI:102657	MGI	MGI:102657	Cdc34	cell division cycle 34	protein coding gene	ENSMUSG00000020307	216150
MGI:101932	MGI	MGI:101932	Cpe	carboxypeptidase E	protein coding gene	ENSMUSG00000037852	12876
MGI:91842	MGI	MGI:91842	D1Pas1	DNA segment, Chr 1, Pasteur Institute 1	protein coding gene	ENSMUSG00000039224	110957
MGI:2387100	MGI	MGI:2387100	Dusp7	dual specificity phosphatase 7	protein coding gene	ENSMUSG00000053716	235584
MGI:107444	MGI	MGI:107444	Efna5	ephrin A5	protein coding gene	ENSMUSG00000048915	13640
MGI:1097695	MGI	MGI:1097695	Ezh1	enhancer of zeste 1 polycomb repressive complex 2 subunit	protein coding gene	ENSMUSG00000006920	14055
MGI:1923520	MGI	MGI:1923520	Fam49b	family with sequence similarity 49, member B	protein coding gene	ENSMUSG00000022378	223601
MGI:95707	MGI	MGI:95707	Gh	growth hormone	protein coding gene	ENSMUSG00000020713	14599
MGI:1923858	MGI	MGI:1923858	Hectd3	HECT domain E3 ubiquitin protein ligase 3	protein coding gene	ENSMUSG00000046861	76608
MGI:105077	MGI	MGI:105077	Hsd17b1	hydroxysteroid (17-beta) dehydrogenase 1	protein coding gene	ENSMUSG00000019301	15485
MGI:1918195	MGI	MGI:1918195	Mmrn1	multimerin 1	protein coding gene	ENSMUSG00000054641	70945
MGI:1920949	MGI	MGI:1920949	Ppp2r1b	protein phosphatase 2, regulatory subunit A, beta	protein coding gene	ENSMUSG00000032058	73699
MGI:3603756	MGI	MGI:3603756	Primpol	primase and polymerase (DNA-directed)	protein coding gene	ENSMUSG00000038225	408022
MGI:1344349	MGI	MGI:1344349	Rnf216	ring finger protein 216	protein coding gene	ENSMUSG00000045078	108086
MGI:1924876	MGI	MGI:1924876	Smpd4	sphingomyelin phosphodiesterase 4	protein coding gene	ENSMUSG00000005899	77626
MGI:1355311	MGI	MGI:1355311	Stag3	stromal antigen 3	protein coding gene	ENSMUSG00000036928	50878
MGI:108081	MGI	MGI:108081	Sypl	synaptophysin-like protein	protein coding gene	ENSMUSG00000020570	19027
MGI:1917823	MGI	MGI:1917823	Tbccd1	TBCC domain containing 1	protein coding gene	ENSMUSG00000004462	70573
MGI:1914378	MGI	MGI:1914378	Ube2g1	ubiquitin-conjugating enzyme E2G 1	protein coding gene	ENSMUSG00000020794	67128
MGI:2144041	MGI	MGI:2144041	Wsb2	WD repeat and SOCS box-containing 2	protein coding gene	ENSMUSG00000029364	59043
MGI:5760296	MGI	MGI:5760296	yahsmts3	Yann Herault small testis mutant 3	heritable phenotypic marker		
MGI:5760312	MGI	MGI:5760312	yahsmts2	Yann Herault small testis mutant 2	heritable phenotypic marker		
MGI:5760320	MGI	MGI:5760320	yahsmts	Yann Herault small testis mutant	heritable phenotypic marker		
MGI:5760330	MGI	MGI:5760330	yahsmts6	Yann Herault small testis mutant 6	heritable phenotypic marker		
MGI:5760335	MGI	MGI:5760335	yahsmts5	Yann Herault small testis mutant 5	heritable phenotypic marker		
MGI:5760341	MGI	MGI:5760341	yahsmts4	Yann Herault small testis mutant 4	heritable phenotypic marker		
MGI:1917030	MGI	MGI:1917030	Smap2	small ArfGAP 2	protein coding gene	ENSMUSG00000032870	69780
MGI:1201609	MGI	MGI:1201609	Mfsd14a	major facilitator superfamily domain containing 14A	protein coding gene	ENSMUSG00000089911	15247
MGI:3779078MGI:5763249		No associated gene					
MGI:1913957	MGI	MGI:1913957	Nkapl	NFKB activating protein-like	protein coding gene	ENSMUSG00000059395	66707
MGI:1916947	MGI	MGI:1916947	Camsap3	calmodulin regulated spectrin-associated protein family, member 3	protein coding gene	ENSMUSG00000044433	69697
MGI:102467	MGI	MGI:102467	Ptpn14	protein tyrosine phosphatase, non-receptor type 14	protein coding gene	ENSMUSG00000026604	19250
MGI:2443597	MGI	MGI:2443597	Tmem203	transmembrane protein 203	protein coding gene	ENSMUSG00000078201	227615
MGI:3794527	MGI	MGI:3794527	Tg(Pmp22)My41Clh	transgene insertion My41, Clare Huxley	transgene		
MGI:2654325	MGI	MGI:2654325	Gba2	glucosidase beta 2	protein coding gene	ENSMUSG00000028467	230101
MGI:1929646	MGI	MGI:1929646	Pex3	peroxisomal biogenesis factor 3	protein coding gene	ENSMUSG00000019809	56535
