,layer,id-i,id-j,gene-i,gene-j,weight-ij,other-layer,id-ortho-i,id-ortho-j,gene-ortho-i,gene-ortho-j,ortho-weight-ij
1944,HS,ENSG00000134627,ENSG00000162639,PIWIL4,HENMT1,0.976,DM,FBgn0000146,FBgn0033686,aub,Hen1,0.876
1945,HS,ENSG00000134627,ENSG00000162639,PIWIL4,HENMT1,0.976,DM,FBgn0004872,FBgn0033686,piwi,Hen1,0.952
1946,HS,ENSG00000134627,ENSG00000162639,PIWIL4,HENMT1,0.976,DM,FBgn0250816,FBgn0033686,AGO3,Hen1,0.833
1947,HS,ENSG00000134627,ENSG00000182134,PIWIL4,TDRKH,0.983,MM,ENSMUSG00000033644,ENSMUSG00000041912,Piwil2,Tdrkh,0.97
1948,HS,ENSG00000134627,ENSG00000182134,PIWIL4,TDRKH,0.983,MM,ENSMUSG00000029423,ENSMUSG00000041912,Piwil1,Tdrkh,0.988
1949,HS,ENSG00000134627,ENSG00000182134,PIWIL4,TDRKH,0.983,DM,FBgn0000146,FBgn0031401,aub,papi,0.978
1950,HS,ENSG00000134627,ENSG00000182134,PIWIL4,TDRKH,0.983,DM,FBgn0004872,FBgn0031401,piwi,papi,0.794
1951,HS,ENSG00000134627,ENSG00000182134,PIWIL4,TDRKH,0.983,DM,FBgn0250816,FBgn0031401,AGO3,papi,0.976
1952,HS,ENSG00000134627,ENSG00000095627,PIWIL4,TDRD1,0.988,MM,ENSMUSG00000033644,ENSMUSG00000025081,Piwil2,Tdrd1,0.997
1953,HS,ENSG00000134627,ENSG00000095627,PIWIL4,TDRD1,0.988,MM,ENSMUSG00000029423,ENSMUSG00000025081,Piwil1,Tdrd1,0.988
1954,HS,ENSG00000134627,ENSG00000156414,PIWIL4,TDRD9,0.991,MM,ENSMUSG00000033644,ENSMUSG00000054003,Piwil2,Tdrd9,0.989
1955,HS,ENSG00000134627,ENSG00000156414,PIWIL4,TDRD9,0.991,MM,ENSMUSG00000029423,ENSMUSG00000054003,Piwil1,Tdrd9,0.956
1956,HS,ENSG00000134627,ENSG00000156414,PIWIL4,TDRD9,0.991,DM,FBgn0000146,FBgn0003483,aub,spn-E,0.996
1957,HS,ENSG00000134627,ENSG00000156414,PIWIL4,TDRD9,0.991,DM,FBgn0004872,FBgn0003483,piwi,spn-E,0.957
1958,HS,ENSG00000134627,ENSG00000156414,PIWIL4,TDRD9,0.991,DM,FBgn0250816,FBgn0003483,AGO3,spn-E,0.993
1959,HS,ENSG00000123131,ENSG00000239264,PRDX4,TXNDC5,0.97,MM,ENSMUSG00000025289,ENSMUSG00000038991,Prdx4,Txndc5,0.922
1960,HS,ENSG00000123131,ENSG00000239264,PRDX4,TXNDC5,0.97,DM,FBgn0040308,FBgn0030329,Jafrac2,prtp,0.921
1961,HS,ENSG00000123131,ENSG00000143870,PRDX4,PDIA6,0.936,MM,ENSMUSG00000025289,ENSMUSG00000020571,Prdx4,Pdia6,0.839
1962,HS,ENSG00000123131,ENSG00000143870,PRDX4,PDIA6,0.936,DM,FBgn0040308,FBgn0025678,Jafrac2,CaBP1,0.814
1963,HS,ENSG00000123131,ENSG00000115661,PRDX4,STK16,0.586,MM,ENSMUSG00000025289,ENSMUSG00000026201,Prdx4,Stk16,0.594
1964,HS,ENSG00000123131,ENSG00000023318,PRDX4,ERP44,0.958,MM,ENSMUSG00000025289,ENSMUSG00000028343,Prdx4,Erp44,0.919
1965,HS,ENSG00000123131,ENSG00000023318,PRDX4,ERP44,0.958,DM,FBgn0040308,FBgn0030734,Jafrac2,CG9911,0.774
1966,HS,ENSG00000072062,ENSG00000108946,PRKACA,PRKAR1A,0.998,MM,ENSMUSG00000005034,ENSMUSG00000020612,Prkacb,Prkar1a,0.992
1967,HS,ENSG00000072062,ENSG00000108946,PRKACA,PRKAR1A,0.998,MM,ENSMUSG00000005469,ENSMUSG00000020612,Prkaca,Prkar1a,0.999
1968,HS,ENSG00000072062,ENSG00000108946,PRKACA,PRKAR1A,0.998,DM,FBgn0000273,FBgn0259243,Pka-C1,Pka-R1,0.999
1969,HS,ENSG00000072062,ENSG00000108946,PRKACA,PRKAR1A,0.998,DM,FBgn0000274,FBgn0259243,Pka-C2,Pka-R1,0.952
1970,HS,ENSG00000072062,ENSG00000108946,PRKACA,PRKAR1A,0.998,DM,FBgn0039796,FBgn0259243,CG12069,Pka-R1,0.952
1971,HS,ENSG00000072062,ENSG00000186471,PRKACA,AKAP14,0.962,MM,ENSMUSG00000005034,ENSMUSG00000036551,Prkacb,Akap14,0.617
1972,HS,ENSG00000072062,ENSG00000186471,PRKACA,AKAP14,0.962,MM,ENSMUSG00000005469,ENSMUSG00000036551,Prkaca,Akap14,0.686
1973,HS,ENSG00000072062,ENSG00000188191,PRKACA,PRKAR1B,0.996,MM,ENSMUSG00000005034,ENSMUSG00000020612,Prkacb,Prkar1a,0.992
1974,HS,ENSG00000072062,ENSG00000188191,PRKACA,PRKAR1B,0.996,MM,ENSMUSG00000005469,ENSMUSG00000020612,Prkaca,Prkar1a,0.999
1975,HS,ENSG00000072062,ENSG00000188191,PRKACA,PRKAR1B,0.996,DM,FBgn0000273,FBgn0259243,Pka-C1,Pka-R1,0.999
1976,HS,ENSG00000072062,ENSG00000188191,PRKACA,PRKAR1B,0.996,DM,FBgn0000274,FBgn0259243,Pka-C2,Pka-R1,0.952
1977,HS,ENSG00000072062,ENSG00000188191,PRKACA,PRKAR1B,0.996,DM,FBgn0039796,FBgn0259243,CG12069,Pka-R1,0.952
1978,HS,ENSG00000072062,ENSG00000198523,PRKACA,PLN,0.935,MM,ENSMUSG00000005034,ENSMUSG00000038583,Prkacb,Pln,0.831
1979,HS,ENSG00000072062,ENSG00000198523,PRKACA,PLN,0.935,MM,ENSMUSG00000005469,ENSMUSG00000038583,Prkaca,Pln,0.916
1980,HS,ENSG00000072062,ENSG00000005249,PRKACA,PRKAR2B,0.998,MM,ENSMUSG00000005034,ENSMUSG00000032601,Prkacb,Prkar2a,0.994
1981,HS,ENSG00000072062,ENSG00000005249,PRKACA,PRKAR2B,0.998,MM,ENSMUSG00000005034,ENSMUSG00000002997,Prkacb,Prkar2b,0.993
1982,HS,ENSG00000072062,ENSG00000005249,PRKACA,PRKAR2B,0.998,MM,ENSMUSG00000005469,ENSMUSG00000032601,Prkaca,Prkar2a,0.997
1983,HS,ENSG00000072062,ENSG00000005249,PRKACA,PRKAR2B,0.998,MM,ENSMUSG00000005469,ENSMUSG00000002997,Prkaca,Prkar2b,0.998
1984,HS,ENSG00000072062,ENSG00000005249,PRKACA,PRKAR2B,0.998,DM,FBgn0000273,FBgn0022382,Pka-C1,Pka-R2,0.999
1985,HS,ENSG00000072062,ENSG00000005249,PRKACA,PRKAR2B,0.998,DM,FBgn0000274,FBgn0022382,Pka-C2,Pka-R2,0.907
1986,HS,ENSG00000072062,ENSG00000005249,PRKACA,PRKAR2B,0.998,DM,FBgn0039796,FBgn0022382,CG12069,Pka-R2,0.923
1987,HS,ENSG00000072062,ENSG00000157764,PRKACA,BRAF,0.976,MM,ENSMUSG00000005034,ENSMUSG00000000441,Prkacb,Raf1,0.861
1988,HS,ENSG00000072062,ENSG00000157764,PRKACA,BRAF,0.976,MM,ENSMUSG00000005034,ENSMUSG00000001127,Prkacb,Araf,0.863
1989,HS,ENSG00000072062,ENSG00000157764,PRKACA,BRAF,0.976,MM,ENSMUSG00000005034,ENSMUSG00000002413,Prkacb,Braf,0.907
1990,HS,ENSG00000072062,ENSG00000157764,PRKACA,BRAF,0.976,MM,ENSMUSG00000005469,ENSMUSG00000000441,Prkaca,Raf1,0.861
1991,HS,ENSG00000072062,ENSG00000157764,PRKACA,BRAF,0.976,MM,ENSMUSG00000005469,ENSMUSG00000001127,Prkaca,Araf,0.861
1992,HS,ENSG00000072062,ENSG00000157764,PRKACA,BRAF,0.976,MM,ENSMUSG00000005469,ENSMUSG00000002413,Prkaca,Braf,0.937
1993,HS,ENSG00000072062,ENSG00000157764,PRKACA,BRAF,0.976,DM,FBgn0000273,FBgn0003079,Pka-C1,Raf,0.934
1994,HS,ENSG00000072062,ENSG00000120733,PRKACA,KDM3B,0.804,MM,ENSMUSG00000005034,ENSMUSG00000038773,Prkacb,Kdm3b,0.804
1995,HS,ENSG00000072062,ENSG00000120733,PRKACA,KDM3B,0.804,MM,ENSMUSG00000005034,ENSMUSG00000053470,Prkacb,Kdm3a,0.804
1996,HS,ENSG00000072062,ENSG00000120733,PRKACA,KDM3B,0.804,MM,ENSMUSG00000005469,ENSMUSG00000038773,Prkaca,Kdm3b,0.804
1997,HS,ENSG00000072062,ENSG00000120733,PRKACA,KDM3B,0.804,MM,ENSMUSG00000005469,ENSMUSG00000053470,Prkaca,Kdm3a,0.804
1998,HS,ENSG00000072062,ENSG00000078246,PRKACA,TULP3,0.904,MM,ENSMUSG00000005034,ENSMUSG00000001521,Prkacb,Tulp3,0.904
1999,HS,ENSG00000072062,ENSG00000078246,PRKACA,TULP3,0.904,MM,ENSMUSG00000005469,ENSMUSG00000001521,Prkaca,Tulp3,0.904
2000,HS,ENSG00000072062,ENSG00000114302,PRKACA,PRKAR2A,0.997,MM,ENSMUSG00000005034,ENSMUSG00000032601,Prkacb,Prkar2a,0.994
2001,HS,ENSG00000072062,ENSG00000114302,PRKACA,PRKAR2A,0.997,MM,ENSMUSG00000005034,ENSMUSG00000002997,Prkacb,Prkar2b,0.993
2002,HS,ENSG00000072062,ENSG00000114302,PRKACA,PRKAR2A,0.997,MM,ENSMUSG00000005469,ENSMUSG00000032601,Prkaca,Prkar2a,0.997
2003,HS,ENSG00000072062,ENSG00000114302,PRKACA,PRKAR2A,0.997,MM,ENSMUSG00000005469,ENSMUSG00000002997,Prkaca,Prkar2b,0.998
2004,HS,ENSG00000072062,ENSG00000114302,PRKACA,PRKAR2A,0.997,DM,FBgn0000273,FBgn0022382,Pka-C1,Pka-R2,0.999
2005,HS,ENSG00000072062,ENSG00000114302,PRKACA,PRKAR2A,0.997,DM,FBgn0000274,FBgn0022382,Pka-C2,Pka-R2,0.907
2006,HS,ENSG00000072062,ENSG00000114302,PRKACA,PRKAR2A,0.997,DM,FBgn0039796,FBgn0022382,CG12069,Pka-R2,0.923
2007,HS,ENSG00000072062,ENSG00000123607,PRKACA,TTC21B,0.91,MM,ENSMUSG00000005034,ENSMUSG00000034848,Prkacb,Ttc21b,0.912
2008,HS,ENSG00000072062,ENSG00000123607,PRKACA,TTC21B,0.91,MM,ENSMUSG00000005469,ENSMUSG00000034848,Prkaca,Ttc21b,0.912
2009,HS,ENSG00000072062,ENSG00000079435,PRKACA,LIPE,0.957,MM,ENSMUSG00000005034,ENSMUSG00000003123,Prkacb,Lipe,0.887
2010,HS,ENSG00000072062,ENSG00000079435,PRKACA,LIPE,0.957,MM,ENSMUSG00000005469,ENSMUSG00000003123,Prkaca,Lipe,0.886
2011,HS,ENSG00000072062,ENSG00000150995,PRKACA,ITPR1,0.948,MM,ENSMUSG00000005034,ENSMUSG00000030102,Prkacb,Itpr1,0.932
2012,HS,ENSG00000072062,ENSG00000150995,PRKACA,ITPR1,0.948,MM,ENSMUSG00000005034,ENSMUSG00000042644,Prkacb,Itpr3,0.934
2013,HS,ENSG00000072062,ENSG00000150995,PRKACA,ITPR1,0.948,MM,ENSMUSG00000005469,ENSMUSG00000030102,Prkaca,Itpr1,0.933
2014,HS,ENSG00000072062,ENSG00000150995,PRKACA,ITPR1,0.948,MM,ENSMUSG00000005469,ENSMUSG00000042644,Prkaca,Itpr3,0.929
2015,HS,ENSG00000072062,ENSG00000116830,PRKACA,TTF2,0.8,MM,ENSMUSG00000005034,ENSMUSG00000033222,Prkacb,Ttf2,0.8
2016,HS,ENSG00000072062,ENSG00000116830,PRKACA,TTF2,0.8,MM,ENSMUSG00000005469,ENSMUSG00000033222,Prkaca,Ttf2,0.8
2017,HS,ENSG00000072062,ENSG00000123104,PRKACA,ITPR2,0.943,MM,ENSMUSG00000005034,ENSMUSG00000030102,Prkacb,Itpr1,0.932
2018,HS,ENSG00000072062,ENSG00000123104,PRKACA,ITPR2,0.943,MM,ENSMUSG00000005034,ENSMUSG00000042644,Prkacb,Itpr3,0.934
2019,HS,ENSG00000072062,ENSG00000123104,PRKACA,ITPR2,0.943,MM,ENSMUSG00000005469,ENSMUSG00000030102,Prkaca,Itpr1,0.933
2020,HS,ENSG00000072062,ENSG00000123104,PRKACA,ITPR2,0.943,MM,ENSMUSG00000005469,ENSMUSG00000042644,Prkaca,Itpr3,0.929
2021,HS,ENSG00000072062,ENSG00000113448,PRKACA,PDE4D,0.874,MM,ENSMUSG00000005034,ENSMUSG00000032177,Prkacb,Pde4a,0.82
2022,HS,ENSG00000072062,ENSG00000113448,PRKACA,PDE4D,0.874,MM,ENSMUSG00000005034,ENSMUSG00000028525,Prkacb,Pde4b,0.954
2023,HS,ENSG00000072062,ENSG00000113448,PRKACA,PDE4D,0.874,MM,ENSMUSG00000005469,ENSMUSG00000032177,Prkaca,Pde4a,0.859
2024,HS,ENSG00000072062,ENSG00000113448,PRKACA,PDE4D,0.874,MM,ENSMUSG00000005469,ENSMUSG00000028525,Prkaca,Pde4b,0.958
2025,HS,ENSG00000072062,ENSG00000184588,PRKACA,PDE4B,0.965,MM,ENSMUSG00000005034,ENSMUSG00000032177,Prkacb,Pde4a,0.82
2026,HS,ENSG00000072062,ENSG00000184588,PRKACA,PDE4B,0.965,MM,ENSMUSG00000005034,ENSMUSG00000028525,Prkacb,Pde4b,0.954
2027,HS,ENSG00000072062,ENSG00000184588,PRKACA,PDE4B,0.965,MM,ENSMUSG00000005469,ENSMUSG00000032177,Prkaca,Pde4a,0.859
2028,HS,ENSG00000072062,ENSG00000184588,PRKACA,PDE4B,0.965,MM,ENSMUSG00000005469,ENSMUSG00000028525,Prkaca,Pde4b,0.958
2029,HS,ENSG00000165059,ENSG00000108946,PRKACG,PRKAR1A,0.997,MM,ENSMUSG00000005034,ENSMUSG00000020612,Prkacb,Prkar1a,0.992
2030,HS,ENSG00000165059,ENSG00000108946,PRKACG,PRKAR1A,0.997,MM,ENSMUSG00000005469,ENSMUSG00000020612,Prkaca,Prkar1a,0.999
2031,HS,ENSG00000165059,ENSG00000108946,PRKACG,PRKAR1A,0.997,DM,FBgn0000273,FBgn0259243,Pka-C1,Pka-R1,0.999
2032,HS,ENSG00000165059,ENSG00000108946,PRKACG,PRKAR1A,0.997,DM,FBgn0000274,FBgn0259243,Pka-C2,Pka-R1,0.952
2033,HS,ENSG00000165059,ENSG00000108946,PRKACG,PRKAR1A,0.997,DM,FBgn0039796,FBgn0259243,CG12069,Pka-R1,0.952
2034,HS,ENSG00000165059,ENSG00000188191,PRKACG,PRKAR1B,0.998,MM,ENSMUSG00000005034,ENSMUSG00000020612,Prkacb,Prkar1a,0.992
2035,HS,ENSG00000165059,ENSG00000188191,PRKACG,PRKAR1B,0.998,MM,ENSMUSG00000005469,ENSMUSG00000020612,Prkaca,Prkar1a,0.999
2036,HS,ENSG00000165059,ENSG00000188191,PRKACG,PRKAR1B,0.998,DM,FBgn0000273,FBgn0259243,Pka-C1,Pka-R1,0.999
2037,HS,ENSG00000165059,ENSG00000188191,PRKACG,PRKAR1B,0.998,DM,FBgn0000274,FBgn0259243,Pka-C2,Pka-R1,0.952
2038,HS,ENSG00000165059,ENSG00000188191,PRKACG,PRKAR1B,0.998,DM,FBgn0039796,FBgn0259243,CG12069,Pka-R1,0.952
2039,HS,ENSG00000165059,ENSG00000005249,PRKACG,PRKAR2B,0.997,MM,ENSMUSG00000005034,ENSMUSG00000032601,Prkacb,Prkar2a,0.994
2040,HS,ENSG00000165059,ENSG00000005249,PRKACG,PRKAR2B,0.997,MM,ENSMUSG00000005034,ENSMUSG00000002997,Prkacb,Prkar2b,0.993
2041,HS,ENSG00000165059,ENSG00000005249,PRKACG,PRKAR2B,0.997,MM,ENSMUSG00000005469,ENSMUSG00000032601,Prkaca,Prkar2a,0.997
2042,HS,ENSG00000165059,ENSG00000005249,PRKACG,PRKAR2B,0.997,MM,ENSMUSG00000005469,ENSMUSG00000002997,Prkaca,Prkar2b,0.998
2043,HS,ENSG00000165059,ENSG00000005249,PRKACG,PRKAR2B,0.997,DM,FBgn0000273,FBgn0022382,Pka-C1,Pka-R2,0.999
2044,HS,ENSG00000165059,ENSG00000005249,PRKACG,PRKAR2B,0.997,DM,FBgn0000274,FBgn0022382,Pka-C2,Pka-R2,0.907
2045,HS,ENSG00000165059,ENSG00000005249,PRKACG,PRKAR2B,0.997,DM,FBgn0039796,FBgn0022382,CG12069,Pka-R2,0.923
2046,HS,ENSG00000165059,ENSG00000163913,PRKACG,IFT122,0.905,MM,ENSMUSG00000005034,ENSMUSG00000030323,Prkacb,Ift122,0.904
2047,HS,ENSG00000165059,ENSG00000163913,PRKACG,IFT122,0.905,MM,ENSMUSG00000005469,ENSMUSG00000030323,Prkaca,Ift122,0.904
2048,HS,ENSG00000165059,ENSG00000163913,PRKACG,IFT122,0.905,DM,FBgn0000273,FBgn0265102,Pka-C1,Oseg1,0.902
2049,HS,ENSG00000165059,ENSG00000123607,PRKACG,TTC21B,0.91,MM,ENSMUSG00000005034,ENSMUSG00000034848,Prkacb,Ttc21b,0.912
2050,HS,ENSG00000165059,ENSG00000123607,PRKACG,TTC21B,0.91,MM,ENSMUSG00000005469,ENSMUSG00000034848,Prkaca,Ttc21b,0.912
2051,HS,ENSG00000165059,ENSG00000156113,PRKACG,KCNMA1,0.877,DM,FBgn0000273,FBgn0003429,Pka-C1,slo,0.834
2052,HS,ENSG00000165059,ENSG00000118965,PRKACG,WDR35,0.903,MM,ENSMUSG00000005034,ENSMUSG00000066643,Prkacb,Wdr35,0.904
2053,HS,ENSG00000165059,ENSG00000118965,PRKACG,WDR35,0.903,MM,ENSMUSG00000005469,ENSMUSG00000066643,Prkaca,Wdr35,0.904
2054,HS,ENSG00000165059,ENSG00000120733,PRKACG,KDM3B,0.804,MM,ENSMUSG00000005034,ENSMUSG00000038773,Prkacb,Kdm3b,0.804
2055,HS,ENSG00000165059,ENSG00000120733,PRKACG,KDM3B,0.804,MM,ENSMUSG00000005034,ENSMUSG00000053470,Prkacb,Kdm3a,0.804
2056,HS,ENSG00000165059,ENSG00000120733,PRKACG,KDM3B,0.804,MM,ENSMUSG00000005469,ENSMUSG00000038773,Prkaca,Kdm3b,0.804
2057,HS,ENSG00000165059,ENSG00000120733,PRKACG,KDM3B,0.804,MM,ENSMUSG00000005469,ENSMUSG00000053470,Prkaca,Kdm3a,0.804
2058,HS,ENSG00000165059,ENSG00000116830,PRKACG,TTF2,0.8,MM,ENSMUSG00000005034,ENSMUSG00000033222,Prkacb,Ttf2,0.8
2059,HS,ENSG00000165059,ENSG00000116830,PRKACG,TTF2,0.8,MM,ENSMUSG00000005469,ENSMUSG00000033222,Prkaca,Ttf2,0.8
2060,HS,ENSG00000165059,ENSG00000117407,PRKACG,ARTN,0.9,MM,ENSMUSG00000005034,ENSMUSG00000028539,Prkacb,Artn,0.9
2061,HS,ENSG00000165059,ENSG00000117407,PRKACG,ARTN,0.9,MM,ENSMUSG00000005469,ENSMUSG00000028539,Prkaca,Artn,0.9
2062,HS,ENSG00000165059,ENSG00000183454,PRKACG,GRIN2A,0.952,MM,ENSMUSG00000005034,ENSMUSG00000002771,Prkacb,Grin2d,0.646
2063,HS,ENSG00000165059,ENSG00000183454,PRKACG,GRIN2A,0.952,MM,ENSMUSG00000005469,ENSMUSG00000002771,Prkaca,Grin2d,0.818
2064,HS,ENSG00000165059,ENSG00000078246,PRKACG,TULP3,0.904,MM,ENSMUSG00000005034,ENSMUSG00000001521,Prkacb,Tulp3,0.904
2065,HS,ENSG00000165059,ENSG00000078246,PRKACG,TULP3,0.904,MM,ENSMUSG00000005469,ENSMUSG00000001521,Prkaca,Tulp3,0.904
2066,HS,ENSG00000181929,ENSG00000132356,PRKAG1,PRKAA1,0.999,MM,ENSMUSG00000028944,ENSMUSG00000050697,Prkag2,Prkaa1,0.992
2067,HS,ENSG00000181929,ENSG00000132356,PRKAG1,PRKAA1,0.999,MM,ENSMUSG00000067713,ENSMUSG00000050697,Prkag1,Prkaa1,0.997
2068,HS,ENSG00000181929,ENSG00000132356,PRKAG1,PRKAA1,0.999,DM,FBgn0264357,FBgn0023169,SNF4Agamma,AMPKalpha,0.999
2069,HS,ENSG00000181929,ENSG00000111725,PRKAG1,PRKAB1,0.999,MM,ENSMUSG00000028944,ENSMUSG00000029513,Prkag2,Prkab1,0.994
2070,HS,ENSG00000181929,ENSG00000111725,PRKAG1,PRKAB1,0.999,MM,ENSMUSG00000028944,ENSMUSG00000038205,Prkag2,Prkab2,0.994
2071,HS,ENSG00000181929,ENSG00000111725,PRKAG1,PRKAB1,0.999,MM,ENSMUSG00000067713,ENSMUSG00000029513,Prkag1,Prkab1,0.998
2072,HS,ENSG00000181929,ENSG00000111725,PRKAG1,PRKAB1,0.999,MM,ENSMUSG00000067713,ENSMUSG00000038205,Prkag1,Prkab2,0.995
2073,HS,ENSG00000181929,ENSG00000111725,PRKAG1,PRKAB1,0.999,DM,FBgn0264357,FBgn0260972,SNF4Agamma,alc,0.999
2074,HS,ENSG00000181929,ENSG00000131791,PRKAG1,PRKAB2,0.999,MM,ENSMUSG00000028944,ENSMUSG00000029513,Prkag2,Prkab1,0.994
2075,HS,ENSG00000181929,ENSG00000131791,PRKAG1,PRKAB2,0.999,MM,ENSMUSG00000028944,ENSMUSG00000038205,Prkag2,Prkab2,0.994
2076,HS,ENSG00000181929,ENSG00000131791,PRKAG1,PRKAB2,0.999,MM,ENSMUSG00000067713,ENSMUSG00000029513,Prkag1,Prkab1,0.998
2077,HS,ENSG00000181929,ENSG00000131791,PRKAG1,PRKAB2,0.999,MM,ENSMUSG00000067713,ENSMUSG00000038205,Prkag1,Prkab2,0.995
2078,HS,ENSG00000181929,ENSG00000131791,PRKAG1,PRKAB2,0.999,DM,FBgn0264357,FBgn0260972,SNF4Agamma,alc,0.999
2079,HS,ENSG00000154611,ENSG00000041357,PSMA8,PSMA4,0.999,MM,ENSMUSG00000027566,ENSMUSG00000032301,Psma7,Psma4,0.999
2080,HS,ENSG00000154611,ENSG00000041357,PSMA8,PSMA4,0.999,MM,ENSMUSG00000036743,ENSMUSG00000032301,Psma8,Psma4,0.994
2081,HS,ENSG00000154611,ENSG00000041357,PSMA8,PSMA4,0.999,DM,FBgn0017556,FBgn0261394,Prosalpha4T2,Prosalpha3,0.988
2082,HS,ENSG00000154611,ENSG00000041357,PSMA8,PSMA4,0.999,DM,FBgn0017556,FBgn0261395,Prosalpha4T2,Prosalpha3T,0.989
2083,HS,ENSG00000154611,ENSG00000041357,PSMA8,PSMA4,0.999,DM,FBgn0004066,FBgn0261394,Prosalpha4,Prosalpha3,0.999
2084,HS,ENSG00000154611,ENSG00000041357,PSMA8,PSMA4,0.999,DM,FBgn0004066,FBgn0261395,Prosalpha4,Prosalpha3T,0.988
2085,HS,ENSG00000154611,ENSG00000041357,PSMA8,PSMA4,0.999,DM,FBgn0265606,FBgn0261394,Prosalpha4T1,Prosalpha3,0.989
2086,HS,ENSG00000154611,ENSG00000041357,PSMA8,PSMA4,0.999,DM,FBgn0265606,FBgn0261395,Prosalpha4T1,Prosalpha3T,0.988
2087,HS,ENSG00000154611,ENSG00000013275,PSMA8,PSMC4,0.999,MM,ENSMUSG00000027566,ENSMUSG00000030603,Psma7,Psmc4,0.998
2088,HS,ENSG00000154611,ENSG00000013275,PSMA8,PSMC4,0.999,MM,ENSMUSG00000036743,ENSMUSG00000030603,Psma8,Psmc4,0.994
2089,HS,ENSG00000154611,ENSG00000013275,PSMA8,PSMC4,0.999,DM,FBgn0017556,FBgn0028686,Prosalpha4T2,Rpt3,0.986
2090,HS,ENSG00000154611,ENSG00000013275,PSMA8,PSMC4,0.999,DM,FBgn0017556,FBgn0037742,Prosalpha4T2,Rpt3R,0.986
2091,HS,ENSG00000154611,ENSG00000013275,PSMA8,PSMC4,0.999,DM,FBgn0004066,FBgn0028686,Prosalpha4,Rpt3,0.994
2092,HS,ENSG00000154611,ENSG00000013275,PSMA8,PSMC4,0.999,DM,FBgn0004066,FBgn0037742,Prosalpha4,Rpt3R,0.986
2093,HS,ENSG00000154611,ENSG00000013275,PSMA8,PSMC4,0.999,DM,FBgn0265606,FBgn0028686,Prosalpha4T1,Rpt3,0.986
2094,HS,ENSG00000154611,ENSG00000013275,PSMA8,PSMC4,0.999,DM,FBgn0265606,FBgn0037742,Prosalpha4T1,Rpt3R,0.986
2095,HS,ENSG00000154611,ENSG00000106588,PSMA8,PSMA2,0.999,MM,ENSMUSG00000027566,ENSMUSG00000015671,Psma7,Psma2,0.999
2096,HS,ENSG00000154611,ENSG00000106588,PSMA8,PSMA2,0.999,MM,ENSMUSG00000036743,ENSMUSG00000015671,Psma8,Psma2,0.994
2097,HS,ENSG00000154611,ENSG00000106588,PSMA8,PSMA2,0.999,DM,FBgn0017556,FBgn0086134,Prosalpha4T2,Prosalpha2,0.993
2098,HS,ENSG00000154611,ENSG00000106588,PSMA8,PSMA2,0.999,DM,FBgn0004066,FBgn0086134,Prosalpha4,Prosalpha2,0.998
2099,HS,ENSG00000154611,ENSG00000106588,PSMA8,PSMA2,0.999,DM,FBgn0265606,FBgn0086134,Prosalpha4T1,Prosalpha2,0.993
2100,HS,ENSG00000154611,ENSG00000008018,PSMA8,PSMB1,0.999,MM,ENSMUSG00000027566,ENSMUSG00000014769,Psma7,Psmb1,0.999
2101,HS,ENSG00000154611,ENSG00000008018,PSMA8,PSMB1,0.999,MM,ENSMUSG00000036743,ENSMUSG00000014769,Psma8,Psmb1,0.997
2102,HS,ENSG00000154611,ENSG00000008018,PSMA8,PSMB1,0.999,DM,FBgn0017556,FBgn0002284,Prosalpha4T2,Prosbeta6,0.997
2103,HS,ENSG00000154611,ENSG00000008018,PSMA8,PSMB1,0.999,DM,FBgn0004066,FBgn0002284,Prosalpha4,Prosbeta6,0.999
2104,HS,ENSG00000154611,ENSG00000008018,PSMA8,PSMB1,0.999,DM,FBgn0265606,FBgn0002284,Prosalpha4T1,Prosbeta6,0.997
2105,HS,ENSG00000154611,ENSG00000142507,PSMA8,PSMB6,0.999,MM,ENSMUSG00000027566,ENSMUSG00000018286,Psma7,Psmb6,0.999
2106,HS,ENSG00000154611,ENSG00000142507,PSMA8,PSMB6,0.999,MM,ENSMUSG00000036743,ENSMUSG00000018286,Psma8,Psmb6,0.994
2107,HS,ENSG00000154611,ENSG00000142507,PSMA8,PSMB6,0.999,DM,FBgn0017556,FBgn0010590,Prosalpha4T2,Prosbeta1,0.991
2108,HS,ENSG00000154611,ENSG00000142507,PSMA8,PSMB6,0.999,DM,FBgn0004066,FBgn0010590,Prosalpha4,Prosbeta1,0.999
2109,HS,ENSG00000154611,ENSG00000142507,PSMA8,PSMB6,0.999,DM,FBgn0265606,FBgn0010590,Prosalpha4T1,Prosbeta1,0.991
2110,HS,ENSG00000154611,ENSG00000159377,PSMA8,PSMB4,0.999,MM,ENSMUSG00000027566,ENSMUSG00000005779,Psma7,Psmb4,0.999
2111,HS,ENSG00000154611,ENSG00000159377,PSMA8,PSMB4,0.999,MM,ENSMUSG00000036743,ENSMUSG00000005779,Psma8,Psmb4,0.996
2112,HS,ENSG00000154611,ENSG00000159377,PSMA8,PSMB4,0.999,DM,FBgn0017556,FBgn0250746,Prosalpha4T2,Prosbeta7,0.998
2113,HS,ENSG00000154611,ENSG00000159377,PSMA8,PSMB4,0.999,DM,FBgn0004066,FBgn0250746,Prosalpha4,Prosbeta7,0.999
2114,HS,ENSG00000154611,ENSG00000159377,PSMA8,PSMB4,0.999,DM,FBgn0265606,FBgn0250746,Prosalpha4T1,Prosbeta7,0.998
